Key,Data
전일 종가,2.14
금일 변동,2.02-2.14
매출,430.83M
금일 시가,2.12
52주 변동폭,2.02-5.93
주당순이익,-0.14
거래량,"638,161"
총 시가,187.92M
배당금,"N/A
(N/A)"
평균 거래량,"769,463"
주가수익비율,-
베타,1.96
1년 변동률,-52.23%
발행주식수,"92,802,213"
다음 실적 발표일,2022년 8월 18일
