Key,Data
전일 종가,110.59
금일 변동,109.78-112.36
매출,4.32B
금일 시가,109.78
52주 변동폭,104.35-158.42
주당순이익,-9.56
거래량,"71,312"
총 시가,4.84B
배당금,"0.30
(0.27%)"
평균 거래량,"104,772"
주가수익비율,-
베타,1.47
1년 변동률,1.48%
발행주식수,"43,675,830"
다음 실적 발표일,2022년 8월 02일
