Key,Data
전일 종가,12.53
금일 변동,12.35-12.75
매출,326.8M
금일 시가,12.38
52주 변동폭,12.18-25.72
주당순이익,1.86
거래량,"60,864"
총 시가,170.36M
배당금,"0.60
(4.77%)"
평균 거래량,"39,956"
주가수익비율,6.75
베타,1.27
1년 변동률,-45.76%
발행주식수,"13,585,096"
다음 실적 발표일,2022년 8월 11일
