Key,Data
전일 종가,9.75
금일 변동,9.75-9.8
매출,26.56M
금일 시가,9.75
52주 변동폭,9.66-12.79
주당순이익,0.53
거래량,"5,896"
총 시가,128.62M
배당금,"0.40
(4.10%)"
평균 거래량,"37,054"
주가수익비율,18.48
베타,0.5
1년 변동률,-7.92%
발행주식수,"13,178,485"
다음 실적 발표일,2022년 8월 01일
