Key,Data
전일 종가,59.39
금일 변동,58.75-59.94
매출,424.69M
금일 시가,59.14
52주 변동폭,56.19-91.39
주당순이익,1
거래량,"132,492"
총 시가,5.01B
배당금,"N/A
(N/A)"
평균 거래량,"206,384"
주가수익비율,59.34
베타,1.12
1년 변동률,1.53%
발행주식수,"84,781,562"
다음 실적 발표일,2022년 6월 01일
