Key,Data
전일 종가,12.75
금일 변동,12.73-12.73
매출,39.26M
금일 시가,12.73
52주 변동폭,12.3-16.49
주당순이익,1.93
거래량,375
총 시가,134.06M
배당금,"0.26
(2.04%)"
평균 거래량,"7,859"
주가수익비율,6.60
베타,1.04
1년 변동률,-3.6%
발행주식수,"10,531,281"
다음 실적 발표일,2022년 7월 26일
