Key,Data
전일 종가,11.17
금일 변동,11.15-11.9
매출,106.67M
금일 시가,11.16
52주 변동폭,10.95-29
주당순이익,0
거래량,"108,178"
총 시가,261.77M
배당금,"N/A
(N/A)"
평균 거래량,"206,581"
주가수익비율,252.83
베타,1.72
1년 변동률,-28.39%
발행주식수,"22,335,003"
다음 실적 발표일,2022년 8월 11일
