Key,Data
전일 종가,122.16
금일 변동,120.88-124.33
매출,748.43M
금일 시가,121.34
52주 변동폭,114.31-184.44
주당순이익,1.62
거래량,"75,765"
총 시가,4.4B
배당금,"N/A
(N/A)"
평균 거래량,"129,887"
주가수익비율,75.57
베타,1.11
1년 변동률,-9.14%
발행주식수,"35,704,230"
다음 실적 발표일,2022년 8월 09일
