Key,Data
전일 종가,34.8
금일 변동,34.75-35.25
매출,56M
금일 시가,35
52주 변동폭,29-40.34
주당순이익,3.81
거래량,"15,259"
총 시가,375.99M
배당금,"1.12
(3.20%)"
평균 거래량,"19,260"
주가수익비율,9.17
베타,1.02
1년 변동률,4.8%
발행주식수,"10,705,799"
다음 실적 발표일,2022년 7월 21일
