Key,Data
전일 종가,1.455
금일 변동,1.47-1.54
매출,248.93M
금일 시가,1.54
52주 변동폭,1.41-3.39
주당순이익,0.19
거래량,"16,337"
총 시가,43.8M
배당금,"N/A
(N/A)"
평균 거래량,"25,791"
주가수익비율,8.04
베타,1.25
1년 변동률,-45.22%
발행주식수,"29,393,762"
다음 실적 발표일,2022년 8월 04일
