Key,Data
전일 종가,53.1
금일 변동,53.17-54.1
매출,141.69M
금일 시가,53.17
52주 변동폭,44.76-62.34
주당순이익,6.6
거래량,"56,926"
총 시가,835.96M
배당금,"0.24
(0.45%)"
평균 거래량,"100,917"
주가수익비율,8.04
베타,1.02
1년 변동률,13.23%
발행주식수,"15,657,587"
다음 실적 발표일,2022년 7월 21일
