Key,Data
전일 종가,101.1
금일 변동,99.14-104.08
매출,130.45M
금일 시가,100.16
52주 변동폭,97.16-163.27
주당순이익,2.51
거래량,"6,414"
총 시가,1.04B
배당금,"1.20
(1.16%)"
평균 거래량,"8,846"
주가수익비율,41.05
베타,0.44
1년 변동률,-30.79%
발행주식수,"10,094,322"
다음 실적 발표일,2022년 7월 21일
