Key,Data
전일 종가,77.2
금일 변동,76.4-77.33
매출,8.3B
금일 시가,77.07
52주 변동폭,56.4-99.44
주당순이익,3.16
거래량,"4,878,799"
총 시가,60.23B
배당금,"0.47
(0.61%)"
평균 거래량,"6,699,305"
주가수익비율,24.40
베타,0.54
1년 변동률,-20.18%
발행주식수,"781,881,472"
다음 실적 발표일,2022년 8월 04일
