Key,Data
전일 종가,11.63
금일 변동,11.2-11.8
매출,114.52M
금일 시가,11.56
52주 변동폭,8.2-16.7
주당순이익,0.4
거래량,"314,208"
총 시가,582.12M
배당금,"N/A
(N/A)"
평균 거래량,"666,463"
주가수익비율,28.82
베타,0.85
1년 변동률,-1.36%
발행주식수,"49,711,137"
다음 실적 발표일,2022년 8월 17일
