Key,Data
전일 종가,210.86
금일 변동,208.88-213.9
매출,2.49B
금일 시가,208.88
52주 변동폭,201.51-272.28
주당순이익,8.22
거래량,"357,115"
총 시가,12.35B
배당금,"2.04
(0.96%)"
평균 거래량,"218,171"
주가수익비율,25.64
베타,0.94
1년 변동률,-1.6%
발행주식수,"57,940,570"
다음 실적 발표일,2022년 8월 22일
