Key,Data
전일 종가,29.07
금일 변동,28.75-29.67
매출,49.56M
금일 시가,29.18
52주 변동폭,26.97-36.8
주당순이익,3.58
거래량,"19,540"
총 시가,323.76M
배당금,"1.28
(4.35%)"
평균 거래량,"17,031"
주가수익비율,8.23
베타,0.51
1년 변동률,-2.58%
발행주식수,"11,027,380"
다음 실적 발표일,2022년 7월 20일
