Key,Data
전일 종가,10.6
금일 변동,10.65-11.23
매출,65.87M
금일 시가,11.04
52주 변동폭,10.02-21.5
주당순이익,0.85
거래량,"11,061"
총 시가,101.27M
배당금,"0.28
(2.55%)"
평균 거래량,"8,792"
주가수익비율,12.93
베타,1.05
1년 변동률,-34.24%
발행주식수,"9,221,517"
다음 실적 발표일,2022년 7월 14일
