Key,Data
전일 종가,25.37
금일 변동,25.35-26.01
매출,26.61M
금일 시가,25.35
52주 변동폭,24.16-30
주당순이익,3.15
거래량,"6,861"
총 시가,127.42M
배당금,"0.84
(3.29%)"
평균 거래량,"4,027"
주가수익비율,8.11
베타,0.4
1년 변동률,4.02%
발행주식수,"4,989,078"
다음 실적 발표일,2022년 7월 26일
