Key,Data
전일 종가,4
금일 변동,3.89-4.13
매출,61.3M
금일 시가,4.02
52주 변동폭,3.06-7.58
주당순이익,-1.2
거래량,"82,169"
총 시가,134.12M
배당금,"N/A
(N/A)"
평균 거래량,"286,603"
주가수익비율,-
베타,1.24
1년 변동률,-42.63%
발행주식수,"34,477,715"
다음 실적 발표일,2022년 8월 10일
