Key,Data
전일 종가,46.97
금일 변동,45.94-49.42
매출,2.88B
금일 시가,46.8
52주 변동폭,45.32-90.2
주당순이익,0.02
거래량,"535,638"
총 시가,4.67B
배당금,"N/A
(N/A)"
평균 거래량,"854,926"
주가수익비율,"2,125.34"
베타,1.83
1년 변동률,-31.29%
발행주식수,"95,665,390"
다음 실적 발표일,2022년 7월 27일
