Key,Data
전일 종가,191.6
금일 변동,187.9-192.63
매출,4.78B
금일 시가,191.58
52주 변동폭,185.79-256.94
주당순이익,7.64
거래량,"1,226,562"
총 시가,68.89B
배당금,"4.00
(2.09%)"
평균 거래량,"1,655,565"
주가수익비율,25.07
베타,0.52
1년 변동률,-11.8%
발행주식수,"359,421,278"
다음 실적 발표일,2022년 7월 28일
