Key,Data
전일 종가,29.96
금일 변동,29.56-30.25
매출,116.03M
금일 시가,30
52주 변동폭,15.01-30.25
주당순이익,2.4
거래량,"225,124"
총 시가,1.13B
배당금,"3.0157
(10.00%)"
평균 거래량,"117,849"
주가수익비율,12.48
베타,1
1년 변동률,96.85%
발행주식수,"37,554,774"
다음 실적 발표일,2022년 8월 04일
