Key,Data
전일 종가,41.53
금일 변동,41.33-42.45
매출,6.97B
금일 시가,41.44
52주 변동폭,35.06-44.26
주당순이익,4.3
거래량,"432,807"
총 시가,2.56B
배당금,"N/A
(N/A)"
평균 거래량,"424,675"
주가수익비율,9.66
베타,0.96
1년 변동률,-2.47%
발행주식수,"60,844,138"
다음 실적 발표일,2022년 8월 01일
