종목코드,종목명,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"098120","마이크로컨텍솔","벤처기업부","5670","-60","-1.05","5710","5810","5600","77334","440586620","47133383220","8312766"
"147760","마이크로프랜드","벤처기업부","8480","-170","-1.97","8590","8790","8450","104470","892801140","91752463680","10819866"
"038290","마크로젠","중견기업부","32700","-550","-1.65","33250","33450","32450","60096","1971059850","349026785400","10673602"
"220630","맘스터치","우량기업부","3420","-25","-0.73","3480","3510","3400","292432","1008041210","348215956020","101817531"
"267980","매일유업","우량기업부","74800","-1000","-1.32","76000","76300","74600","35636","2679828500","586704122400","7843638"
"005990","매일홀딩스","우량기업부","9990","-360","-3.48","10350","10350","9960","117593","1181154310","137045856960","13718304"
"127160","매직마이크로","관리종목(소속부없음)","282","0","0.00","0","0","0","0","0","24427827282","86623501"
"093520","매커스","중견기업부","6290","200","3.28","6090","6340","5850","336402","2075262010","101665848680","16163092"
"141070","맥스로텍","투자주의환기종목(소속부없음)","743","0","0.00","0","0","0","0","0","26670245050","35895350"
"100590","머큐리","우량기업부","9520","-70","-0.73","9590","9660","9510","59836","572724860","140549472000","14763600"
"067280","멀티캠퍼스","우량기업부","33750","-550","-1.60","34550","34600","33750","9280","315290000","200028791250","5926779"
"072870","메가스터디","중견기업부","13450","-400","-2.89","13850","13850","13300","171198","2314501000","160336898550","11920959"
"215200","메가스터디교육","우량기업부","57100","-500","-0.87","57700","58300","56300","49489","2831562300","676371198000","11845380"
"133750","메가엠디","중견기업부","6160","40","0.65","6200","6280","6020","1766050","10818848910","144187594320","23407077"
"235980","메드팩토","기술성장기업부","78300","-700","-0.89","79000","80400","77700","102763","8084434800","1603806528600","20482842"
"041920","메디아나","벤처기업부","16050","-250","-1.53","16200","16600","15800","105210","1702393300","138840460800","8650496"
"014100","메디앙스","투자주의환기종목(소속부없음)","6200","0","0.00","0","0","0","0","0","73160000000","11800000"
"054180","메디콕스","중견기업부","1420","25","1.79","1395","1430","1335","1731147","2385096030","62139591920","43760276"
"086900","메디톡스","우량기업부","183300","-2600","-1.40","185900","187500","183100","47501","8765301900","1146428587200","6254384"
"078160","메디포스트","벤처기업부","33750","-350","-1.03","34250","34300","33250","125428","4222696400","548916547500","16264194"
"065650","메디프론","중견기업부","3870","70","1.84","3790","3930","3790","432951","1680446260","161427394350","41712505"
"021880","메이슨캐피탈","관리종목(소속부없음)","634","-22","-3.35","668","673","626","743045","470784258","62882914672","99184408"
"140410","메지온","중견기업부","150500","-2400","-1.57","151800","154700","150400","35641","5421178700","1338352253000","8892706"
"241770","메카로","투자주의환기종목(소속부없음)","12150","-150","-1.22","12300","12300","11900","17237","207884750","122742216000","10102240"
"059210","메타바이오메드","벤처기업부","2725","-30","-1.09","2750","2830","2705","136228","375299130","65024906475","23862351"
"058110","멕아이씨에스","기술성장기업부","17850","150","0.85","18000","18050","17500","158359","2810380500","286501960500","16050530"
"096640","멜파스","중견기업부","2200","-30","-1.35","2230","2245","2130","640627","1402870970","74477103800","33853229"
"257370","명성티엔에스","투자주의환기종목(소속부없음)","9210","0","0.00","0","0","0","0","0","59319850890","6440809"
"080420","모다이노칩","우량기업부","3700","-70","-1.86","3750","3780","3630","135321","500392265","294970001400","79721622"
"080160","모두투어","우량기업부","21750","-100","-0.46","22300","22300","21400","243275","5305142000","411075000000","18900000"
"100030","모바일리더","중견기업부","20700","-750","-3.50","21300","21450","20700","31424","659723900","67972879800","3283714"
"087260","모바일어플라이언스","벤처기업부","4435","-50","-1.11","4505","4570","4430","257932","1154407595","143970948010","32462446"
"101330","모베이스","중견기업부","5180","-120","-2.26","5310","5330","5180","323318","1693810320","124103413840","23958188"
"012860","모베이스전자","중견기업부","2770","-85","-2.98","2805","2860","2760","962867","2694597330","157761361200","56953560"
"348030","모비릭스","중견기업부","22300","-1000","-4.29","23600","23600","22250","230416","5208214750","207479200000","9304000"
"250060","모비스","기술성장기업부","2895","-25","-0.86","2950","2950","2850","342217","989971515","93135954030","32171314"
"033200","모아텍","중견기업부","10000","50","0.50","10000","10200","9910","22673","226811890","143311850000","14331185"
"118990","모트렉스","중견기업부","6090","-110","-1.77","6230","6270","6040","344119","2115056430","237516327510","39001039"
"006920","모헨즈","중견기업부","6330","0","0.00","6270","6370","6100","302740","1889654770","69123600000","10920000"
"001810","무림SP","우량기업부","3590","-15","-0.42","3605","3650","3515","114741","410757415","79473625000","22137500"
"279600","미디어젠","기술성장기업부","13000","50","0.39","12850","13200","12700","64189","832280500","60297653000","4638281"
"095500","미래나노텍","우량기업부","4680","-95","-1.99","4770","4785","4630","380440","1793454570","125892416520","26900089"
"218150","미래생명자원","벤처기업부","5450","390","7.71","5160","5800","5090","7438142","40864813790","101759282600","18671428"
"353490","미래에셋대우스팩 5호","SPAC(소속부없음)","2135","0","0.00","2120","2150","2120","7609","16232490","10803100000","5060000"
"328380","미래에셋대우스팩3호","SPAC(소속부없음)","2135","-15","-0.70","2140","2140","2120","167","355345","13839070000","6482000"
"333430","미래에셋대우스팩4호","SPAC(소속부없음)","4060","-80","-1.93","4055","4150","3915","102491","414933100","17823400000","4390000"
"100790","미래에셋벤처투자","벤처기업부","8390","-360","-4.11","8770","8770","8320","752935","6403222140","387205404970","46150823"
"049950","미래컴퍼니","우량기업부","38300","-150","-0.39","38350","39300","38250","78463","3015902450","320276319800","8362306"
"213090","미래테크놀로지","중견기업부","8550","-100","-1.16","8570","8650","8450","20304","172985740","52332737400","6120788"
"207760","미스터블루","중견기업부","11200","50","0.45","11250","11350","10850","399717","4447119150","277330312000","24761635"
"059090","미코","우량기업부","15150","50","0.33","15100","15700","15000","757852","11624545650","474446535450","31316603"
"214610","미코바이오메드","기술성장기업부","18250","3250","21.67","15650","19300","15300","7569651","133404865200","333287577250","18262333"
"201490","미투온","중견기업부","6940","0","0.00","6990","7040","6810","513512","3574671220","216928923800","31257770"
"950190","미투젠","외국기업(소속부없음)","21650","-900","-3.99","22550","22750","21450","223300","4883315400","291245001250","13452425"
"214180","민앤지","중견기업부","17950","-50","-0.28","18000","18250","17700","78721","1415480550","221906444200","12362476"
"206640","바디텍메드","벤처기업부","26500","850","3.31","26000","27550","25050","3285923","86653684850","622393840000","23486560"
"018700","바른손","중견기업부","3050","-25","-0.81","3075","3135","3025","168231","516936860","89888035350","29471487"
"035620","바른손이앤에이","중견기업부","1525","-20","-1.29","1550","1580","1525","587667","909184445","112069967075","73488503"
"064520","바른전자","관리종목(소속부없음)","1005","0","0.00","0","0","0","0","0","74054909385","73686477"
"053030","바이넥스","벤처기업부","30900","550","1.81","30750","33650","30550","6673674","213552197350","981416383200","31761048"
"301300","바이브컴퍼니","기술성장기업부","32200","-100","-0.31","32650","33100","32000","42099","1368393350","173692274000","5394170"
"064550","바이오니아","기술성장기업부","18900","400","2.16","18800","19350","18500","561129","10619808250","474995518200","25132038"
"314930","바이오다인","기술성장기업부","61500","-6800","-9.96","68300","69100","61100","245721","15805359200","379343992500","6168195"
"208710","바이오로그디바이스","벤처기업부","3060","175","6.07","2895","3180","2820","3498732","10576369945","126780120720","41431412"
"142760","바이오리더스","기술성장기업부","6230","720","13.07","5480","7100","5350","13240481","85358904760","170778105680","27412216"
"086820","바이오솔루션","기술성장기업부","27900","-400","-1.41","28500","28750","27750","69983","1966409550","225750785400","8091426"
"038460","바이오스마트","우량기업부","6910","220","3.29","6690","6950","6400","591594","3953399880","138806698000","20087800"
"086040","바이오톡스텍","벤처기업부","11300","-150","-1.31","11450","11650","11150","199559","2272844750","165263889900","14625123"
"032980","바이온","중견기업부","1355","-30","-2.17","1385","1410","1350","346553","475738325","90650552835","66900777"
"043150","바텍","우량기업부","31050","-300","-0.96","31350","31700","30500","51724","1601334850","461224648800","14854256"
"323990","박셀바이오","기술성장기업부","93800","-3300","-3.40","95400","98700","93700","520939","49917943400","1427917400000","15223000"
"267790","배럴","벤처기업부","9420","0","0.00","9420","9610","9200","30065","282031980","74281410000","7885500"
"046310","백금T&A","중견기업부","3345","-155","-4.43","3465","3535","3345","293332","996696300","54920354145","16418641"
"066410","버킷스튜디오","중견기업부","1855","20","1.09","1825","1865","1810","97487","179528420","76445911570","41210734"
"206400","베노홀딩스","중견기업부","6700","-80","-1.18","6770","6780","6550","129503","858963990","153401799700","22895791"
"019010","베뉴지","중견기업부","2410","50","2.12","2340","2450","2305","1045727","2503795350","116162000000","48200000"
"177350","베셀","중견기업부","5380","-180","-3.24","5510","5580","5310","161799","880594680","60214939840","11192368"
"299910","베스파","관리종목(소속부없음)","30000","50","0.17","30000","30350","29100","17350","518397250","244407480000","8146916"
"225530","보광산업","중견기업부","7120","-60","-0.84","7250","7680","7090","3070271","22761076750","258731736240","36338727"
"250000","보라티알","중견기업부","16250","200","1.25","16050","16400","15800","40424","649485350","109699411250","6750733"
"006910","보성파워텍","중견기업부","3060","10","0.33","3040","3130","3015","1114784","3431092085","147664776780","48256463"
"226340","본느","벤처기업부","3035","0","0.00","3050","3075","2975","183210","552317095","93173273860","30699596"
"014470","부방","중견기업부","3365","-80","-2.32","3480","3545","3360","579757","1989791115","202075854900","60052260"
"008470","부스타","우량기업부","7270","-200","-2.68","7470","7500","7220","82437","606668790","61102896000","8404800"
"338220","뷰노","기술성장기업부","22550","-250","-1.10","22900","22900","22450","52692","1192167900","251717892800","11162656"
"100120","뷰웍스","우량기업부","37700","-200","-0.53","37900","38250","36800","64182","2415312150","377070310500","10001865"
"337930","브랜드엑스코퍼레이션","중견기업부","11250","-200","-1.75","11350","11650","11100","111440","1268338250","214458390000","19062968"
"064480","브리지텍","벤처기업부","5520","-10","-0.18","5540","5690","5440","150362","835540500","65977800000","11952500"
"288330","브릿지바이오테라퓨틱스","기술성장기업부","13300","0","0.00","13500","13500","13100","71502","953098000","259996832200","19548634"
"251630","브이원텍","중견기업부","11400","-100","-0.87","11400","11800","11150","146062","1680509350","171576612000","15050580"
"018290","브이티지엠피","벤처기업부","8550","350","4.27","8180","8600","8170","522038","4420351620","292063904550","34159521"
"263920","블러썸엠앤씨","관리종목(소속부없음)","4555","0","0.00","0","0","0","0","0","223400585370","49045134"
"044480","블루베리 NFT","중견기업부","2820","-120","-4.08","2965","2965","2795","244997","697068155","56760412920","20127806"
"033560","블루콤","중견기업부","7150","160","2.29","6990","7290","6960","150103","1074380850","129329536050","18088047"
"126340","비나텍","벤처기업부","42150","-100","-0.24","42650","43050","41350","22245","938382550","216786175050","5143207"
"121800","비덴트","벤처기업부","11900","-200","-1.65","12150","12250","11600","1490269","17727839800","543518279500","45673805"
"148140","비디아이","투자주의환기종목(소속부없음)","6560","-90","-1.35","6730","6890","6550","365624","2439566310","133690208800","20379605"
"082800","비보존 헬스케어","중견기업부","1540","-30","-1.91","1560","1590","1510","1123942","1732716165","246046700900","159770585"
"318410","비비씨","중견기업부","19150","-150","-0.78","19200","19500","19000","52673","1008839700","103989153450","5430243"
"200780","비씨월드제약","우량기업부","17850","-550","-2.99","18050","18150","17600","135284","2417022850","158729054400","8892384"
"141000","비아트론","우량기업부","11950","-150","-1.24","12100","12200","11750","158727","1901143200","144770784500","12114710"
"090460","비에이치","우량기업부","18400","100","0.55","18300","18500","18000","220075","4021019500","619945459200","33692688"
"083650","비에이치아이","중견기업부","4385","-30","-0.68","4415","4475","4335","230439","1015312845","114010000000","26000000"
"086670","비엠티","우량기업부","13050","0","0.00","13100","13300","13000","40667","534097000","106312203450","8146529"
"335890","비올","벤처기업부","2305","5","0.22","2295","2355","2290","334792","778350140","126175700000","54740000"
"138580","비즈니스온","벤처기업부","22250","-400","-1.77","22400","22850","22250","24545","550861500","253125790000","11376440"
"082920","비츠로셀","우량기업부","14050","-150","-1.06","14150","14300","13950","91213","1285119650","302625085600","21539152"
"054220","비츠로시스","투자주의환기종목(소속부없음)","5780","0","0.00","0","0","0","0","0","129588605720","22420174"
"042370","비츠로테크","우량기업부","10150","-350","-3.33","10500","10600","10000","250895","2571859400","246411032350","24276949"
"032850","비트컴퓨터","벤처기업부","9530","-70","-0.73","9750","9750","9460","135695","1297688840","158419982290","16623293"
"238200","비피도","기술성장기업부","10350","-450","-4.17","10550","10850","10350","75666","797461150","84663000000","8180000"
"093190","빅솔론","우량기업부","5400","-20","-0.37","5400","5500","5360","45337","246143910","103890087000","19238905"
"065450","빅텍","중견기업부","7270","0","0.00","7270","7350","7230","975558","7100218550","208305856000","28652800"
"072950","빛샘전자","벤처기업부","7030","-20","-0.28","7050","7110","6820","81845","571533110","43802938770","6230859"
"143240","사람인에이치알","우량기업부","34900","-300","-0.85","34800","35700","34200","29275","1023472050","406908278700","11659263"
"100090","삼강엠앤티","우량기업부","18000","-400","-2.17","18350","18750","17800","427486","7792645450","639512388000","35528466"
"122350","삼기","우량기업부","4490","85","1.93","4455","4560","4365","1106186","4950544110","172144031720","38339428"
"014970","삼륭물산","중견기업부","8180","-90","-1.09","8270","8320","8110","19772","162442090","123722500000","15125000"
"018310","삼목에스폼","우량기업부","14900","-150","-1.00","15050","15450","14800","99371","1501001750","219030000000","14700000"
"053700","삼보모터스","우량기업부","7200","-60","-0.83","7260","7330","7150","122590","886439130","128242339200","17811436"
"009620","삼보산업","중견기업부","1425","10","0.71","1420","1500","1415","1931484","2813652375","54281450550","38092246"
"023600","삼보판지","우량기업부","16250","400","2.52","15750","16450","15300","283975","4498852850","262762500000","16170000"
"291230","삼성스팩2호","SPAC(소속부없음)","2180","0","0.00","0","0","0","0","0","16459000000","7550000"
"009300","삼아제약","우량기업부","15700","-300","-1.88","15950","15950","15550","20979","329128350","100009000000","6370000"
"225190","삼양옵틱스","우량기업부","10050","50","0.50","10050","10100","9920","56037","560933430","101431635000","10092700"
"054540","삼영엠텍","중견기업부","5710","30","0.53","5700","5900","5610","285725","1640720400","74230000000","13000000"
"065570","삼영이엔씨","중견기업부","8250","600","7.84","7650","8300","7650","444640","3601467940","79180216500","9597602"
"032280","삼일","중견기업부","3070","40","1.32","3005","3120","2990","320291","975002860","49775721300","16213590"
"002290","삼일기업공사","중견기업부","6030","180","3.08","5850","6170","5820","191849","1155288800","74772000000","12400000"
"037460","삼지전자","벤처기업부","14200","-300","-2.07","14500","14600","14150","176511","2529219350","231723012400","16318522"
"032750","삼진","우량기업부","11800","0","0.00","11700","11900","11550","30553","357796050","70800000000","6000000"
"054090","삼진엘앤디","벤처기업부","3820","-45","-1.16","3900","3900","3790","291758","1119814820","95344266240","24959232"
"000250","삼천당제약","우량기업부","50500","100","0.20","50500","51500","50000","117961","5978312600","1149786070500","22768041"
"024950","삼천리자전거","중견기업부","13850","-250","-1.77","14100","14550","13600","221780","3115731100","183839041450","13273577"
"038500","삼표시멘트","우량기업부","5450","-70","-1.27","5520","5560","5330","838912","4583441890","585096592850","107357173"
"017480","삼현철강","우량기업부","8360","1030","14.05","7470","9410","7450","14662816","126093648120","131276160400","15702890"
"046390","삼화네트웍스","벤처기업부","3745","5","0.13","3825","3905","3695","915977","3456602495","161682634085","43172933"
"027580","상보","중견기업부","1770","0","0.00","1750","1810","1745","446642","792111030","82868350290","46818277"
"038540","상상인","우량기업부","6980","20","0.29","7000","7100","6870","498096","3486676010","386191624740","55328313"
"307870","상상인이안1호스팩","SPAC(소속부없음)","2115","-15","-0.70","2115","2130","2110","1012","2138435","10046250000","4750000"
"329560","상상인이안제2호스팩","SPAC(소속부없음)","2090","0","0.00","2090","2090","2090","1","2090","8046500000","3850000"
"101000","상상인인더스트리","중견기업부","1290","-5","-0.39","1400","1440","1270","3090749","4115595110","92328086400","71572160"
"091580","상신이디피","우량기업부","13500","-100","-0.74","13600","13850","13350","122626","1671267550","179998551000","13333226"
"263810","상신전자","중견기업부","4850","-150","-3.00","4960","5020","4810","315115","1550154020","69086882300","14244718"
"089980","상아프론테크","우량기업부","49500","-1000","-1.98","50600","51300","49250","125463","6292229050","778375867500","15724765"
"042940","상지카일룸","중견기업부","1500","-65","-4.15","1580","1595","1470","1614855","2439456680","87694108500","58462739"
"042600","새로닉스","중견기업부","11050","-400","-3.49","11500","11700","11000","148038","1667736800","137280492700","12423574"
"263540","샘코","투자주의환기종목(소속부없음)","2015","0","0.00","0","0","0","0","0","60278610145","29914943"
"294630","서남","기술성장기업부","3380","-15","-0.44","3360","3425","3320","63204","212641950","69733320800","20631160"
"038070","서린바이오","중견기업부","14700","800","5.76","14000","14950","13800","555285","8048308150","122019937200","8300676"
"006730","서부T&D","중견기업부","8000","150","1.91","7860","8140","7800","203617","1627404520","474071448000","59258931"
"079650","서산","중견기업부","3000","40","1.35","2960","3020","2815","89039","263303755","60000000000","20000000"
"100660","서암기계공업","중견기업부","5870","-240","-3.93","6120","6160","5530","243763","1453085730","73962000000","12600000"
"019770","서연탑메탈","중견기업부","11550","-350","-2.94","11700","12200","11500","397603","4683491350","134557500000","11650000"
"043710","서울리거","중견기업부","1195","10","0.84","1175","1230","1160","223330","263850355","43567858505","36458459"
"092190","서울바이오시스","중견기업부","17050","0","0.00","17050","17250","16750","147186","2509245200","651713283650","38223653"
"046890","서울반도체","우량기업부","18950","-300","-1.56","19300","19400","18800","489622","9305614400","1104887330000","58305400"
"063170","서울옥션","중견기업부","14950","0","0.00","15100","15350","14250","376396","5587496700","252916625000","16917500"
"027040","서울전자통신","중견기업부","914","-14","-1.51","928","928","908","335892","307164229","63604206158","69588847"
"018680","서울제약","중견기업부","9040","-120","-1.31","9160","9160","8800","34679","312933680","77061687920","8524523"
"093920","서원인텍","우량기업부","7960","-100","-1.24","8060","8150","7900","108438","866945720","148056000000","18600000"
"189860","서전기전","벤처기업부","4560","-70","-1.51","4600","4600","4400","151174","685042895","44226436800","9698780"
"178320","서진시스템","우량기업부","43600","-700","-1.58","44350","44900","42700","247908","10867616100","789189037600","18100666"
"122690","서진오토모티브","관리종목(소속부없음)","2715","-50","-1.81","2835","2835","2715","20449","55890440","53054482890","19541246"
"140070","서플러스글로벌","우량기업부","6050","-80","-1.31","6130","6250","6000","472864","2889381320","223777400000","36988000"
"011370","서한","우량기업부","1775","10","0.57","1765","1795","1745","1221124","2161316215","179088385375","100894865"
"065710","서호전기","중견기업부","20350","-50","-0.25","20400","20550","20300","8396","171204950","104802500000","5150000"
"035890","서희건설","중견기업부","1875","35","1.90","1840","1915","1810","2705846","5069045695","430890856875","229808457"
"357550","석경에이티","기술성장기업부","21700","550","2.60","21150","21800","20800","58337","1241207550","118373500000","5455000"
"003100","선광","우량기업부","37550","-500","-1.31","38050","38300","37150","10629","401452900","247830000000","6600000"
"123420","선데이토즈","우량기업부","23250","-300","-1.27","23650","23750","22800","71599","1669531850","222498826500","9569842"
"171090","선익시스템","우량기업부","13800","-150","-1.08","13900","14300","13650","130503","1820258750","124605706200","9029399"
"086710","선진뷰티사이언스","중견기업부","19300","-100","-0.52","19350","19600","19050","38208","736706950","118032045000","6115650"
"014620","성광벤드","중견기업부","10300","150","1.48","10150","10500","9890","892105","9149497870","294580000000","28600000"
"037350","성도이엔지","벤처기업부","6450","0","0.00","6450","6620","6320","136022","884260850","99781500000","15470000"
"081580","성우전자","우량기업부","3215","-15","-0.46","3205","3300","3180","60802","195551430","49858679745","15508143"
"045300","성우테크론","중견기업부","5560","40","0.72","5520","5600","5370","126992","698637490","53301768440","9586649"
"015750","성우하이텍","우량기업부","5860","-140","-2.33","5990","6010","5810","722459","4256610850","468800000000","80000000"
"080470","성창오토텍","중견기업부","9130","-110","-1.19","9180","9440","9080","71140","653245890","66649000000","7300000"
"043260","성호전자","벤처기업부","1855","-15","-0.80","1870","1895","1840","634426","1181448970","99066987320","53405384"
"148150","세경하이테크","우량기업부","21600","250","1.17","21300","22050","20950","109860","2371916450","253670400000","11744000"
"053060","세동","중견기업부","2060","-40","-1.90","2085","2090","1995","156273","317903240","25895576080","12570668"
"017510","세명전기","중견기업부","4680","5","0.11","4675","4725","4530","152154","709308730","71351280000","15246000"
"011560","세보엠이씨","우량기업부","7150","-110","-1.52","7200","7280","7070","35113","251528480","75289500000","10530000"
"100700","세운메디칼","우량기업부","5840","-230","-3.79","6120","6160","5840","986157","5889464290","255792000000","43800000"
"234100","세원","벤처기업부","5670","-110","-1.90","5780","5880","5670","811253","4655530620","177224043150","31256445"
"024830","세원물산","관리종목(소속부없음)","6280","0","0.00","0","0","0","0","0","52438000000","8350000"
"258830","세종메디칼","벤처기업부","11050","50","0.45","11000","11250","10900","44529","492955950","74894038050","6777741"
"036630","세종텔레콤","중견기업부","800","21","2.70","773","849","773","23778522","19181735569","480260900800","600326126"
"039310","세중","관리종목(소속부없음)","2800","40","1.45","2770","2835","2760","107472","298805160","50740667600","18121667"
"067770","세진티에스","중견기업부","5300","-140","-2.57","5390","5420","5270","81208","432256730","44501942900","8396593"
"053450","세코닉스","투자주의환기종목(소속부없음)","6440","0","0.00","0","0","0","0","0","93069669280","14451812"
"234340","세틀뱅크","우량기업부","34250","450","1.33","33850","34600","32900","116966","3968731750","323148750000","9435000"
"252500","세화피앤씨","중견기업부","3965","-20","-0.50","3985","4025","3890","124392","494061905","82246768175","20743195"
"347000","센코","기술성장기업부","20050","-300","-1.47","20050","20650","20000","51171","1040242100","163821412200","8170644"
"051980","센트럴바이오","중견기업부","2225","5","0.23","2250","2400","2190","580204","1316609975","155493139325","69884557"
"331920","셀레믹스","기술성장기업부","20300","-100","-0.49","20250","21250","19850","102253","2107716850","165732204400","8164148"
"049180","셀루메드","벤처기업부","5720","150","2.69","5600","5920","5560","296217","1704317040","225899422320","39492906"
"299660","셀리드","기술성장기업부","72600","-4500","-5.84","77600","79300","72200","412174","31234500100","704488039200","9703692"
"268600","셀리버리","기술성장기업부","114600","-4300","-3.62","118900","119700","114600","187834","21924956900","1893674924400","16524214"
"108860","셀바스AI","벤처기업부","5240","-140","-2.60","5450","5540","5240","438086","2346595860","115573151800","22055945"
"208370","셀바스헬스케어","벤처기업부","2820","-30","-1.05","2830","2855","2700","264414","737954340","61139190480","21680564"
"068760","셀트리온제약","중견기업부","136100","-2200","-1.59","138400","142300","134500","283305","39118711600","4971291491600","36526756"
"091990","셀트리온헬스케어","우량기업부","112300","-100","-0.09","112400","116200","110500","1668671","189011745200","17403620066500","154974355"
"290690","소룩스","벤처기업부","19300","-450","-2.28","19750","19950","19150","56821","1104842400","159357069900","8256843"
"053110","소리바다","벤처기업부","249","2","0.81","247","262","244","11849938","3009710360","24602939514","98806986"
"950200","소마젠(Reg.S)","외국기업(소속부없음)","14800","100","0.68","14750","15000","14200","504486","7404437700","280660584400","18963553"
"032680","소프트센","중견기업부","1875","-55","-2.85","1930","1945","1860","269399","511025925","67079626875","35775801"
"032685","소프트센우","중견기업부","30950","450","1.48","30600","30950","30550","1341","41256200","4421424150","142857"
"258790","소프트캠프","벤처기업부","3820","-220","-5.45","3970","4000","3810","1611292","6240167915","95466704880","24991284"
"066910","손오공","중견기업부","3910","25","0.64","4285","4350","3880","22516225","93163183780","105163989510","26896161"
"043100","솔고바이오","관리종목(소속부없음)","392","0","0.00","0","0","0","0","0","22641609536","57759208"
"154040","솔루에타","중견기업부","3865","0","0.00","3870","3930","3750","135739","524959480","50168264290","12980146"
"035610","솔본","중견기업부","8530","-200","-2.29","8670","8710","8500","376853","3229904530","233261354410","27345997"
"357780","솔브레인","중견기업부","350000","7700","2.25","342300","354000","341700","41263","14370268100","2722498100000","7778566"
"036830","솔브레인홀딩스","우량기업부","42350","-400","-0.94","42700","43550","42350","50615","2160316900","887827771600","20964056"
"304100","솔트룩스","기술성장기업부","31700","400","1.28","31300","33300","31300","172180","5559434600","161065005500","5080915"
"086980","쇼박스","우량기업부","4305","-15","-0.35","4355","4480","4290","623766","2729081515","269493000000","62600000"
"050960","수산아이앤티","벤처기업부","33350","550","1.68","33150","34700","32800","196389","6608401350","225145850000","6751000"
"084180","수성이노베이션","중견기업부","2675","50","1.90","2630","2740","2615","611746","1633614865","61373573600","22943392"
"253840","수젠텍","기술성장기업부","33500","500","1.52","34050","35000","32000","2616077","87334073050","512381361000","15294966"
"058530","슈펙스비앤피","투자주의환기종목(소속부없음)","1620","0","0.00","0","0","0","0","0","21187053360","13078428"
"236200","슈프리마","우량기업부","27100","-300","-1.09","27550","27700","27050","32919","898366700","194937698300","7193273"
"317770","슈프리마아이디","벤처기업부","17600","-200","-1.12","17700","17800","17300","17824","312690700","53363552000","3032020"
"094840","슈프리마에이치큐","벤처기업부","10550","150","1.44","10600","10950","10500","215481","2309485950","110477912000","10471840"
"192440","슈피겐코리아","우량기업부","62100","-200","-0.32","62300","63100","61600","27173","1690587000","386036142300","6216363"
"099440","스맥","중견기업부","1805","-5","-0.28","1805","1855","1775","248775","449425410","55475969245","30734609"
"033790","스카이문스테크놀로지","관리종목(소속부없음)","829","0","0.00","0","0","0","0","0","14190075900","17117100"
"131100","스카이이앤엠","투자주의환기종목(소속부없음)","1770","-25","-1.39","1795","1815","1760","432508","771595500","73067732850","41281205"
"159910","스킨앤스킨","투자주의환기종목(소속부없음)","263","0","0.00","0","0","0","0","0","68488344954","260411958"
"158310","스타모빌리티","관리종목(소속부없음)","505","0","0.00","0","0","0","0","0","6096179210","12071642"
"115570","스타플렉스","중견기업부","5270","0","0.00","5250","5440","5210","55011","292551390","41246503470","7826661"
"253450","스튜디오드래곤","우량기업부","100600","2500","2.55","97500","102600","97500","405545","41077691300","3018437107000","30004345"
"204630","스튜디오산타클로스","중견기업부","2535","-10","-0.39","2545","2595","2505","60158","152773210","74665522425","29453855"
"013810","스페코","중견기업부","8900","-200","-2.20","9170","9170","8850","335753","3019775450","130433683000","14655470"
"039670","스포츠서울","투자주의환기종목(소속부없음)","7360","0","0.00","0","0","0","0","0","67793710720","9211102"
"049830","승일","우량기업부","22900","-50","-0.22","22600","23400","22300","179455","4088881400","140425364800","6132112"
"020710","시공테크","우량기업부","8730","280","3.31","8450","8790","8190","440755","3774030260","175018778100","20047970"
"033170","시그네틱스","중견기업부","1390","-10","-0.71","1420","1425","1355","926964","1289114395","119162363410","85728319"
"048870","시너지이노베이션","중견기업부","3390","90","2.73","3310","3485","3280","1047221","3539175965","249180970290","73504711"
"025320","시노펙스","중견기업부","3840","-25","-0.65","3870","3890","3830","548374","2117107595","281252958720","73242958"
"269620","시스웍","벤처기업부","2565","80","3.22","2430","2615","2360","26758944","67226236250","190724897025","74356685"
"131090","시큐브","벤처기업부","1495","0","0.00","1490","1525","1465","259054","387206800","62790000000","42000000"
"139050","시티랩스","중견기업부","942","-13","-1.36","955","957","930","873566","821772630","77173111674","81924747"
"290520","신도기연","벤처기업부","16850","-200","-1.17","17050","17100","16650","16743","281406450","135832568000","8061280"
"001000","신라섬유","중견기업부","3335","145","4.55","3220","3610","3140","13410065","45868660550","80965595900","24277540"
"025870","신라에스지","중견기업부","17550","-500","-2.77","18000","18700","17500","99851","1788569450","70200000000","4000000"
"215600","신라젠","관리종목(소속부없음)","12100","0","0.00","0","0","0","0","0","866567212500","71617125"
"065350","신성델타테크","우량기업부","9940","140","1.43","9910","10100","9700","373464","3712861490","273190443120","27483948"
"002800","신신제약","중견기업부","8470","110","1.32","8310","8540","8200","229164","1920398600","128494135000","15170500"
"323280","신영스팩5호","SPAC(소속부없음)","2160","0","0.00","2160","2160","2150","2081","4484760","7570800000","3505000"
"344050","신영스팩6호","SPAC(소속부없음)","2140","10","0.47","2140","2140","2140","374","800360","9212700000","4305000"
"017000","신원종합개발","우량기업부","6920","-200","-2.81","7060","7160","6910","193403","1352776720","73822746840","10668027"
"012790","신일제약","우량기업부","15750","-150","-0.94","15900","16050","15200","112905","1768117500","176670679500","11217186"
"138070","신진에스엠","중견기업부","8050","-240","-2.90","8350","8350","7950","63955","517662730","72226073150","8972183"
"226330","신테카바이오","기술성장기업부","17000","-150","-0.87","17350","18000","17000","233731","4082311350","227868272000","13404016"
