종목코드,종목명,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"298060","에스씨엠생명과학","기술성장기업부","36150","-1050","-2.82","37450","37950","35750","169891","6188108700","430764918300","11916042"
"065420","에스아이리소스","관리종목(소속부없음)","639","0","0.00","0","0","0","0","0","43500682854","68076186"
"103230","에스앤더블류","관리종목(소속부없음)","2505","0","0.00","0","0","0","0","0","18036000000","7200000"
"900080","에스앤씨엔진그룹","투자주의환기종목(소속부없음)","197","0","0.00","0","0","0","0","0","24380639821","123759593"
"101490","에스앤에스텍","우량기업부","32150","-650","-1.98","32700","33150","31700","201229","6510926700","689664021050","21451447"
"095910","에스에너지","중견기업부","6060","-10","-0.16","6070","6140","5960","98360","595885980","90096698520","14867442"
"275630","에스에스알","벤처기업부","6310","-40","-0.63","6350","6380","6220","37706","238450590","37418539780","5930038"
"031330","에스에이엠티","우량기업부","2920","-25","-0.85","2950","2980","2880","768317","2257574705","291985595640","99995067"
"060540","에스에이티","중견기업부","2790","-25","-0.89","2795","2900","2775","974812","2761941535","72911923740","26133306"
"056190","에스에프에이","우량기업부","41100","-800","-1.91","41950","42150","41050","147757","6130386800","1475850036000","35908760"
"080000","에스엔유","우량기업부","4315","30","0.70","4275","4345","4175","268499","1143624360","148103184050","34322870"
"214310","에스엘바이오닉스","중견기업부","1220","45","3.83","1175","1245","1150","385119","461027115","48588833860","39826913"
"041510","에스엠","우량기업부","30150","-200","-0.66","30500","30600","29900","164495","4969881750","707092905150","23452501"
"007820","에스엠코어","벤처기업부","7770","-90","-1.15","7860","7990","7710","213306","1676310090","155663760420","20033946"
"109610","에스와이","중견기업부","3925","20","0.51","3900","3980","3860","386330","1512903705","183961146850","46869082"
"306040","에스제이그룹","중견기업부","25900","450","1.77","25300","26150","24700","118004","2990351500","255524945200","9865828"
"080440","에스제이케이","투자주의환기종목(소속부없음)","498","0","0.00","0","0","0","0","0","6636328080","13325960"
"096630","에스코넥","우량기업부","2315","-20","-0.86","2335","2410","2275","1207747","2815021985","151090151060","65265724"
"069510","에스텍","우량기업부","11400","0","0.00","11450","11550","11300","25847","294515200","124374000000","10910000"
"041910","에스텍파마","벤처기업부","11750","0","0.00","11800","11950","11600","91271","1073576400","139804590250","11898263"
"234300","에스트래픽","중견기업부","7380","-180","-2.38","7540","7720","7250","330971","2460806550","153697060800","20826160"
"039440","에스티아이","우량기업부","18850","150","0.80","19000","19000","18250","107128","2005140350","298395500000","15830000"
"098660","에스티오","중견기업부","2800","-80","-2.78","2845","2855","2715","82036","229515330","35002732800","12500976"
"052020","에스티큐브","중견기업부","8830","80","0.91","8700","8990","8600","253501","2230543320","269985223490","30575903"
"237690","에스티팜","우량기업부","111800","-12300","-9.91","124100","124100","111800","799176","92297127400","2085740800000","18656000"
"050760","에스폴리텍","중견기업부","5440","-40","-0.73","5510","5560","5410","66736","365396150","88860648320","16334678"
"288620","에스퓨얼셀","벤처기업부","32950","150","0.46","32950","33200","32000","26455","863950050","226508712200","6874316"
"317830","에스피시스템스","벤처기업부","7100","-180","-2.47","7230","7230","7050","23463","167867920","57834470000","8145700"
"058610","에스피지","우량기업부","10900","150","1.40","10800","11300","10700","708734","7803662400","232803486200","21358118"
"043340","에쎈테크","중견기업부","1260","-25","-1.95","1285","1285","1235","1071521","1348736210","90720000000","72000000"
"054630","에이디칩스","벤처기업부","1490","-20","-1.32","1525","1535","1465","1280550","1917856600","78984096890","53009461"
"200710","에이디테크놀로지","우량기업부","25050","50","0.20","25000","25450","24650","86088","2155732700","332994184050","13293181"
"096690","에이루트","벤처기업부","6360","-10","-0.16","6430","6550","6320","134650","863092970","81744189600","12852860"
"298380","에이비엘바이오","기술성장기업부","22400","-200","-0.88","22700","23200","22100","241385","5460855850","1055561360000","47123275"
"195990","에이비프로바이오","중견기업부","1260","90","7.69","1200","1305","1170","23139111","28572096115","316851675840","251469584"
"003800","에이스침대","우량기업부","42750","150","0.35","41750","43000","41750","1072","45675750","474097500000","11090000"
"088800","에이스테크","중견기업부","18550","-350","-1.85","18900","19150","18400","342793","6420019700","759769564400","40957928"
"241840","에이스토리","중견기업부","37400","-1200","-3.11","38500","39000","36600","108009","4051704300","356487824000","9531760"
"138360","에이씨티","관리종목(소속부없음)","4480","0","0.00","0","0","0","0","0","155061688320","34611984"
"039230","에이아이비트","투자주의환기종목(소속부없음)","543","0","0.00","0","0","0","0","0","19975625532","36787524"
"312610","에이에프더블류","중견기업부","10150","-50","-0.49","10300","10500","9980","129546","1322753270","205607413200","20256888"
"072990","에이치시티","벤처기업부","16950","800","4.95","16300","17100","15850","379355","6328144200","118575606450","6995611"
"176440","에이치엔티","투자주의환기종목(소속부없음)","1920","0","0.00","0","0","0","0","0","164619542400","85739345"
"028300","에이치엘비","중견기업부","33200","-400","-1.19","33450","34150","33150","760833","25513600100","3521579444000","106071670"
"067630","에이치엘비생명과학","중견기업부","10900","0","0.00","10850","11250","10700","1258054","13797191800","1026571875400","94180906"
"047920","에이치엘비제약","기술성장기업부","16550","550","3.44","16200","16650","15650","303196","4939721600","370021937550","22357821"
"043220","에이치엘비파워","중견기업부","1640","205","14.29","1410","1765","1405","50363395","82620024095","149429218280","91115377"
"239610","에이치엘사이언스","우량기업부","43400","-150","-0.34","43650","44100","43000","18935","822453300","234017791000","5392115"
"353070","에이치엠씨제4호스팩","SPAC(소속부없음)","2145","0","0.00","2100","2145","2100","30","63450","9244950000","4310000"
"353060","에이치엠씨제5호스팩","SPAC(소속부없음)","2055","0","0.00","2055","2065","2055","26822","55180805","10511325000","5115000"
"044780","에이치케이","벤처기업부","2025","15","0.75","1995","2045","1990","184179","370968040","37474218675","18505787"
"071670","에이테크솔루션","중견기업부","16700","600","3.73","16000","16900","15850","91488","1503350300","167000000000","10000000"
"045660","에이텍","우량기업부","35750","900","2.58","34850","36600","34850","267184","9569628200","295295000000","8260000"
"224110","에이텍티앤","벤처기업부","36650","1650","4.71","35200","38450","35000","743692","27628762150","195711000000","5340000"
"230980","에이트원","벤처기업부","6840","0","0.00","6840","7040","6830","405609","2795355930","131939249760","19289364"
"021080","에이티넘인베스트","중견기업부","4830","-220","-4.36","5060","5140","4825","1996138","9803967135","231840000000","48000000"
"089530","에이티세미콘","중견기업부","321","0","0.00","0","0","0","0","0","45779675652","142615812"
"200470","에이팩트","벤처기업부","6580","-20","-0.30","6650","6740","6550","86002","569827950","115503214400","17553680"
"073070","에이팸","관리종목(소속부없음)","2035","0","0.00","0","0","0","0","0","58427546375","28711325"
"262260","에이프로","벤처기업부","45200","100","0.22","45650","46950","44750","103323","4731808950","311004295200","6880626"
"109960","에이프로젠 H&G","중견기업부","748","9","1.22","738","757","735","987695","736907736","133664022316","178695217"
"089970","에이피티씨","우량기업부","26400","0","0.00","26300","26800","25450","351594","9196842900","622105308000","23564595"
"230240","에치에프알","중견기업부","20850","-350","-1.65","21200","21400","20500","46970","981334350","268590117000","12882020"
"064510","에코마이스터","기술성장기업부","1070","-45","-4.04","1075","1150","1025","5025867","5402663660","43426004570","40585051"
"230360","에코마케팅","벤처기업부","23500","-1100","-4.47","24600","24800","23200","483369","11534973950","766050039000","32597874"
"038870","에코바이오","중견기업부","8440","-60","-0.71","8490","8610","8420","65847","559394390","97996789360","11610994"
"128540","에코캡","벤처기업부","3925","-35","-0.88","3960","4025","3895","132813","523619970","57143290000","14558800"
"086520","에코프로","우량기업부","74800","0","0.00","0","0","0","0","0","1685065976000","22527620"
"247540","에코프로비엠","우량기업부","181100","-4400","-2.37","184000","188000","180000","192908","35233889900","3897175292600","21519466"
"038110","에코플라스틱","중견기업부","2765","-75","-2.64","2840","2865","2755","395243","1110788740","70975808050","25669370"
"073540","에프알텍","벤처기업부","5000","0","0.00","5010","5490","4900","126043","643212180","57000000000","11400000"
"064850","에프앤가이드","중견기업부","10500","-200","-1.87","10650","11050","10450","130398","1394041550","126840000000","12080000"
"064090","에프앤리퍼블릭","관리종목(소속부없음)","286","-13","-4.35","295","299","281","404322","116329920","31429711170","109894095"
"036810","에프에스티","우량기업부","28000","-450","-1.58","28500","28750","27900","154709","4367372000","609190092000","21756789"
"173940","에프엔씨엔터","중견기업부","5900","-10","-0.17","5860","6000","5800","30554","178758160","84752792000","14364880"
"083500","에프엔에스테크","벤처기업부","11600","-300","-2.52","11900","12000","11400","174729","2024793500","97274375200","8385722"
"054940","엑사이엔씨","중견기업부","2035","75","3.83","1960","2245","1955","22000067","46633535490","67508170180","33173548"
"950130","엑세스바이오","외국기업(소속부없음)","36400","8400","30.00","29000","36400","29000","2628925","89288340500","1321885182800","36315527"
"205100","엑셈","벤처기업부","5050","60","1.20","4990","5170","4965","944249","4792202220","171105478650","33882273"
"070300","엑스큐어","벤처기업부","4050","-190","-4.48","4235","4335","4050","195685","803731520","29832599700","7366074"
"092870","엑시콘","벤처기업부","15200","-300","-1.94","15550","15700","14900","142354","2168145050","159237130400","10476127"
"317870","엔바이오니아","기술성장기업부","10100","50","0.50","10050","10350","9960","21712","219256520","77497855500","7673055"
"067570","엔브이에이치코리아","중견기업부","4980","-20","-0.40","4995","5090","4955","180849","902781750","162067068240","32543588"
"236810","엔비티","기술성장기업부","28000","200","0.72","28200","29250","27850","724325","20698716800","237655964000","8487713"
"333620","엔시스","벤처기업부","24500","-450","-1.80","24900","25050","24150","101372","2486713000","258630428000","10556344"
"101400","엔시트론","관리종목(소속부없음)","917","-178","-16.26","1155","1155","917","1675798","1725010346","29615348553","32295909"
"217820","엔에스","벤처기업부","10650","-250","-2.29","10800","10900","10400","141948","1507462100","120276137100","11293534"
"031860","엔에스엔","중견기업부","1445","-5","-0.34","1455","1475","1425","390417","564334395","80318764400","55583920"
"310840","엔에이치스팩13호","SPAC(소속부없음)","2225","-35","-1.55","2220","2290","2220","35835","80522770","7609500000","3420000"
"353190","엔에이치스팩16호","SPAC(소속부없음)","3000","10","0.33","3040","3040","2950","29620","88326475","12930000000","4310000"
"359090","엔에이치스팩17호","SPAC(소속부없음)","2180","0","0.00","2175","2180","2150","881","1902705","15281800000","7010000"
"365590","엔에이치스팩18호","SPAC(소속부없음)","2130","-30","-1.39","2115","2130","2115","427","903180","9798000000","4600000"
"265740","엔에프씨","중견기업부","16000","-300","-1.84","16250","16450","15900","64400","1033993500","142908800000","8931800"
"354200","엔젠바이오","기술성장기업부","21450","850","4.13","20600","22500","20150","473731","10138034850","265227362400","12364912"
"208860","엔지스테크널러지","투자주의환기종목(소속부없음)","2205","0","0.00","0","0","0","0","0","25233717915","11443863"
"183490","엔지켐생명과학","기술성장기업부","130700","-10100","-7.17","140500","142700","126500","441652","59401729100","1088906791500","8331345"
"182400","엔케이맥스","기술성장기업부","15800","-450","-2.77","16000","16200","15400","483353","7563580000","547481502400","34650728"
"069410","엔텔스","벤처기업부","7740","0","0.00","7750","7850","7690","89999","697679030","79294937760","10244824"
"227950","엔투텍","벤처기업부","3205","60","1.91","3110","3295","3010","7233081","22962784310","187865811990","58616478"
"198080","엔피디","중견기업부","4045","-20","-0.49","4065","4065","3940","101188","407107355","87109823325","21535185"
"048830","엔피케이","중견기업부","2060","-30","-1.44","2070","2085","2020","120429","247904190","38571281380","18723923"
"096870","엘디티","벤처기업부","4275","-80","-1.84","4335","4335","4220","67740","290582920","28550160000","6678400"
"061970","엘비세미콘","우량기업부","14050","-150","-1.06","14450","14450","13850","956507","13489262750","615173517600","43784592"
"138690","엘아이에스","중견기업부","5600","-120","-2.10","5730","5730","5530","65439","367659090","90078906400","16085519"
"290650","엘앤씨바이오","벤처기업부","32800","-50","-0.15","32650","33400","32450","82137","2705339800","717565862400","21877008"
"066970","엘앤에프","우량기업부","90300","-3100","-3.32","94400","95300","90000","548187","50337693600","2535509228700","28078729"
"156100","엘앤케이바이오","중견기업부","42800","2850","7.13","39950","43550","38900","351131","14670302400","573209400400","13392743"
"073110","엘엠에스","우량기업부","10750","-450","-4.02","11100","11150","10600","89605","965865300","95629366250","8895755"
"083310","엘오티베큠","우량기업부","17250","-100","-0.58","17350","17600","17050","159908","2767907250","294268146750","17059023"
"297890","엘이티","벤처기업부","20950","150","0.72","20800","21250","20000","49530","1017119650","148942977500","7109450"
"037950","엘컴텍","중견기업부","1410","-45","-3.09","1435","1440","1410","641643","911423175","119071001790","84447519"
"170920","엘티씨","벤처기업부","14950","-50","-0.33","15100","15300","14450","282994","4237266000","119889476850","8019363"
"058630","엠게임","벤처기업부","8240","140","1.73","8190","8290","8040","454178","3724393060","161041546480","19543877"
"019590","엠벤처투자","중견기업부","1260","40","3.28","1230","1275","1215","1233887","1543292030","81874258200","64979570"
"169330","엠브레인","중견기업부","9030","40","0.44","8910","9180","8870","53940","486151850","80985184770","8968459"
"097520","엠씨넥스","우량기업부","48000","-850","-1.74","48850","49700","47900","329878","16048526600","857447136000","17863482"
"179290","엠아이텍","중견기업부","4830","115","2.44","4915","4920","4760","1053483","5096443705","150614604840","31183148"
"009780","엠에스씨","우량기업부","5160","90","1.78","5060","5280","5060","50824","260923100","90816000000","17600000"
"123040","엠에스오토텍","우량기업부","8560","-490","-5.41","9040","9120","8500","1185025","10353402210","297264866240","34727204"
"323230","엠에프엠코리아","중견기업부","3165","230","7.84","2970","3325","2950","3298717","10568229605","60076953900","18981660"
"032790","엠젠플러스","관리종목(소속부없음)","4075","0","0.00","0","0","0","0","0","98771158075","24238321"
"033160","엠케이전자","우량기업부","11750","-50","-0.42","11800","11850","11400","365107","4240605550","256240345750","21807689"
"347890","엠투아이","벤처기업부","9960","-140","-1.39","10200","10250","9850","91542","915843940","167310111840","16798204"
"033310","엠투엔","중견기업부","29800","4200","16.41","25750","32600","25150","2906367","86260829650","661256606200","22189819"
"259630","엠플러스","벤처기업부","14000","150","1.08","13850","14100","13550","82259","1140679200","159634104000","11402436"
"115960","연우","우량기업부","28950","-550","-1.86","29550","29700","28400","63478","1842847300","358922100000","12398000"
"090740","연이비앤티","중견기업부","4880","-75","-1.51","4965","5250","4810","1011308","5099895145","93335280160","19126082"
"060850","영림원소프트랩","벤처기업부","13400","100","0.75","13300","13400","13100","43775","578661250","108955400000","8131000"
"007530","영신금속","중견기업부","5130","175","3.53","4955","5280","4950","218103","1123504545","65833125840","12832968"
"143540","영우디에스피","벤처기업부","2865","-5","-0.17","2870","2915","2740","1260384","3574109945","123860751510","43232374"
"036560","영풍정밀","우량기업부","10100","690","7.33","9430","10850","9380","1387639","14123099840","159075000000","15750000"
"265560","영화테크","벤처기업부","18800","-350","-1.83","19150","19250","18500","43272","816557700","100487692000","5345090"
"036000","예림당","중견기업부","3215","35","1.10","3180","3250","3120","214227","686670440","74055200555","23034277"
"250930","예선테크","벤처기업부","2560","-30","-1.16","2565","2605","2535","272020","698242550","84481126400","33000440"
"053280","예스24","중견기업부","16200","-300","-1.82","16450","16650","16000","233303","3787633050","278640000000","17200000"
"122640","예스티","벤처기업부","15800","-200","-1.25","16200","16350","15500","373890","5967229400","268303165400","16981213"
"900300","오가닉티코스메틱","외국기업(소속부없음)","717","8","1.13","713","724","703","1305352","932006040","46182730020","64411060"
"045060","오공","우량기업부","4935","-25","-0.50","4950","4980","4875","125879","619184870","83608641690","16941974"
"080520","오디텍","벤처기업부","7580","-470","-5.84","8050","8140","7560","674854","5216968860","89039296220","11746609"
"039830","오로라","우량기업부","11000","150","1.38","11200","11350","10800","430409","4755030050","118391790000","10762890"
"322310","오로스테크놀로지","벤처기업부","41950","-1050","-2.44","43400","43400","41700","100424","4244944100","390535286900","9309542"
"046120","오르비텍","벤처기업부","8560","50","0.59","8880","9300","8550","2942969","26456191150","213729760800","24968430"
"014940","오리엔탈정공","중견기업부","5010","70","1.42","4890","5130","4760","3382711","16836201380","228324041610","45573661"
"065500","오리엔트정공","투자주의환기종목(소속부없음)","1020","5","0.49","1010","1060","1010","2841210","2926933075","119558853240","117214562"
"010470","오리콤","우량기업부","6290","-70","-1.10","6430","6470","6190","165874","1044873790","74505364500","11845050"
"053980","오상자이엘","중견기업부","9000","1170","14.94","7870","9570","7870","4218798","38329142030","159730938000","17747882"
"052420","오성첨단소재","벤처기업부","3985","20","0.50","3970","4175","3880","3359144","13617651650","270444013515","67865499"
"241790","오션브릿지","벤처기업부","18700","0","0.00","18700","19100","18150","158658","2954808250","187049255800","10002634"
"039200","오스코텍","벤처기업부","38450","-1150","-2.90","39500","40150","38050","316997","12340686700","1150226328550","29914859"
"226400","오스테오닉","기술성장기업부","4875","-10","-0.20","4885","4980","4735","177514","863693780","78633594000","16129968"
"031510","오스템","중견기업부","3680","240","6.98","3440","3690","3380","2843478","10263934340","103040000000","28000000"
"048260","오스템임플란트","중견기업부","88600","-700","-0.78","89400","90500","88200","184081","16413398100","1265714526200","14285717"
"138080","오이솔루션","우량기업부","44000","-350","-0.79","44200","45100","43750","42541","1888063450","467460180000","10624095"
"080580","오킨스전자","벤처기업부","26900","1400","5.49","25200","27450","25200","143446","3828888850","475573116200","17679298"
"067170","오텍","우량기업부","13650","0","0.00","13800","13900","13500","148413","2032234350","210095408250","15391605"
"173130","오파스넷","중견기업부","5200","90","1.76","5110","5280","4920","312651","1603047405","61674236000","11860430"
"049480","오픈베이스","중견기업부","2995","-25","-0.83","3025","3045","2990","248697","748122310","94110037085","31422383"
"309930","오하임아이엔티","중견기업부","4700","-100","-2.08","4800","5440","4700","2842100","14386225150","92814147700","19747691"
"244460","올리패스","기술성장기업부","8310","-50","-0.60","8400","8440","8250","191475","1595520450","212256546240","25542304"
"226950","올릭스","기술성장기업부","42300","-1700","-3.86","44050","44600","40950","249728","10580324100","579643668000","13703160"
"057540","옴니시스템","우량기업부","2290","-25","-1.08","2305","2335","2275","318987","734466255","106369022950","46449355"
"082210","옵트론텍","우량기업부","8620","-160","-1.82","8790","8870","8470","409139","3536783420","204086697620","23675951"
"109080","옵티시스","벤처기업부","11300","50","0.44","11150","11550","10750","150084","1674020800","63686800000","5636000"
"153710","옵티팜","기술성장기업부","11500","-250","-2.13","11800","12100","11450","66680","777150500","166456267000","14474458"
"321820","와이더플래닛","기술성장기업부","22150","450","2.07","21800","22750","21200","75721","1671241250","152734926300","6895482"
"122990","와이솔","우량기업부","12900","200","1.57","12750","12950","12600","120367","1543466100","363611538900","28186941"
"232140","와이아이케이","우량기업부","7020","-140","-1.96","7180","7240","7010","772929","5467608970","570868477920","81320296"
"065530","와이어블","중견기업부","4500","-40","-0.88","4540","4575","4400","308193","1387847650","237870000000","52860000"
"067900","와이엔텍","우량기업부","16600","-50","-0.30","16700","16700","16250","118958","1960349550","302114339400","18199659"
"155650","와이엠씨","우량기업부","8630","-60","-0.69","8730","8770","8500","196958","1693572530","172378709540","19974358"
"251370","와이엠티","우량기업부","22400","50","0.22","22300","22700","21850","92982","2077248400","334991507200","14954978"
"066430","와이오엠","중견기업부","3685","-190","-4.90","3825","3830","3445","859285","3152025720","58428387160","15855736"
"193250","와이제이엠게임즈","중견기업부","2080","5","0.24","2085","2140","2025","530577","1102470090","112626248800","54147235"
"273060","와이즈버즈","중견기업부","1920","-25","-1.29","1955","1960","1900","139402","268545410","91301706240","47552972"
"019210","와이지-원","우량기업부","9190","-120","-1.29","9310","9590","9150","323352","3010027050","280973396610","30573819"
"122870","와이지엔터테인먼트","우량기업부","42400","-550","-1.28","42800","43250","42150","143744","6114466350","781596045600","18433869"
"332570","와이팜","중견기업부","10400","-100","-0.95","10500","10650","10350","95222","993052950","386270102400","37141356"
"079000","와토스코리아","중견기업부","10600","500","4.95","10100","11100","9960","310470","3275094000","76320000000","7200000"
"114630","우노앤컴퍼니","중견기업부","6340","-90","-1.40","6430","6490","6200","118137","744432700","86058938100","13573965"
"032820","우리기술","벤처기업부","1320","-25","-1.86","1350","1365","1305","1602848","2129431045","170965842960","129519578"
"041190","우리기술투자","벤처기업부","9750","-450","-4.41","10250","10350","9680","5010719","49673676840","819000000000","84000000"
"115440","우리넷","벤처기업부","8770","50","0.57","8720","8780","8660","29796","259784750","80130998880","9136944"
"046970","우리로","투자주의환기종목(소속부없음)","1910","0","0.00","0","0","0","0","0","53792275450","28163495"
"082850","우리바이오","중견기업부","6230","-60","-0.95","6380","6750","6010","28168322","179749658480","279838379940","44917878"
"215360","우리산업","우량기업부","26450","-50","-0.19","26500","26900","26200","93976","2487842550","241545711350","9132163"
"072470","우리산업홀딩스","중견기업부","5870","-20","-0.34","5920","5970","5700","138978","812971070","110868691670","18887341"
"073560","우리손에프앤지","우량기업부","2430","-20","-0.82","2460","2470","2400","987429","2402492835","168247472490","69237643"
"153490","우리이앤엘","중견기업부","1750","-40","-2.23","1780","1790","1705","1270681","2212180800","87325000000","49900000"
"037400","우리조명","중견기업부","3870","-90","-2.27","3875","3990","3805","1133929","4398662700","97974259020","25316346"
"101170","우림기계","벤처기업부","4450","90","2.06","4395","4490","4325","178063","843739945","60075000000","13500000"
"066590","우수AMS","중견기업부","5960","-70","-1.16","5990","6070","5940","269337","1613396580","212283876000","35618100"
"103840","우양","중견기업부","6150","0","0.00","6230","6240","6060","123301","759696920","87686700000","14258000"
"046940","우원개발","우량기업부","6870","-40","-0.58","6920","7050","6790","235261","1632896000","124170784500","18074350"
"215380","우정바이오","벤처기업부","7470","-300","-3.86","7690","7690","7450","196589","1481033160","90334157220","12092926"
"065680","우주일렉트로","우량기업부","28400","-350","-1.22","28800","29300","27800","36503","1037761100","282131848000","9934220"
"018620","우진비앤지","중견기업부","2815","-75","-2.60","2870","2875","2800","377288","1066900225","81323359795","28889293"
"307280","원바이오젠","벤처기업부","2565","50","1.99","2535","2600","2495","501824","1282791135","89101856790","34737566"
"053080","원방테크","중견기업부","46500","-300","-0.64","46650","47800","46250","36215","1696537350","199677649500","4294143"
"032940","원익","중견기업부","5090","-180","-3.42","5270","5340","5090","109359","567861690","92603540700","18193230"
"240810","원익IPS","우량기업부","50400","-1700","-3.26","52100","52500","49850","966748","48828143150","2473828610400","49083901"
"074600","원익QnC","우량기업부","27700","-550","-1.95","28400","28450","27000","658106","18118947500","728177600000","26288000"
"104830","원익머트리얼즈","우량기업부","38400","0","0.00","38150","38900","37650","66088","2535995550","484147200000","12608000"
"014190","원익큐브","중견기업부","5240","-210","-3.85","5420","5520","5190","1753603","9322499820","185495507440","35399906"
"131390","원익피앤이","우량기업부","20400","-550","-2.63","20800","21000","20300","183889","3774231450","302305764000","14818910"
"030530","원익홀딩스","우량기업부","6790","-120","-1.74","6900","6950","6720","785827","5363850650","524445890990","77237981"
"012620","원일특강","우량기업부","11850","50","0.42","11750","12050","11500","28357","334412400","52140000000","4400000"
"008370","원풍","중견기업부","6270","40","0.64","6270","6400","6220","125136","787805640","75240000000","12000000"
"008290","원풍물산","투자주의환기종목(소속부없음)","1920","-20","-1.03","1925","1970","1905","96544","186147795","78131863680","40693679"
"101160","월덱스","우량기업부","28000","-1050","-3.61","29250","29300","27700","516160","14564389150","462307804000","16510993"
"095270","웨이브일렉트로","관리종목(소속부없음)","5740","-60","-1.03","5800","5960","5600","58980","335268920","84421704360","14707614"
"065950","웰크론","중견기업부","4865","-20","-0.41","4885","5000","4820","230429","1127492970","137345284230","28231302"
"076080","웰크론한텍","중견기업부","3825","-20","-0.52","3855","3920","3770","290198","1111343440","76423890150","19980102"
"196700","웹스","벤처기업부","2215","-25","-1.12","2220","2265","2170","271640","602186545","30342124340","13698476"
"069080","웹젠","우량기업부","35350","0","0.00","35400","36250","35000","392262","13997410850","1248239749400","35310884"
"053580","웹케시","우량기업부","81000","1500","1.89","81200","85000","79900","63699","5162092400","547856055000","6763655"
"071460","위니아딤채","중견기업부","5490","360","7.02","5060","5560","5000","1740935","9319451140","197460449550","35967295"
"044340","위닉스","우량기업부","23400","150","0.65","23250","23550","22800","128403","2986574750","418238145000","17873425"
"330350","위더스제약","중견기업부","18450","-150","-0.81","17950","18500","17900","52039","942897450","162220056750","8792415"
"348350","위드텍","벤처기업부","52000","-600","-1.14","53600","54400","51800","56923","3002437000","264773600000","5091800"
"112040","위메이드","중견기업부","53000","-1400","-2.57","54200","54900","52200","170844","9135563800","890400000000","16800000"
"101730","위메이드맥스","관리종목(소속부없음)","5210","-110","-2.07","5390","5450","5150","131692","690993800","82295258350","15795635"
"065370","위세아이텍","기술성장기업부","13150","50","0.38","13050","13550","13050","29493","392785800","86472743100","6575874"
"038620","위즈코프","중견기업부","4220","30","0.72","4360","4410","4055","5471524","23187556395","171281507700","40588035"
"299900","위지윅스튜디오","벤처기업부","11500","-550","-4.56","11900","12200","11450","1056333","12363410450","417398491500","36295521"
"036090","위지트","중견기업부","1685","-40","-2.32","1725","1740","1665","1611320","2722557225","152039883725","90231385"
"136540","윈스","우량기업부","17350","-50","-0.29","17200","17400","17000","67443","1163479300","211636393050","12198063"
"320000","윈텍","중견기업부","2860","-20","-0.69","2870","2920","2820","100937","288737360","52907563280","18499148"
"097800","윈팩","벤처기업부","2525","50","2.02","2500","2525","2450","457455","1140234995","97252304100","38515764"
"192390","윈하이텍","중견기업부","4000","205","5.40","3795","4170","3720","634025","2536008900","42627584000","10656896"
"313760","윌링스","중견기업부","14850","550","3.85","14200","16900","14200","202921","3167561900","72200700000","4862000"
"900340","윙입푸드","외국기업(소속부없음)","1340","10","0.75","1330","1375","1330","260295","351620775","64284393520","47973428"
"036200","유니셈","우량기업부","14100","-900","-6.00","15050","15250","13700","2379426","33730713750","432365544300","30664223"
"018000","유니슨","중견기업부","4085","-35","-0.85","4120","4175","4050","881849","3620998005","497256339130","121727378"
"203450","유니온커뮤니티","벤처기업부","4865","-70","-1.42","4935","4985","4835","122919","600541810","71413369055","14679007"
"011320","유니크","우량기업부","7690","-160","-2.04","7840","7890","7650","146929","1137338390","148576144550","19320695"
"086390","유니테스트","우량기업부","23000","350","1.55","22750","23100","22150","239580","5429908850","486084898000","21134126"
"241690","유니테크노","우량기업부","7000","-40","-0.57","7040","7190","6930","62923","442630940","165239130000","23605590"
"142210","유니트론텍","중견기업부","7140","-90","-1.24","7320","7380","7130","107167","773222170","86234371020","12077643"
"048430","유라테크","우량기업부","11400","-500","-4.20","11850","12100","11350","416146","4841618250","131328000000","11520000"
"206650","유바이오로직스","기술성장기업부","32050","-1000","-3.03","31950","33300","31150","1845888","58829240350","1124249643600","35077992"
"089850","유비벨록스","벤처기업부","12300","100","0.82","12200","12500","12000","37040","452042550","87523073100","7115697"
"032620","유비케어","우량기업부","8080","-110","-1.34","8180","8270","7950","141809","1146439690","421752883120","52197139"
"264450","유비쿼스","우량기업부","20900","250","1.21","20650","21400","20550","53790","1128979450","214135255400","10245706"
"078070","유비쿼스홀딩스","우량기업부","21000","-50","-0.24","21300","21350","20800","27093","569157650","392629188000","18696628"
"024800","유성티엔에스","우량기업부","4360","330","8.19","4040","4765","3940","13390220","59830499105","118651208800","27213580"
"054930","유신","중견기업부","18700","-500","-2.60","19200","19200","18450","46004","860355000","56100000000","3000000"
"069330","유아이디","관리종목(소속부없음)","1055","0","0.00","0","0","0","0","0","12541620560","11887792"
"049520","유아이엘","우량기업부","4005","-35","-0.87","4040","4070","4005","124435","499374545","87248668680","21784936"
"313750","유안타제4호스팩","SPAC(소속부없음)","2145","10","0.47","2170","2170","2125","3230","6915730","9974250000","4650000"
"336060","유안타제5호스팩","SPAC(소속부없음)","2115","15","0.71","2120","2120","2100","181","382160","12541950000","5930000"
"340360","유안타제6호스팩","SPAC(소속부없음)","2960","-35","-1.17","3000","3025","2960","184692","549907535","20261200000","6845000"
"367460","유안타제7호스팩","SPAC(소속부없음)","2135","5","0.23","2135","2135","2135","113","241255","11742500000","5500000"
"367480","유안타제8호스팩","SPAC(소속부없음)","2070","15","0.73","2055","2070","2055","71298","147063440","13434300000","6490000"
"056090","유앤아이","기술성장기업부","4705","-40","-0.84","4745","4745","4660","15649","73551080","42019992715","8930923"
