종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"176750","듀켐바이오","KONEX","일반기업부","10300","-150","-1.44","10750","10800","10250","5581","58373100","91244476100","8858687"
"030350","드래곤플라이","KOSDAQ","중견기업부","2435","5","0.21","2425","2450","2380","254924","616969025","41656501955","17107393"
"203650","드림시큐리티","KOSDAQ","벤처기업부","5150","-270","-4.98","5420","5540","5150","2596149","13660943490","260619633100","50605754"
"223250","드림씨아이에스","KOSDAQ","중견기업부","17600","-50","-0.28","17850","17850","17350","5417","94898650","98489072000","5595970"
"060570","드림어스컴퍼니","KOSDAQ","중견기업부","5640","-20","-0.35","5630","5720","5460","257073","1441788680","320689537080","56859847"
"192650","드림텍","KOSPI",,"9990","-160","-1.58","10150","10250","9960","367120","3687525170","652195661490","65284851"
"217620","디딤","KOSDAQ","벤처기업부","1840","-30","-1.60","1870","1890","1835","81731","151560960","68171039520","37049478"
"187870","디바이스이엔지","KOSDAQ","벤처기업부","38300","-900","-2.30","40050","40050","38200","94672","3690838800","269502124700","7036609"
"066670","디스플레이텍","KOSDAQ","우량기업부","4880","30","0.62","4850","4905","4720","115882","559576540","91216559840","18691918"
"024090","디씨엠","KOSPI",,"15700","-300","-1.88","16200","16200","15650","28229","446947500","183690000000","11700000"
"003160","디아이","KOSPI",,"7750","-90","-1.15","7830","7900","7600","204659","1582791540","244100083750","31496785"
"092200","디아이씨","KOSPI",,"4635","235","5.34","4570","4635","4375","3950952","18080017195","180248517315","38888569"
"110990","디아이티","KOSDAQ","우량기업부","12100","-250","-2.02","12250","12350","11650","194377","2329957450","228690000000","18900000"
"263690","디알젬","KOSDAQ","중견기업부","15350","250","1.66","15800","16100","15000","619323","9547592500","173848113500","11325610"
"214680","디알텍","KOSDAQ","벤처기업부","1610","-20","-1.23","1650","1650","1580","627091","1010998505","83369572230","51782343"
"263720","디앤씨미디어","KOSDAQ","벤처기업부","45000","-1500","-3.23","46500","46600","45000","155863","7105806900","552379995000","12275111"
"109740","디에스케이","KOSDAQ","벤처기업부","6440","0","0.00","6440","6500","6360","64156","412803610","131084673720","20354763"
"033430","디에스티","KOSDAQ","관리종목(소속부없음)","370","0","0.00","0","0","0","0","0","27363736280","73956044"
"131030","디에이치피코리아","KOSDAQ","우량기업부","8200","-140","-1.68","8400","8410","8120","164678","1355818340","135831335400","16564797"
"196490","디에이테크놀로지","KOSDAQ","벤처기업부","6000","-50","-0.83","6050","6060","5960","208764","1253023140","142021800000","23670300"
"066900","디에이피","KOSDAQ","우량기업부","4790","-70","-1.44","4840","4905","4675","102315","487444970","108946169370","22744503"
"127120","디엔에이링크","KOSDAQ","기술성장기업부","7000","670","10.58","6280","7000","6010","2410968","15786203660","114755844000","16393692"
"092070","디엔에프","KOSDAQ","우량기업부","23850","-950","-3.83","24950","25350","23750","204865","4963538900","256669597800","10761828"
"134580","디엠티","KOSDAQ","중견기업부","3040","40","1.33","2985","3100","2980","108654","330497360","34200000000","11250000"
"039840","디오","KOSDAQ","우량기업부","40800","200","0.49","40650","41400","39700","98627","4006728650","633362961600","15523602"
"013570","디와이","KOSPI",,"5730","-90","-1.55","5820","5870","5610","194463","1114128720","150811497090","26319633"
"210540","디와이파워","KOSPI",,"20000","-200","-0.99","20250","20450","19350","180230","3556346800","220834160000","11041708"
"104460","디와이피엔에프","KOSDAQ","우량기업부","27500","-500","-1.79","27750","28200","27100","94600","2599003000","294624687500","10713625"
"079810","디이엔티","KOSDAQ","중견기업부","7900","80","1.02","7820","7970","7710","67930","536954740","102991186100","13036859"
"227100","디자인","KOSDAQ","벤처기업부","11200","-200","-1.75","11500","11700","11100","60333","684547200","38140827200","3405431"
"113810","디젠스","KOSDAQ","벤처기업부","760","-13","-1.68","773","773","750","335054","256098400","24797318760","32628051"
"043360","디지아이","KOSDAQ","벤처기업부","3300","-75","-2.22","3375","3375","3240","76260","253768455","29700000000","9000000"
"197140","디지캡","KOSDAQ","벤처기업부","6540","-190","-2.82","6670","6730","6500","196841","1295426940","51746298120","7912278"
"106520","디지탈옵틱","KOSDAQ","관리종목(소속부없음)","503","0","0.00","0","0","0","0","0","63839623220","126917740"
"068930","디지털대성","KOSDAQ","우량기업부","7940","-60","-0.75","8000","8060","7920","62286","496966530","235696827660","29684739"
"033130","디지틀조선","KOSDAQ","중견기업부","3960","-40","-1.00","4000","4025","3710","1469582","5733131040","146976457320","37115267"
"105740","디케이락","KOSDAQ","우량기업부","12850","-450","-3.38","14000","14200","12800","274920","3724036800","108581369200","8449912"
"263020","디케이앤디","KOSDAQ","벤처기업부","10850","100","0.93","10600","11100","10300","90252","970624050","84230741700","7763202"
"290550","디케이티","KOSDAQ","중견기업부","21000","150","0.72","20800","21350","20200","73838","1542043650","172857993000","8231333"
"007340","디티알오토모티브","KOSPI",,"32000","-400","-1.23","32450","33300","31850","43944","1424434700","319808160000","9994005"
"187220","디티앤씨","KOSDAQ","벤처기업부","6990","40","0.58","6950","7000","6800","33359","230788040","78580307820","11241818"
"026890","디피씨","KOSPI",,"14200","-100","-0.70","14300","14650","14150","1380763","19879736100","591830085000","41678175"
"163430","디피코","KONEX","일반기업부","6730","650","10.69","6240","6990","6240","51615","350749900","28963079940","4303578"
"131180","딜리","KOSDAQ","벤처기업부","1745","-15","-0.85","1750","1775","1720","402587","699699110","51215750000","29350000"
"317120","라닉스","KOSDAQ","기술성장기업부","11300","-50","-0.44","11300","11550","11100","100579","1137381700","108429150000","9595500"
"042510","라온시큐어","KOSDAQ","벤처기업부","4435","-65","-1.44","4500","4585","4340","1997994","8883774575","168192447715","37923889"
"232680","라온테크","KONEX","일반기업부","23600","-800","-3.28","24300","24300","23350","20791","493520100","103155718000","4371005"
"300120","라온피플","KOSDAQ","벤처기업부","24700","200","0.82","24400","25250","24150","64511","1593798150","259287163200","10497456"
"171120","라이온켐텍","KOSDAQ","우량기업부","11600","2300","24.73","9360","11600","9310","1799298","18662290890","219165481600","18893576"
"069540","라이트론","KOSDAQ","관리종목(소속부없음)","5420","0","0.00","0","0","0","0","0","125605134180","23174379"
"285770","라이프사이언스테크놀로지","KONEX","일반기업부","2700","-145","-5.10","2600","2700","2600","6","15700","9572526000","3545380"
"347700","라이프시맨틱스","KOSDAQ","기술성장기업부","12600","-200","-1.56","12800","13000","12600","196390","2501873900","125349147000","9948345"
"214260","라파스","KOSDAQ","기술성장기업부","37850","200","0.53","37250","38400","36850","257769","9696384700","320198358100","8459666"
"115390","락앤락","KOSPI",,"15600","100","0.65","15500","15700","15400","104456","1620798300","826919152800","53007638"
"200350","래몽래인","KONEX","일반기업부","19900","-800","-3.86","20500","20800","19800","4640","92784850","99271528100","4988519"
"171010","램테크놀러지","KOSDAQ","벤처기업부","6360","-70","-1.09","6430","6470","6320","68408","436332300","73820316480","11606968"
"084650","랩지노믹스","KOSDAQ","벤처기업부","28200","2250","8.67","26350","28200","26150","4805328","131775922550","322892735400","11450097"
"217500","러셀","KOSDAQ","벤처기업부","5200","-80","-1.52","5280","5370","5140","570774","2998019420","165422400000","31812000"
"092590","럭스피아","KONEX","일반기업부","3800","-95","-2.44","3895","3895","3800","140","535800","27706172400","7291098"
"033600","럭슬","KOSDAQ","투자주의환기종목(소속부없음)","179","0","0.00","0","0","0","0","0","9456230437","52828103"
"141080","레고켐바이오","KOSDAQ","기술성장기업부","52500","1500","2.94","52000","53200","51000","402596","20994047400","1266081495000","24115838"
"060300","레드로버","KOSDAQ","투자주의환기종목(소속부없음)","1830","0","0.00","0","0","0","0","0","48800741760","26667072"
"038390","레드캡투어","KOSDAQ","우량기업부","24250","600","2.54","23650","24550","23000","60753","1453208900","208294890000","8589480"
"294140","레몬","KOSDAQ","기술성장기업부","8910","-160","-1.76","9070","9150","8870","169765","1517661700","329670000000","37000000"
"228670","레이","KOSDAQ","벤처기업부","52200","-800","-1.51","53200","53600","51400","58282","3047078300","347300537400","6653267"
"228850","레이언스","KOSDAQ","우량기업부","13000","-200","-1.52","13200","13300","12800","71273","925527150","215683182000","16591014"
"281740","레이크머티리얼즈","KOSDAQ","중견기업부","4000","25","0.63","3955","4050","3895","783957","3112914975","262922192000","65730548"
"277810","레인보우로보틱스","KOSDAQ","기술성장기업부","25400","900","3.67","25200","25850","24900","247696","6307164100","403103435600","15870214"
"179720","렌딩머신","KONEX","일반기업부","3400","-200","-5.56","3400","3400","3400","5","17000","3455634200","1016363"
"215100","로보로보","KOSDAQ","벤처기업부","5420","-40","-0.73","5510","5600","5400","661442","3647421550","96467620680","17798454"
"090360","로보스타","KOSDAQ","중견기업부","27550","350","1.29","27250","28300","26350","174799","4772351600","268612500000","9750000"
"238500","로보쓰리","KONEX","일반기업부","2980","130","4.56","2900","3100","2745","23471","69966865","47912267160","16077942"
"108490","로보티즈","KOSDAQ","기술성장기업부","16800","0","0.00","16850","16950","16350","73186","1221820950","189016800000","11251000"
"900260","로스웰","KOSDAQ","외국기업(소속부없음)","340","-8","-2.30","350","351","339","1741039","599187392","48205625000","141781250"
"067730","로지시스","KOSDAQ","중견기업부","9270","30","0.32","9390","10100","9190","2434330","23392624490","89677256940","9673922"
"071280","로체시스템즈","KOSDAQ","중견기업부","5920","-90","-1.50","6010","6050","5890","153138","912939350","90555889760","15296603"
"032350","롯데관광개발","KOSPI",,"18000","200","1.12","17850","18150","17650","392199","7019829600","1246961916000","69275662"
"330590","롯데리츠","KOSPI",,"5390","-10","-0.19","5410","5430","5380","422167","2278975340","1309602284760","242968884"
"000400","롯데손해보험","KOSPI",,"1865","-5","-0.27","1865","1880","1835","457806","849436760","578777236800","310336320"
"023530","롯데쇼핑","KOSPI",,"123500","2000","1.65","121500","124000","119500","113791","13814892500","3493661242500","28288755"
"004000","롯데정밀화학","KOSPI",,"70300","800","1.15","69500","71500","67900","422536","29643996900","1813740000000","25800000"
"286940","롯데정보통신","KOSPI",,"38050","200","0.53","38000","38450","37400","19512","740571550","585830394550","15396331"
"280360","롯데제과","KOSPI",,"138000","1500","1.10","136500","139500","134500","18974","2597991500","885506946000","6416717"
"004990","롯데지주","KOSPI",,"36800","1250","3.52","36100","37450","36000","695067","25686172400","3860659921600","104909237"
"00499K","롯데지주우","KOSPI",,"62000","300","0.49","61700","62500","61700","1022","63566600","61232626000","987623"
"005300","롯데칠성","KOSPI",,"144000","8500","6.27","136000","149000","134000","137422","19644270500","1292417712000","8975123"
"005305","롯데칠성우","KOSPI",,"79500","3900","5.16","76000","83500","75400","19820","1569431400","61637145000","775310"
"011170","롯데케미칼","KOSPI",,"307500","4000","1.32","306500","309500","302000","322709","99038126000","10539691342500","34275419"
"002270","롯데푸드","KOSPI",,"391000","500","0.13","390500","392000","385500","2946","1145264000","442561170000","1131870"
"071840","롯데하이마트","KOSPI",,"38900","50","0.13","38850","39500","38450","34815","1352730900","918339996800","23607712"
"038060","루멘스","KOSDAQ","관리종목(소속부없음)","1405","-15","-1.06","1420","1435","1390","395148","555781360","67584811945","48103069"
"162120","루켄테크놀러지스","KONEX","일반기업부","9320","-70","-0.75","9480","9880","9020","40755","377260130","95068333800","10200465"
"253610","루트락","KONEX","일반기업부","3300","75","2.33","3200","3330","3065","14452","44608345","25649391900","7772543"
"085370","루트로닉","KOSDAQ","투자주의환기종목(소속부없음)","11850","100","0.85","11750","12200","11650","378252","4504388250","307332380700","25935222"
