항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),663.5,517.0,537.0,753.6,"1,091.4",44.8
*내수,663.5,517.0,537.1,753.6,,
*수출,,,,,,
매출원가,573.4,470.7,487.1,677.9,971.2,43.3
매출총이익,90.2,46.3,49.9,75.7,120.2,58.8
판매비와관리비,36.8,34.5,33.1,29.8,31.9,7.3
영업이익,53.3,11.8,16.8,45.9,88.3,92.1
*기타영업손익,,,,,,
영업이익(발표기준),53.3,11.8,16.8,45.9,88.3,92.1
*[구K-IFRS]영업이익,,,,,,
금융수익,7.5,7.4,9.9,6.6,6.9,4.8
금융원가,0.0,0.1,0.0,,,
기타영업외손익,6.2,4.8,23.5,5.2,17.9,241.9
"종속기업,공동지배기업및관계기업관련손익",37.3,-16.5,19.6,27.0,55.6,106.0
법인세비용차감전계속사업이익,104.4,7.4,69.8,84.8,168.7,99.0
법인세비용,20.1,2.9,18.6,19.5,37.6,93.0
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,84.3,4.5,51.2,65.3,131.0,100.8
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,84.3,4.5,51.2,65.3,131.0,100.8
기타포괄이익,0.3,4.2,1.2,-0.3,-0.8,-138.5
총포괄이익,84.6,8.7,52.4,64.9,130.2,100.6
*주당계속사업이익,683,50,424,552,"1,080",96
*주당순이익,683,50,424,552,"1,080",96
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,683,50,424,552,"1,080",96
*(지배주주지분)주당순이익,683,50,424,552,"1,080",96
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
