항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"1,258.0","1,192.6","1,230.8","1,234.6","1,087.0",-11.9
*내수,,"1,161.9","1,210.9","1,217.4",,
*수출,,29.2,19.9,17.2,,
매출원가,508.7,490.1,564.1,582.7,525.5,-9.8
매출총이익,749.3,702.5,666.7,651.9,561.5,-13.9
판매비와관리비,647.8,622.1,637.6,630.5,637.1,1.1
영업이익,101.4,80.5,29.1,21.5,-75.6,-451.8
*기타영업손익,,,,,,
영업이익(발표기준),101.4,80.5,29.1,21.5,-75.6,-451.8
*[구K-IFRS]영업이익,,,,,,
금융수익,18.0,19.7,20.6,17.6,13.1,-25.4
금융원가,18.9,15.9,18.6,20.6,8.2,-60.3
기타영업외손익,-2.0,-7.6,-3.9,-4.3,-9.8,-126.6
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,98.5,76.7,27.2,14.2,-80.5,-668.5
법인세비용,21.3,28.6,11.6,5.8,-9.9,-271.8
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,77.2,48.1,15.6,8.4,-70.5,-942.8
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,77.2,48.1,15.6,8.4,-70.5,-942.8
기타포괄이익,-0.7,0.0,0.0,0.3,-7.7,"-2,743.5"
총포괄이익,76.5,48.1,15.6,8.7,-78.2,"-1,003.5"
*주당계속사업이익,919,286,89,49,-349,-812
*주당순이익,919,286,89,49,-349,-812
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,919,286,89,49,-349,-812
*(지배주주지분)주당순이익,919,286,89,49,-349,-812
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
