항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),983.9,863.2,814.9,"1,133.8","1,016.7",-10.3
*내수,,770.7,,,,
*수출,,92.5,,,,
매출원가,829.8,781.4,721.6,935.6,"1,000.0",6.9
매출총이익,154.0,81.8,93.3,198.2,16.7,-91.6
판매비와관리비,149.0,141.0,123.4,156.2,218.4,39.8
영업이익,5.0,-59.2,-30.2,42.0,-201.6,-580.3
*기타영업손익,,,,,,
영업이익(발표기준),5.0,-59.2,-30.2,42.0,-201.6,-580.3
*[구K-IFRS]영업이익,,,,,,
금융수익,0.1,2.9,1.8,0.8,0.8,-4.4
금융원가,6.8,9.7,8.8,4.9,11.7,138.8
기타영업외손익,-12.5,-28.3,-76.5,34.5,1.5,-95.6
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,-14.1,-94.3,-113.7,72.4,-211.1,-391.6
법인세비용,2.2,18.0,,2.1,0.3,-85.8
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-16.3,-112.3,-113.7,70.3,-211.4,-400.8
중단사업이익,,,-49.8,1.6,,
*중단사업법인세효과,,,,,,
당기순이익,-16.3,-112.3,-163.5,71.9,-211.4,-394.0
기타포괄이익,-0.1,2.2,-3.8,2.0,9.1,345.2
총포괄이익,-16.3,-110.1,-167.3,73.9,-202.3,-373.6
*주당계속사업이익,-142,"-1,126","-1,017",311,"-1,006",-423
*주당순이익,-142,"-1,126","-1,468",319,"-1,006",-415
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,-142,"-1,126","-1,017",311,"-1,006",-423
*(지배주주지분)주당순이익,-142,"-1,126","-1,468",319,"-1,006",-415
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
