항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"1,848.6","2,155.1","2,539.5","2,892.5","2,693.2",-6.9
*내수,,,"1,413.3",,,
*수출,,,"1,126.2",,,
매출원가,984.6,"1,043.4",,,,
매출총이익,864.1,"1,111.8","2,539.5","2,892.5","2,693.2",-6.9
판매비와관리비,757.8,902.7,"2,245.3","2,315.0","2,499.4",8.0
영업이익,106.3,209.0,294.2,577.5,193.8,-66.4
*기타영업손익,,,,,,
영업이익(발표기준),106.3,209.0,294.2,577.5,193.8,-66.4
*[구K-IFRS]영업이익,,,,,,
금융수익,122.5,234.2,288.9,646.8,876.1,35.5
금융원가,145.5,243.1,159.3,201.5,68.8,-65.9
기타영업외손익,-76.3,256.8,30.3,54.3,190.5,251.1
"종속기업,공동지배기업및관계기업관련손익",-52.7,-5.6,-3.3,13.2,73.2,453.3
법인세비용차감전계속사업이익,-45.7,451.3,450.8,"1,090.3","1,264.8",16.0
법인세비용,22.3,15.9,67.5,140.6,228.0,62.1
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-68.0,435.4,383.3,949.6,"1,036.8",9.2
중단사업이익,,0.3,25.3,,,
*중단사업법인세효과,,0.2,,,,
당기순이익,-68.0,435.7,408.6,949.6,"1,036.8",9.2
기타포괄이익,30.8,7.3,7.0,-5.8,-32.4,-463.0
총포괄이익,-37.2,442.9,415.5,943.9,"1,004.4",6.4
*주당계속사업이익,-592,"2,310","2,376","6,846","8,825",29
*주당순이익,-592,"2,311","2,529","6,846","8,825",29
*희석주당계속사업이익,,,,"6,844","8,808",29
*희석주당순이익,,,,"6,844","8,808",29
*(지배주주지분)주당계속사업이익,-592,"2,310","2,376","6,846","8,825",29
*(지배주주지분)주당순이익,-592,"2,311","2,529","6,846","8,825",29
*(지배주주지분)희석주당계속사업이익,,,,"6,844","8,808",29
*(지배주주지분)희석주당순이익,,,,"6,844","8,808",29
