항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"7,970.4","6,970.0","6,609.7","6,426.4","7,626.4",18.7
*내수,,,"6,609.7","6,426.4",,
*수출,,,,,,
매출원가,"7,252.5","6,454.5","6,145.1","5,934.7","7,023.1",18.3
매출총이익,717.9,515.5,464.6,491.7,603.3,22.7
판매비와관리비,292.1,210.7,201.8,211.1,302.1,43.1
영업이익,425.9,304.8,262.8,280.6,301.2,7.4
*기타영업손익,,,,,,
영업이익(발표기준),425.9,304.8,262.8,280.6,301.2,7.4
*[구K-IFRS]영업이익,,,,,,
금융수익,17.9,46.1,50.9,33.7,21.3,-36.8
금융원가,4.8,6.9,8.5,2.4,1.9,-20.9
기타영업외손익,-3.0,6.5,179.2,-90.4,178.7,297.8
"종속기업,공동지배기업및관계기업관련손익",13.7,14.8,12.3,1.5,8.4,446.9
법인세비용차감전계속사업이익,449.7,365.3,496.6,223.0,507.6,127.7
법인세비용,110.0,84.4,92.7,42.3,180.2,325.8
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,339.6,280.8,403.9,180.7,327.4,81.2
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,339.6,280.8,403.9,180.7,327.4,81.2
기타포괄이익,-11.4,-28.3,-17.0,53.7,92.6,72.6
총포괄이익,328.2,252.5,387.0,234.3,420.1,79.3
*주당계속사업이익,"1,695","1,404","1,950",902,"1,634",81
*주당순이익,"1,695","1,404","1,950",902,"1,634",81
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"1,695","1,404","1,950",902,"1,634",81
*(지배주주지분)주당순이익,"1,695","1,404","1,950",902,"1,634",81
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
