항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"3,505.8","3,480.8","3,774.1","3,041.8","3,331.0",9.5
*내수,,,"3,774.1","3,041.8",,
*수출,,,,,,
매출원가,"3,356.3","3,365.2","3,702.4","2,897.9","3,244.6",12.0
매출총이익,149.5,115.6,71.6,143.9,86.4,-40.0
판매비와관리비,128.8,129.7,140.7,124.4,131.7,5.9
영업이익,20.6,-14.1,-69.1,19.5,-45.3,-332.8
*기타영업손익,,,,,,
영업이익(발표기준),20.6,-14.1,-69.1,19.5,-45.3,-332.8
*[구K-IFRS]영업이익,,,,,,
금융수익,14.0,21.1,33.4,19.2,21.9,13.9
금융원가,40.5,30.0,47.3,39.8,37.5,-5.8
기타영업외손익,-24.0,-2.2,-20.9,-1.5,-42.4,"-2,696.5"
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,-29.8,-25.3,-103.9,-2.7,-103.4,"-3,755.1"
법인세비용,0.1,1.2,3.0,0.4,3.7,724.1
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-29.9,-26.6,-106.9,-3.1,-107.0,"-3,323.6"
중단사업이익,-11.0,-1.4,7.5,,,
*중단사업법인세효과,,,,,,
당기순이익,-40.9,-28.0,-99.5,-3.1,-107.0,"-3,323.6"
기타포괄이익,13.1,-15.3,48.2,5.6,53.7,858.1
총포괄이익,-27.8,-43.3,-51.3,2.5,-53.4,"-2,255.2"
*주당계속사업이익,-30,-27,-107,-4,-106,"-2,550"
*주당순이익,-41,-28,-100,-4,-106,"-2,550"
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,-30,-27,-107,-4,-106,"-2,550"
*(지배주주지분)주당순이익,-41,-28,-100,-4,-106,"-2,550"
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
