항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),329.6,415.4,597.7,101.8,381.4,274.6
*내수,,,,,,
*수출,,,,,,
매출원가,,,,,,
매출총이익,329.6,415.4,597.7,101.8,381.4,274.6
판매비와관리비,321.5,408.4,528.4,216.1,519.1,140.2
영업이익,8.1,7.0,69.3,-114.3,-137.7,-20.5
*기타영업손익,,,,,,
영업이익(발표기준),8.1,7.0,69.3,-114.3,-137.7,-20.5
*[구K-IFRS]영업이익,,,,,,
금융수익,15.7,101.1,38.6,156.4,56.4,-63.9
금융원가,5.7,12.8,28.8,73.8,59.7,-19.0
기타영업외손익,-31.2,13.9,-3.4,-27.3,-110.8,-306.0
"종속기업,공동지배기업및관계기업관련손익",-0.8,0.0,,,,
법인세비용차감전계속사업이익,-13.9,109.2,75.7,-59.0,-251.8,-327.1
법인세비용,9.7,25.5,17.7,-4.2,0.3,107.7
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-23.7,83.7,58.1,-54.7,-252.2,-360.7
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-23.7,83.7,58.1,-54.7,-252.2,-360.7
기타포괄이익,0.8,-1.6,-5.7,-6.6,0.7,111.0
총포괄이익,-22.8,82.0,52.4,-61.3,-251.5,-310.3
*주당계속사업이익,-67,234,163,-151,-556,-268
*주당순이익,-67,234,163,-151,-556,-268
*희석주당계속사업이익,,96,141,,,
*희석주당순이익,,96,141,,,
*(지배주주지분)주당계속사업이익,-67,234,163,-151,-556,-268
*(지배주주지분)주당순이익,-67,234,163,-151,-556,-268
*(지배주주지분)희석주당계속사업이익,,96,141,,,
*(지배주주지분)희석주당순이익,,96,141,,,
