항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),567.9,472.1,474.6,433.1,470.7,8.7
*내수,,,415.6,366.4,,
*수출,,,59.1,66.7,,
매출원가,507.9,346.1,310.5,336.1,358.9,6.8
매출총이익,60.0,126.0,164.1,97.0,111.7,15.2
판매비와관리비,102.9,71.1,81.6,87.8,216.6,146.6
영업이익,-42.9,54.9,82.6,9.2,-104.9,"-1,242.4"
*기타영업손익,,,,,,
영업이익(발표기준),-42.9,54.9,82.6,9.2,-104.9,"-1,242.4"
*[구K-IFRS]영업이익,,,,,,
금융수익,5.2,4.6,4.8,7.5,202.0,"2,591.2"
금융원가,4.5,10.1,9.5,10.4,188.0,"1,704.4"
기타영업외손익,-23.9,11.3,-201.4,-14.9,-51.1,-243.4
"종속기업,공동지배기업및관계기업관련손익",,3.3,,,-0.5,
법인세비용차감전계속사업이익,-66.0,64.0,-123.6,-8.6,-142.5,"-1,552.2"
법인세비용,-3.3,9.6,15.3,25.6,-1.3,-105.3
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-62.7,54.4,-138.8,-34.2,-141.2,-312.3
중단사업이익,-18.6,-43.2,-23.7,-0.8,3.6,539.7
*중단사업법인세효과,,,,,,
당기순이익,-81.3,11.2,-162.6,-35.1,-137.5,-292.3
기타포괄이익,-1.5,3.3,-10.1,3.4,1.4,-57.7
총포괄이익,-82.9,14.5,-172.6,-31.7,-136.1,-329.9
*주당계속사업이익,-320,274,-647,-137,-530,-287
*주당순이익,-416,57,-760,-140,-517,-269
*희석주당계속사업이익,,232,-613,,,
*희석주당순이익,-415,48,-719,,,
*(지배주주지분)주당계속사업이익,-320,274,-647,-137,-530,-287
*(지배주주지분)주당순이익,-416,57,-760,-140,-517,-269
*(지배주주지분)희석주당계속사업이익,,232,-613,,,
*(지배주주지분)희석주당순이익,-415,48,-719,,,
