항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"1,430.6","1,229.4","1,769.2","1,891.6","1,366.0",-27.8
*내수,,,"1,267.2","1,403.1",,
*수출,,,502.0,488.5,,
매출원가,"1,150.5","1,040.9","1,513.3","1,624.4","1,177.4",-27.5
매출총이익,280.1,188.5,255.9,267.2,188.7,-29.4
판매비와관리비,132.6,93.5,107.3,104.3,116.1,11.3
영업이익,147.5,94.9,148.6,163.0,72.6,-55.5
*기타영업손익,,,,,,
영업이익(발표기준),147.5,94.9,148.6,163.0,72.6,-55.5
*[구K-IFRS]영업이익,,,,,,
금융수익,13.7,28.2,21.2,14.0,37.2,164.9
금융원가,11.4,3.8,7.5,15.6,8.3,-46.8
기타영업외손익,6.7,6.2,-3.9,11.5,-3.1,-126.8
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,156.5,125.5,158.4,172.9,98.4,-43.1
법인세비용,38.2,-1.4,33.4,34.6,10.0,-71.1
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,118.3,126.9,125.0,138.3,88.4,-36.1
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,118.3,126.9,125.0,138.3,88.4,-36.1
기타포괄이익,-0.3,-1.2,-2.6,-0.3,2.1,830.2
총포괄이익,118.0,125.7,122.4,138.0,90.5,-34.5
*주당계속사업이익,"1,256","1,350","1,334","1,486",951,-36
*주당순이익,"1,256","1,350","1,334","1,486",951,-36
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"1,256","1,350","1,334","1,486",951,-36
*(지배주주지분)주당순이익,"1,256","1,350","1,334","1,486",951,-36
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
