항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),434.7,452.0,424.1,379.7,659.8,73.8
*내수,,,204.3,211.5,,
*수출,,,219.8,168.2,,
매출원가,342.8,351.4,335.0,291.5,478.1,64.0
매출총이익,91.9,100.6,89.1,88.2,181.7,106.0
판매비와관리비,59.2,53.6,55.5,50.8,85.2,67.8
영업이익,32.7,46.9,33.6,37.4,96.5,157.9
*기타영업손익,,,,,,
영업이익(발표기준),32.7,46.9,33.6,37.4,96.5,157.9
*[구K-IFRS]영업이익,,,,,,
금융수익,3.5,0.6,0.9,1.8,1.2,-35.9
금융원가,60.4,6.9,7.7,14.2,15.8,11.8
기타영업외손익,-44.2,-7.4,-2.1,-20.0,7.6,138.2
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,-68.4,33.3,24.8,5.1,89.5,"1,657.3"
법인세비용,4.1,1.5,10.2,1.4,12.3,787.2
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-72.5,31.8,14.6,3.7,77.2,"1,983.1"
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-72.5,31.8,14.6,3.7,77.2,"1,983.1"
기타포괄이익,11.1,-8.3,1.9,7.4,7.0,-5.1
총포괄이익,-61.4,23.5,16.5,11.1,84.2,658.0
*주당계속사업이익,-692,298,135,19,497,"2,516"
*주당순이익,-692,298,135,19,497,"2,516"
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,-692,298,135,19,497,"2,516"
*(지배주주지분)주당순이익,-692,298,135,19,497,"2,516"
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
