항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"2,575.6","3,111.1","3,620.6","5,117.6","5,029.0",-1.7
*내수,43.2,,188.4,46.4,,
*수출,"2,532.4",,"3,432.3","5,071.2",,
매출원가,"2,698.6","2,921.9","3,417.3","4,958.9","4,602.6",-7.2
매출총이익,-123.0,189.2,203.3,158.7,426.5,168.8
판매비와관리비,191.8,149.8,176.6,181.3,196.8,8.6
영업이익,-314.8,39.4,26.7,-22.6,229.7,"1,115.3"
*기타영업손익,,,,,,
영업이익(발표기준),-314.8,39.4,26.7,-22.6,229.7,"1,115.3"
*[구K-IFRS]영업이익,,,,,,
금융수익,32.7,5.6,8.0,45.2,0.4,-99.2
금융원가,19.0,31.0,51.3,49.7,126.9,155.4
기타영업외손익,-104.5,55.3,5.1,-53.1,63.2,219.1
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,-405.6,69.3,-11.4,-80.2,166.3,307.3
법인세비용,3.6,13.3,-19.1,-1.3,6.4,589.6
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-409.2,56.0,7.6,-78.9,159.9,302.6
중단사업이익,,-20.2,-13.5,,,
*중단사업법인세효과,,-5.0,,,,
당기순이익,-409.2,35.9,-5.9,-78.9,159.9,302.6
기타포괄이익,-6.3,11.9,2.2,-4.9,25.9,634.2
총포괄이익,-415.5,47.7,-3.7,-83.8,185.8,321.9
*주당계속사업이익,"-13,121",855,115,-575,"1,164",302
*주당순이익,"-13,121",621,-57,-575,"1,164",302
*희석주당계속사업이익,,854,,,,
*희석주당순이익,,620,,,,
*(지배주주지분)주당계속사업이익,"-13,121",855,115,-575,"1,164",302
*(지배주주지분)주당순이익,"-13,121",621,-57,-575,"1,164",302
*(지배주주지분)희석주당계속사업이익,,854,,,,
*(지배주주지분)희석주당순이익,,620,,,,
