항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),857.9,"1,026.9","1,142.1","1,134.0","1,162.5",2.5
*내수,855.3,890.0,"1,111.3",,,
*수출,2.6,136.9,30.8,,,
매출원가,646.6,794.4,892.7,948.6,949.7,0.1
매출총이익,211.3,232.5,249.4,185.4,212.9,14.8
판매비와관리비,140.1,154.3,159.0,108.7,116.8,7.5
영업이익,71.2,78.2,90.4,76.8,96.1,25.1
*기타영업손익,,,,,,
영업이익(발표기준),71.2,78.2,90.4,76.8,96.1,25.1
*[구K-IFRS]영업이익,,,,,,
금융수익,6.3,3.6,5.7,4.7,5.2,9.3
금융원가,0.2,0.1,1.3,0.8,3.3,330.6
기타영업외손익,-0.2,-6.5,-47.1,11.7,0.9,-92.5
"종속기업,공동지배기업및관계기업관련손익",,,-19.7,-16.9,,
법인세비용차감전계속사업이익,77.1,75.1,28.1,75.5,98.8,30.9
법인세비용,10.2,12.1,4.7,10.4,26.8,156.9
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,66.8,62.9,23.3,65.1,72.0,10.6
중단사업이익,,,,7.8,-18.9,-342.5
*중단사업법인세효과,,,,,,
당기순이익,66.8,62.9,23.3,72.9,53.1,-27.1
기타포괄이익,2.2,-4.1,16.2,17.7,-8.5,-148.0
총포괄이익,69.0,58.8,39.5,90.6,44.6,-50.8
*주당계속사업이익,99,91,30,92,102,11
*주당순이익,99,91,30,99,71,-28
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,99,91,30,92,102,11
*(지배주주지분)주당순이익,99,91,30,99,71,-28
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
