항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),357.5,337.6,437.1,806.7,"1,257.9",55.9
*내수,,,437.1,806.7,,
*수출,,,,,,
매출원가,260.6,260.4,355.1,565.3,"1,105.0",95.5
매출총이익,96.9,77.3,82.0,241.4,152.9,-36.7
판매비와관리비,74.4,89.4,108.1,138.3,150.0,8.5
영업이익,22.5,-12.1,-26.2,103.2,2.8,-97.3
*기타영업손익,,,,,,
영업이익(발표기준),22.5,-12.1,-26.2,103.2,2.8,-97.3
*[구K-IFRS]영업이익,,,,,,
금융수익,18.5,38.3,21.3,110.1,19.3,-82.5
금융원가,24.5,24.7,77.0,230.5,16.1,-93.0
기타영업외손익,1.7,-62.2,-71.9,-210.9,-2.4,98.9
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,18.1,-60.7,-153.8,-228.1,3.6,101.6
법인세비용,0.8,0.5,-16.1,24.8,-50.2,-302.1
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,17.4,-61.2,-137.7,-252.9,53.8,121.3
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,17.4,-61.2,-137.7,-252.9,53.8,121.3
기타포괄이익,-5.9,14.2,1.9,-6.7,11.0,263.9
총포괄이익,11.5,-47.0,-135.7,-259.6,64.8,124.9
*주당계속사업이익,21,-47,"-1,661","-2,337",670,129
*주당순이익,21,-47,"-1,661","-2,337",670,129
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,21,-47,"-1,661","-2,337",670,129
*(지배주주지분)주당순이익,21,-47,"-1,661","-2,337",670,129
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
