항목,2017/12,2018/12,2019/06,2020/06,2021/06,전년대비
매출액(수익),240.0,417.4,156.9,222.9,191.4,-14.1
*내수,187.7,,98.5,135.1,168.0,24.4
*수출,54.6,,58.3,87.8,23.4,-73.4
매출원가,238.7,364.6,138.3,225.9,203.4,-10.0
매출총이익,1.3,52.8,18.6,-3.0,-12.0,-301.4
판매비와관리비,45.6,48.1,45.5,146.3,107.5,-26.5
영업이익,-44.3,4.8,-26.9,-149.3,-119.5,20.0
*기타영업손익,,,,,,
영업이익(발표기준),-44.3,4.8,-26.9,-149.3,-119.5,20.0
*[구K-IFRS]영업이익,,,,,,
금융수익,16.7,122.0,4.3,32.6,32.7,0.1
금융원가,34.8,232.3,11.1,88.2,116.4,32.0
기타영업외손익,-23.0,-25.0,-47.7,-46.3,-68.4,-47.7
"종속기업,공동지배기업및관계기업관련손익",,,,-0.6,14.4,"2,588.9"
법인세비용차감전계속사업이익,-85.4,-130.6,-81.4,-251.7,-257.2,-2.2
법인세비용,0.8,,1.2,-1.0,,
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-86.3,-130.6,-82.6,-250.7,-257.2,-2.6
중단사업이익,-9.4,,10.5,,,
*중단사업법인세효과,,,,,,
당기순이익,-95.7,-130.6,-72.1,-250.7,-257.2,-2.6
기타포괄이익,,-6.2,-1.6,0.1,-0.2,-262.9
총포괄이익,-95.7,-136.8,-73.7,-250.6,-257.4,-2.7
*주당계속사업이익,-502,-259,-360,-854,-678,21
*주당순이익,-557,-259,-314,-854,-678,21
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,-502,-259,-360,-854,-678,21
*(지배주주지분)주당순이익,-557,-259,-314,-854,-678,21
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
