항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),128.0,86.8,76.4,41.4,135.1,226.3
*내수,127.2,80.8,,,,
*수출,0.8,6.0,,,,
매출원가,80.0,44.1,62.9,10.4,88.5,750.0
매출총이익,48.0,42.7,13.5,31.0,46.5,50.2
판매비와관리비,84.9,86.8,84.9,53.5,33.0,-38.4
영업이익,-36.9,-44.1,-71.4,-22.5,13.6,160.2
*기타영업손익,,,,,,
영업이익(발표기준),-36.9,-44.1,-71.4,-22.5,13.6,160.2
*[구K-IFRS]영업이익,,,,,,
금융수익,0.7,1.0,7.8,0.2,0.9,263.2
금융원가,1.4,12.0,50.0,24.0,3.8,-84.2
기타영업외손익,-40.1,-7.5,-132.8,60.6,2.9,-95.2
"종속기업,공동지배기업및관계기업관련손익",-3.9,,,,,
법인세비용차감전계속사업이익,-81.6,-62.5,-246.4,14.3,13.5,-5.2
법인세비용,0.4,-6.7,-0.2,-2.4,-0.6,74.6
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-82.0,-55.8,-246.2,16.7,14.1,-15.1
중단사업이익,2.2,,-2.6,-0.3,-6.4,"-1,951.9"
*중단사업법인세효과,2.4,,,,,
당기순이익,-79.8,-55.8,-248.8,16.4,7.7,-52.9
기타포괄이익,-1.5,-0.6,0.5,0.1,-0.0,-104.2
총포괄이익,-81.3,-56.4,-248.3,16.5,7.7,-53.2
*주당계속사업이익,-391,"-2,510","-10,098",461,39,-92
*주당순이익,-381,"-2,510","-10,205",452,21,-95
*희석주당계속사업이익,,,,414,36,-91
*희석주당순이익,,,,406,22,-95
*(지배주주지분)주당계속사업이익,-391,"-2,510","-10,098",461,39,-92
*(지배주주지분)주당순이익,-381,"-2,510","-10,205",452,21,-95
*(지배주주지분)희석주당계속사업이익,,,,414,36,-91
*(지배주주지분)희석주당순이익,,,,406,22,-95
