항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),447.8,513.4,593.4,456.2,531.3,16.5
*내수,93.7,,,,,
*수출,354.2,,,,,
매출원가,305.1,344.7,453.9,422.9,376.9,-10.9
매출총이익,142.7,168.7,139.5,33.2,154.4,364.8
판매비와관리비,120.0,159.9,187.4,243.7,164.1,-32.7
영업이익,22.7,8.8,-47.9,-210.5,-9.7,95.4
*기타영업손익,,,,,,
영업이익(발표기준),22.7,8.8,-47.9,-210.5,-9.7,95.4
*[구K-IFRS]영업이익,,,,,,
금융수익,5.3,3.3,2.9,9.1,10.3,13.5
금융원가,36.1,19.4,76.1,26.0,11.4,-56.3
기타영업외손익,-53.4,-85.2,-134.5,-235.5,-46.1,80.4
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,-61.4,-92.4,-255.5,-462.9,-56.8,87.7
법인세비용,-6.1,-17.1,-4.1,22.8,29.2,28.4
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-55.3,-75.4,-251.4,-485.7,-86.0,82.3
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-55.3,-75.4,-251.4,-485.7,-86.0,82.3
기타포괄이익,-11.5,-3.2,-9.1,-1.7,6.5,480.4
총포괄이익,-66.9,-78.6,-260.5,-487.4,-79.5,83.7
*주당계속사업이익,-396,-417,"-1,131","-1,910",-235,88
*주당순이익,-396,-417,"-1,131","-1,910",-235,88
*희석주당계속사업이익,,,,,-243,
*희석주당순이익,,,,,-243,
*(지배주주지분)주당계속사업이익,-396,-417,"-1,131","-1,910",-235,88
*(지배주주지분)주당순이익,-396,-417,"-1,131","-1,910",-235,88
*(지배주주지분)희석주당계속사업이익,,,,,-243,
*(지배주주지분)희석주당순이익,,,,,-243,
