항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"1,777.7","1,793.2","1,765.0","1,738.3","1,776.1",2.2
*내수,"1,606.2","1,671.7","1,765.0","1,655.3",,
*수출,171.5,121.4,,82.9,,
매출원가,744.3,741.0,721.9,743.8,793.7,6.7
매출총이익,"1,033.4","1,052.1","1,043.1",994.4,982.4,-1.2
판매비와관리비,724.3,848.4,797.6,804.9,824.9,2.5
영업이익,309.1,203.8,245.5,189.5,157.6,-16.9
*기타영업손익,,,,,,
영업이익(발표기준),309.1,203.8,245.5,189.5,157.6,-16.9
*[구K-IFRS]영업이익,,,,,,
금융수익,21.2,25.4,30.0,43.0,51.1,18.8
금융원가,6.4,1.6,8.7,32.4,16.2,-50.1
기타영업외손익,-21.6,-25.7,121.9,-5.7,-6.6,-15.6
"종속기업,공동지배기업및관계기업관련손익",0.0,0.6,-39.2,-1.0,-1.6,-54.9
법인세비용차감전계속사업이익,302.3,202.3,349.4,193.4,184.3,-4.7
법인세비용,100.1,149.1,121.1,64.7,58.1,-10.2
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,202.3,53.2,228.3,128.7,126.3,-1.9
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,202.3,53.2,228.3,128.7,126.3,-1.9
기타포괄이익,-18.4,-44.7,-17.2,42.9,24.5,-43.0
총포괄이익,183.9,8.4,211.1,171.7,150.8,-12.2
*주당계속사업이익,871,222,850,508,460,-9
*주당순이익,871,222,850,508,460,-9
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,871,222,850,508,460,-9
*(지배주주지분)주당순이익,871,222,850,508,460,-9
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
