항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),600.0,657.0,846.8,"1,001.1",944.7,-5.6
*내수,,,,,,
*수출,,,,,,
매출원가,516.1,607.7,702.5,872.8,787.5,-9.8
매출총이익,83.9,49.3,144.4,128.3,157.1,22.5
판매비와관리비,69.2,89.9,103.6,153.6,146.4,-4.7
영업이익,14.7,-40.5,40.8,-25.3,10.8,142.6
*기타영업손익,,,,,,
영업이익(발표기준),14.7,-40.5,40.8,-25.3,10.8,142.6
*[구K-IFRS]영업이익,,,,,,
금융수익,0.6,0.4,15.2,1.5,1.6,1.6
금융원가,1.8,2.4,13.5,44.0,13.5,-69.3
기타영업외손익,-0.5,-37.5,3.8,1.3,1.2,-5.1
"종속기업,공동지배기업및관계기업관련손익",,,-0.8,0.9,-3.0,-449.0
법인세비용차감전계속사업이익,13.1,-80.0,45.4,-65.5,-2.9,95.5
법인세비용,4.3,-7.0,7.0,-2.2,7.0,411.0
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,8.7,-73.0,38.4,-63.3,-9.9,84.3
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,8.7,-73.0,38.4,-63.3,-9.9,84.3
기타포괄이익,-1.6,-0.9,-2.0,1.7,53.1,"3,056.8"
총포괄이익,7.1,-73.9,36.4,-61.6,43.2,170.1
*주당계속사업이익,384,-317,131,-152,-21,86
*주당순이익,384,-317,131,-152,-21,86
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,384,-317,131,-152,-21,86
*(지배주주지분)주당순이익,384,-317,131,-152,-21,86
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
