항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),603.8,872.2,"1,251.5","1,894.0","2,474.9",30.7
*내수,,861.3,"1,183.7",,,
*수출,,10.9,,,,
매출원가,160.9,215.5,285.6,414.5,549.0,32.5
매출총이익,442.9,656.7,965.8,"1,479.5","1,925.9",30.2
판매비와관리비,396.7,557.8,846.3,"1,251.0","1,717.8",37.3
영업이익,46.2,98.9,119.5,228.6,208.1,-8.9
*기타영업손익,,,,,,
영업이익(발표기준),46.2,98.9,119.5,228.6,208.1,-8.9
*[구K-IFRS]영업이익,,,,,,
금융수익,1.8,1.9,7.5,12.9,24.5,90.9
금융원가,15.7,52.5,3.0,6.4,9.8,53.1
기타영업외손익,-0.2,-8.7,-1.1,-4.6,8.8,289.6
"종속기업,공동지배기업및관계기업관련손익",-2.5,,,,,
법인세비용차감전계속사업이익,29.6,39.6,123.0,230.4,231.6,0.5
법인세비용,8.6,18.2,28.3,42.8,43.4,1.4
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,21.0,21.4,94.7,187.6,188.2,0.3
중단사업이익,,,,6.6,10.6,60.6
*중단사업법인세효과,,,,,,
당기순이익,21.0,21.4,94.7,194.2,198.9,2.4
기타포괄이익,-0.2,0.0,-1.7,1.0,3.7,260.1
총포괄이익,20.8,21.4,93.0,195.2,202.5,3.7
*주당계속사업이익,"1,048",319,"1,056","2,093","2,114",1
*주당순이익,"1,048",319,"1,056","2,168","2,234",3
*희석주당계속사업이익,,,"1,048","2,071","2,077",0
*희석주당순이익,,,"1,048","2,145","2,194",2
*(지배주주지분)주당계속사업이익,"1,048",319,"1,056","2,093","2,114",1
*(지배주주지분)주당순이익,"1,048",319,"1,056","2,168","2,234",3
*(지배주주지분)희석주당계속사업이익,,,"1,048","2,071","2,077",0
*(지배주주지분)희석주당순이익,,,"1,048","2,145","2,194",2
