항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
매출액(수익),"2,629.2","2,817.7","2,594.5","2,140.2","1,275.6",-40.4
*내수,,,"2,789.0",,,
*수출,,,,,,
매출원가,"2,424.4","2,206.8","2,059.8","1,837.7","1,185.4",-35.5
매출총이익,204.8,610.9,534.7,302.6,90.2,-70.2
판매비와관리비,180.9,194.8,207.5,201.7,157.3,-22.0
영업이익,23.9,416.1,327.2,100.8,-67.1,-166.6
*기타영업손익,,,,,,
영업이익(발표기준),23.9,416.1,327.2,100.8,-67.1,-166.6
*[구K-IFRS]영업이익,,,,,,
금융수익,1.2,1.4,4.6,9.6,24.0,150.8
금융원가,23.5,24.1,18.8,23.9,11.1,-53.6
기타영업외손익,-0.5,7.5,-2.5,-53.2,141.6,366.0
"종속기업,공동지배기업및관계기업관련손익",-7.4,-19.3,10.0,5.6,7.7,38.6
법인세비용차감전계속사업이익,-6.4,381.6,320.3,38.9,95.1,144.8
법인세비용,19.7,76.5,63.4,7.1,18.8,162.4
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-26.1,305.2,256.9,31.7,76.4,140.8
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-26.1,305.2,256.9,31.7,76.4,140.8
기타포괄이익,-8.5,-30.2,-8.3,10.0,-3.1,-131.6
총포괄이익,-34.6,274.9,248.6,41.7,73.2,75.7
*주당계속사업이익,-10,"1,439","1,070",153,346,126
*주당순이익,-10,"1,439","1,070",153,346,126
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,-10,"1,439","1,070",153,346,126
*(지배주주지분)주당순이익,-10,"1,439","1,070",153,346,126
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
