,NumMonth,PosNumMonth,AvgMoM,Prec,Recall,Accuracy,FScore,AltCostScore,IniAsset,FinalAsset,CAGR,MDD
0,2,0,-25.0,58.29787234042553,100.0,58.29787234042553,73.65591397849461,9.872106459976282,1000000,1880182.4000000001,3.2269595629345504,75.088058
1,2,1,25.0,61.76470588235294,76.64233576642336,58.723404255319146,68.40390879478828,8.083265617085575,1000000,2281036.3600000003,4.2353898740219,51.169152000000004
2,2,2,75.0,57.89473684210527,48.175182481751825,49.361702127659576,52.58964143426296,-4.979015262942442,1000000,1048392.4600000001,0.23800563753053616,49.993149584907144
3,2,3,125.0,,0.0,41.702127659574465,,-9.872106459976282,1000000,1000000.0,0.0,0.0
4,3,0,-16.67,58.54700854700855,100.0,58.54700854700855,73.85444743935311,10.881727057631872,1000000,2148800.04,3.9227238258737085,73.72951980083397
5,3,1,16.67,61.74863387978142,82.48175182481752,59.82905982905983,70.625,10.699948151016745,1000000,2851649.7,5.412664900464459,48.05613860446898
6,3,2,50.0,61.74496644295302,67.15328467153284,56.41025641025641,64.33566433566433,4.086465116150608,1000000,1828593.3,3.0825917924912183,53.57710293367312
7,3,3,83.33,58.82352941176471,43.79562043795621,49.14529914529914,50.20920502092051,-2.804726698364552,1000000,1372487.22,1.6054743273903327,28.027587893401883
8,3,4,116.67,,0.0,41.452991452991455,,-10.881727057631872,1000000,1000000.0,0.0,0.0
9,4,0,-12.5,58.36909871244635,100.0,58.36909871244635,73.71273712737128,10.823454548350975,1000000,2265360.3200000003,4.199237550517831,73.71282855036638
10,4,1,12.5,60.10362694300518,85.29411764705883,58.36909871244635,70.51671732522797,7.773438765376316,1000000,2430561.7,4.568836966301459,57.429879889388715
11,4,2,37.5,63.095238095238095,77.94117647058823,60.51502145922747,69.73684210526316,10.248506573421375,1000000,2717280.3800000004,5.157039550968401,53.57710293367312
12,4,3,62.5,62.04379562043796,62.5,55.793991416309005,62.27106227106227,7.5256341246258724,1000000,2415670.68,4.536516150317582,28.793279999999992
13,4,4,87.5,56.84210526315789,39.705882352941174,47.21030042918455,46.753246753246756,-6.916814541863599,1000000,1096175.58,0.4629895638013304,29.657451870396763
14,4,5,112.5,,0.0,41.63090128755365,,-10.823454548350975,1000000,1000000.0,0.0,0.0
15,5,0,-10.0,58.189655172413794,100.0,58.189655172413794,73.56948228882833,10.451876717462952,1000000,2135538.0,3.8903647228639704,73.74129697705077
16,5,1,10.0,59.48717948717949,85.92592592592592,57.758620689655174,70.3030303030303,6.678611564574502,1000000,2282407.3600000003,4.238540465642271,57.429879889388715
17,5,2,30.0,60.773480662983424,81.48148148148148,58.620689655172406,69.62025316455697,8.818185307285209,1000000,2576717.04,4.876448182951076,56.01466166907275
18,5,3,50.0,63.2258064516129,72.5925925925926,59.48275862068966,67.58620689655172,12.07975320221568,1000000,2949725.94,5.592122558038448,38.64979338754826
19,5,4,70.0,60.76923076923077,58.51851851851851,53.879310344827594,59.62264150943397,3.18877078219737,1000000,1781661.2000000002,2.9478558174000913,35.847412
20,5,5,90.0,59.036144578313255,36.2962962962963,48.275862068965516,44.95412844036698,-3.156550136449617,1000000,1294002.04,1.304954641328937,21.34439855866548
21,5,6,110.0,,0.0,41.810344827586206,,-10.451876717462952,1000000,1000000.0,0.0,0.0
22,6,0,-8.33,58.44155844155844,100.0,58.44155844155844,73.77049180327869,11.27912703595704,1000000,2293177.38,4.263227904650435,73.4665604028941
23,6,1,8.33,59.693877551020414,86.66666666666667,58.00865800865801,70.69486404833837,6.414531967794076,1000000,2271544.3200000003,4.213527477313628,56.96558068549391
24,6,2,25.0,60.65573770491803,82.22222222222221,58.44155844155844,69.81132075471697,8.237136504437423,1000000,2629792.18,4.984066410910093,48.978047
25,6,3,41.67,61.1764705882353,77.03703703703704,58.00865800865801,68.19672131147541,9.438854132372757,1000000,2818020.62,5.349779319540993,35.291624
26,6,4,58.33,61.64383561643836,66.66666666666666,56.27705627705628,64.05693950177935,7.728383373201241,1000000,2294669.4,4.266639280822648,35.847412
27,6,5,75.0,63.02521008403361,55.55555555555556,54.97835497835498,59.055118110236215,6.9022669933811525,1000000,2354108.54,4.400856339721515,22.139919292495826
28,6,6,91.67,58.75,34.81481481481482,47.61904761904761,43.720930232558146,-3.89670387590324,1000000,1345801.1600000001,1.5051673565122936,21.38363751171375
29,6,7,108.33,,0.0,41.55844155844156,,-11.27912703595704,1000000,1000000.0,0.0,0.0
30,7,0,-7.14,58.26086956521739,100.0,58.26086956521739,73.62637362637363,10.212535016761324,1000000,2008111.7200000002,3.5693374548725343,73.411893
31,7,1,7.14,59.0,88.05970149253731,57.391304347826086,70.65868263473054,6.045702117271436,1000000,2051359.82,3.6804091807691064,58.364278000000006
32,7,2,21.43,60.215053763440864,83.5820895522388,58.26086956521739,70.0,6.5711604137785,1000000,2111526.96,3.8312896798844864,48.978047
33,7,3,35.71,60.91954022988506,79.1044776119403,58.26086956521739,68.83116883116884,9.920899551123775,1000000,2766745.5,5.25251074589812,35.291624
34,7,4,50.0,60.0,71.64179104477611,55.65217391304348,65.3061224489796,7.684313622144792,1000000,2284660.3600000003,4.243714013378819,41.711374
35,7,5,64.29,62.96296296296296,63.43283582089553,56.95652173913044,63.197026022304826,13.058773399967135,1000000,2998994.06,5.680144399664755,26.106892999999992
36,7,6,78.57,62.93103448275862,54.47761194029851,54.78260869565217,58.400000000000006,8.220280654426041,1000000,2448018.7600000002,4.6064887474643434,22.21807593278446
37,7,7,92.86,58.75,35.07462686567165,47.82608695652174,43.925233644859816,-2.7413612238318725,1000000,1345801.1600000001,1.5051673565122936,21.38363751171375
38,7,8,107.14,,0.0,41.73913043478261,,-10.212535016761324,1000000,1000000.0,0.0,0.0
39,8,0,-6.25,58.515283842794766,100.0,58.515283842794766,73.82920110192838,11.616309827261714,1000000,2269108.3200000003,4.207902807821773,69.911552
40,8,1,6.25,58.91089108910891,88.80597014925374,57.20524017467249,70.83333333333333,5.840345133102715,1000000,2076111.8800000001,3.7429820051919416,59.24630700000001
41,8,2,18.75,60.317460317460316,85.07462686567165,58.515283842794766,70.58823529411764,9.613561018998878,1000000,2561572.02,4.845353098336935,42.076409
42,8,3,31.25,60.79545454545454,79.8507462686567,58.07860262008734,69.03225806451611,8.315976402560057,1000000,2523746.92,4.76692310424538,33.9612184868573
43,8,4,43.75,59.88023952095808,74.6268656716418,55.895196506550214,66.44518272425249,7.487681011943373,1000000,2424425.68,4.555541635554583,36.95387300831587
44,8,5,56.25,61.904761904761905,67.91044776119402,56.76855895196506,64.76868327402134,13.210458732364119,1000000,3522767.2800000003,6.539342309407337,30.06828243126859
45,8,6,68.75,63.358778625954194,61.940298507462686,56.76855895196506,62.64150943396226,14.860804530823213,1000000,3560337.3800000004,6.596211133223018,24.269997915819232
46,8,7,81.25,62.28070175438597,52.98507462686567,53.7117903930131,57.25806451612903,5.864121304105323,1000000,2391370.64,4.483364591091865,22.297207523138614
47,8,8,93.75,59.74025974025974,34.32835820895522,48.03493449781659,43.60189573459715,-2.786401766558666,1000000,1392787.28,1.6805449394528882,21.360701331808773
48,8,9,106.25,,0.0,41.48471615720524,,-11.616309827261714,1000000,1000000.0,0.0,0.0
49,9,0,-5.56,58.77192982456141,100.0,58.77192982456141,74.03314917127074,12.019762367857783,1000000,2487113.8400000003,4.689893280176927,67.55147424334945
50,9,1,5.56,58.91089108910891,88.80597014925374,57.01754385964912,70.83333333333333,5.148356543774257,1000000,2196688.16,4.038011714441958,55.171403000000005
51,9,2,16.67,60.20942408376963,85.82089552238806,58.333333333333336,70.76923076923077,8.924389192278731,1000000,2560640.0,4.843433817693343,42.076409
52,9,3,27.78,60.893854748603346,81.34328358208955,58.333333333333336,69.64856230031948,9.839575308463822,1000000,2777354.52,5.272775652078154,33.97275622511732
53,9,4,38.89,59.411764705882355,75.3731343283582,55.26315789473685,66.44736842105263,5.1295775553463425,1000000,2063644.84,3.7115546112442166,36.95387300831587
54,9,5,50.0,61.53846153846154,71.64179104477611,57.01754385964912,66.20689655172413,11.499224847884637,1000000,3358474.8800000004,6.283691492373444,24.51850216853183
55,9,6,61.11,61.80555555555556,66.4179104477612,56.14035087719298,64.02877697841727,13.260058322548291,1000000,3682528.64,6.777306317549514,30.07276574827834
56,9,7,72.22,63.565891472868216,61.19402985074627,56.57894736842105,62.3574144486692,13.580468683297337,1000000,3552646.3600000003,6.584615992415732,22.77165650057493
57,9,8,83.33,62.727272727272734,51.49253731343284,53.50877192982456,56.55737704918033,4.013805200429814,1000000,2143700.04,3.9103024352415305,22.399758037695086
