항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"2,784.1","2,844.2","2,943.5","3,197.6","3,539.6",10.7
유동자산,"1,204.5","1,244.9","1,279.4","1,489.4","1,578.4",6.0
재고자산,384.1,438.2,488.1,497.0,616.0,23.9
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,12.1,18.1,10.1,6.5,16.1,148.6
매출채권및기타채권,689.4,727.8,678.0,902.0,887.4,-1.6
당기법인세자산(선급법인세),,8.2,,,0.3,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,16.5,15.7,24.1,17.0,21.0,23.5
현금및현금성자산,102.4,36.9,79.2,66.9,37.7,-43.7
매각예정비유동자산및처분자산,,,,,,
비유동자산,"1,579.7","1,599.3","1,664.1","1,708.2","1,961.2",14.8
유형자산,"1,305.7","1,303.4","1,353.4","1,429.7","1,729.7",21.0
무형자산,159.4,166.9,110.6,104.1,102.0,-2.0
비유동생물자산,,,,,,
투자부동산,2.7,2.6,2.6,2.5,2.5,-2.0
투자자산,65.0,62.1,54.9,37.1,31.8,-14.3
장기매출채권및기타채권,,,,,,
이연법인세자산,46.8,64.3,81.1,78.9,71.8,-9.0
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,,61.5,55.8,23.3,-58.2
기타금융업자산,,,,,,
*순자산1,"1,150.3","1,178.4","1,099.3","1,144.2","1,211.0",5.8
*순자산2,990.9,"1,011.5",988.7,"1,040.2","1,109.0",6.6
부채총계,"1,633.8","1,665.8","1,844.2","2,053.4","2,328.6",13.4
유동부채,"1,229.4","1,376.5","1,536.5","1,693.5","1,846.2",9.0
단기사채,,,,,,
단기차입금,515.7,650.4,736.2,757.2,934.2,23.4
유동성장기부채,48.2,53.8,30.0,45.0,2.2,-95.0
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,5.2,,,
매입채무및기타채무,656.4,669.0,750.9,859.3,864.5,0.6
유동종업원급여충당부채,,,,,,
단기충당부채,1.8,1.5,6.2,9.5,9.7,1.9
당기법인세부채(미지급법인세),7.3,1.9,8.1,22.5,35.6,58.5
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,,,,,,
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,404.4,289.3,307.7,359.9,482.4,34.0
사채,,,,,,
장기차입금,121.0,52.5,42.5,87.2,163.0,86.9
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,0.2,,29.2,25.0,0.0,-99.9
장기매입채무및기타채무,9.9,12.5,8.0,4.6,33.8,634.0
비유동종업원급여충당부채,94.4,84.5,85.0,96.1,88.3,-8.1
장기충당부채,69.0,11.3,10.8,17.1,14.0,-18.4
이연법인세부채,109.8,128.6,132.1,129.9,106.5,-18.0
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,76.8,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,685.0,756.6,843.1,914.5,"1,099.5",20.2
*순부채,570.6,701.7,753.8,841.2,"1,048.8",24.7
*CAPEX,162.0,121.3,177.1,280.7,368.3,31.2
자본총계,"1,150.3","1,178.4","1,099.3","1,144.2","1,211.0",5.8
지배주주지분,"1,007.8","1,024.0",937.6,965.0,"1,010.3",4.7
자본금,50.0,50.0,50.0,50.0,50.0,0.0
신종자본증권,,,,,,
자본잉여금,23.1,23.1,20.6,20.6,20.6,0.0
기타자본,,,,,,
기타포괄이익누계액,-47.4,-42.1,-42.2,-33.0,2.1,106.4
이익잉여금,982.1,992.9,909.1,927.4,937.5,1.1
*(지배)당기순이익,-15.2,16.6,-61.7,33.7,30.6,-9.3
비지배주주지분,142.6,154.5,161.7,179.2,200.7,12.0
*(비지배)당기순이익,-5.1,6.2,13.1,23.3,22.3,-4.2
수권주식수,"24,000","24,000","24,000","24,000","24,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"10,000","10,000","10,000","10,000","10,000",0
보통주,"10,000","10,000","10,000","10,000","10,000",0
우선주,,,,,,
