항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,902.9,906.8,939.7,952.1,"1,011.5",6.2
유동자산,655.7,652.2,621.7,647.4,693.5,7.1
재고자산,149.3,130.2,161.3,150.8,168.7,11.9
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,72.7,105.0,86.4,79.2,102.2,29.0
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,0.1,,10.2,20.2,32.3,60.1
단기금융자산,27.4,9.4,9.7,2.9,1.6,-44.0
매출채권및기타채권,231.9,265.0,268.0,273.6,280.5,2.5
당기법인세자산(선급법인세),6.1,,0.0,0.0,0.0,-33.3
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,4.0,3.7,9.3,10.6,9.6,-8.9
현금및현금성자산,164.2,138.8,76.9,110.1,98.5,-10.5
매각예정비유동자산및처분자산,,,,,,
비유동자산,247.2,254.6,318.0,304.7,318.0,4.4
유형자산,217.8,208.2,263.6,245.0,263.7,7.6
무형자산,14.9,13.0,12.2,9.7,5.9,-39.7
비유동생물자산,,,,,,
투자부동산,,22.3,22.9,41.9,40.9,-2.2
투자자산,11.6,9.3,10.8,5.6,5.1,-8.9
장기매출채권및기타채권,3.0,1.9,2.5,2.5,2.4,-3.9
이연법인세자산,,,,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,,5.9,,,
기타금융업자산,,,,,,
*순자산1,781.0,798.2,809.8,823.4,860.6,4.5
*순자산2,766.2,785.3,797.6,813.7,854.8,5.0
부채총계,121.9,108.5,129.9,128.7,150.9,17.2
유동부채,88.9,77.8,106.2,94.8,108.9,14.9
단기사채,,,,,,
단기차입금,1.6,2.0,5.6,1.3,2.3,72.7
유동성장기부채,,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,0.2,0.3,0.2,-17.5
매입채무및기타채무,54.5,61.9,88.5,68.2,79.1,15.9
유동종업원급여충당부채,,,,,,
단기충당부채,1.4,0.9,0.8,0.9,0.9,-3.1
당기법인세부채(미지급법인세),,7.2,4.0,3.2,8.9,182.2
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,31.5,5.8,7.1,20.9,17.5,-16.4
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,33.0,30.8,23.6,33.9,42.0,23.6
사채,,,,,,
장기차입금,15.0,15.6,15.4,15.1,27.5,82.4
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,0.4,0.4,0.2,-46.0
장기매입채무및기타채무,4.6,4.6,4.3,5.9,5.8,-0.6
비유동종업원급여충당부채,7.1,4.7,,7.4,0.4,-95.1
장기충당부채,,,,,,
이연법인세부채,6.3,5.9,3.6,5.2,8.0,54.3
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,16.6,17.6,21.6,17.1,30.3,76.8
*순부채,-242.8,-226.6,-151.9,-192.5,-202.8,-5.4
*CAPEX,4.6,18.7,59.6,7.0,22.3,219.9
자본총계,781.0,798.2,809.8,823.4,860.6,4.5
지배주주지분,781.0,798.2,809.8,823.4,859.3,4.4
자본금,162.2,162.2,162.2,162.2,162.2,0.0
신종자본증권,,,,,,
자본잉여금,82.5,82.5,82.5,84.4,84.4,0.0
기타자본,-8.0,-8.0,-8.0,-21.7,-20.9,3.7
기타포괄이익누계액,4.5,4.4,4.9,5.1,8.5,65.8
이익잉여금,539.8,557.2,568.2,593.3,625.1,5.3
*(지배)당기순이익,46.8,33.5,16.2,34.6,40.9,18.1
비지배주주지분,,,,,1.3,
*(비지배)당기순이익,,,,,-0.0,
수권주식수,"80,000","80,000","80,000","80,000","80,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"32,446","32,446","32,446","32,446","32,446",0
보통주,"32,446","32,446","32,446","32,446","32,446",0
우선주,,,,,,
