항목,2017/03,2018/03,2019/03,2020/03,2021/03,전년대비
자산총계,"2,359.5","2,404.4","2,457.6","2,516.8","2,595.8",3.1
유동자산,"1,140.8","1,229.2","1,294.3","1,377.9","1,443.9",4.8
재고자산,169.5,209.7,258.1,272.1,253.4,-6.9
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,435.4,473.5,441.3,444.4,461.7,3.9
매출채권및기타채권,319.9,323.0,367.0,383.9,373.4,-2.7
당기법인세자산(선급법인세),,0.4,17.2,0.0,0.0,-28.4
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,1.3,4.7,2.4,11.5,6.8,-41.2
현금및현금성자산,214.6,218.0,208.3,265.9,348.6,31.1
매각예정비유동자산및처분자산,,,,,,
비유동자산,"1,218.8","1,175.2","1,163.3","1,138.8","1,151.9",1.1
유형자산,"1,073.8","1,071.0","1,050.4","1,003.1",957.6,-4.5
무형자산,11.7,5.0,3.1,7.4,8.3,12.5
비유동생물자산,,,,,,
투자부동산,20.1,,,27.1,26.7,-1.5
투자자산,91.7,75.9,83.3,49.1,91.7,86.7
장기매출채권및기타채권,0.9,1.1,0.9,0.8,0.8,5.7
이연법인세자산,6.9,9.9,13.3,26.2,31.3,19.6
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,13.7,12.1,12.3,25.1,35.4,41.0
기타금융업자산,,,,,,
*순자산1,"2,225.7","2,282.4","2,336.4","2,372.4","2,441.0",2.9
*순자산2,"2,214.1","2,277.4","2,333.3","2,365.1","2,432.7",2.9
부채총계,133.8,122.0,121.1,144.3,154.8,7.3
유동부채,108.3,106.2,101.1,132.8,144.8,9.0
단기사채,,,,,,
단기차입금,,,,,5.0,
유동성장기부채,,,,5.0,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,,2.7,2.0,-26.2
매입채무및기타채무,86.0,89.5,99.2,101.0,112.0,10.9
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),21.1,15.6,0.0,22.1,23.8,7.6
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,1.2,1.1,1.9,2.1,2.1,1.2
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,25.5,15.8,20.0,11.5,10.0,-13.0
사채,,,,,,
장기차입금,,5.0,5.0,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,,3.7,6.6,75.3
장기매입채무및기타채무,0.7,0.7,0.8,1.0,1.0,-6.3
비유동종업원급여충당부채,24.7,10.1,14.3,6.7,2.5,-63.1
장기충당부채,,,,,,
이연법인세부채,,,,,,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,,5.0,5.0,11.4,13.5,18.6
*순부채,-650.1,-686.4,-644.6,-698.9,-796.7,-14.0
*CAPEX,168.8,64.9,58.8,41.6,20.5,-50.9
자본총계,"2,225.7","2,282.4","2,336.4","2,372.4","2,441.0",2.9
지배주주지분,"2,196.6","2,242.7","2,336.4","2,372.4","2,441.0",2.9
자본금,146.0,146.0,146.0,146.0,146.0,0.0
신종자본증권,,,,,,
자본잉여금,217.9,217.9,217.9,217.9,217.9,0.0
기타자본,,,,,,
기타포괄이익누계액,26.1,7.6,12.1,-6.3,18.5,392.2
이익잉여금,"1,806.7","1,871.2","1,960.4","2,014.9","2,058.6",2.2
*(지배)당기순이익,2.9,87.3,150.6,86.9,97.8,12.5
비지배주주지분,29.1,39.8,,,,
*(비지배)당기순이익,5.8,9.4,,,,
수권주식수,"40,000","40,000","40,000","40,000","40,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"29,200","29,200","29,200","29,200","29,200",0
보통주,"29,200","29,200","29,200","29,200","29,200",0
우선주,,,,,,
