항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"6,037.3","6,328.3","5,036.9","5,303.7","5,649.0",6.5
유동자산,"5,653.3","5,948.6","4,622.6","4,891.2","5,161.5",5.5
재고자산,,,,,,
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,3.3,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,605.5,574.2,429.7,286.5,234.0,-18.3
매출채권및기타채권,"4,115.6","3,749.3","3,137.5","3,315.9","3,638.3",9.7
당기법인세자산(선급법인세),10.2,12.5,9.7,10.3,11.5,11.2
계약자산,,14.1,115.0,89.1,95.7,7.4
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,115.1,"1,174.7",368.8,496.9,570.8,14.9
현금및현금성자산,806.9,420.4,562.0,692.6,611.3,-11.7
매각예정비유동자산및처분자산,,,,,,
비유동자산,384.0,379.7,414.3,412.4,487.4,18.2
유형자산,50.0,58.9,47.7,41.5,47.1,13.7
무형자산,119.1,112.6,124.2,146.8,149.9,2.1
비유동생물자산,,,,,,
투자부동산,,,,,,
투자자산,23.9,12.1,2.5,2.4,2.4,-1.0
장기매출채권및기타채권,40.6,40.2,7.0,2.4,10.1,321.0
이연법인세자산,150.4,155.9,173.3,145.6,162.5,11.6
장기당기법인세자산,,,,0.4,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,,59.5,73.3,115.4,57.4
기타금융업자산,,,,,,
*순자산1,"1,218.9","1,304.2","1,429.1","1,453.3","1,611.6",10.9
*순자산2,"1,099.8","1,191.6","1,304.9","1,306.5","1,461.8",11.9
부채총계,"4,818.4","5,024.0","3,607.8","3,850.4","4,037.3",4.9
유동부채,"4,727.5","4,914.6","3,538.5","3,772.2","3,942.7",4.5
단기사채,,,,,,
단기차입금,47.0,98.6,9.2,20.5,101.0,392.2
유동성장기부채,,,0.1,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,0.5,0.4,42.5,50.5,55.1,9.0
매입채무및기타채무,"4,602.9","3,617.4","2,994.0","3,034.6","3,086.5",1.7
유동종업원급여충당부채,,,,,,
단기충당부채,,,5.3,78.0,41.0,-47.4
당기법인세부채(미지급법인세),39.6,44.5,28.5,53.3,68.1,27.9
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,37.4,"1,153.7",458.9,535.3,590.9,10.4
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,91.0,109.4,69.3,78.2,94.7,21.0
사채,,0.1,,,,
장기차입금,0.1,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,16.9,23.2,60.9,163.1
장기매입채무및기타채무,,,4.9,2.4,,
비유동종업원급여충당부채,84.8,102.3,44.4,50.6,30.2,-40.4
장기충당부채,6.0,7.0,3.0,2.0,3.6,76.0
이연법인세부채,,,,,,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,47.1,98.7,68.7,94.2,217.1,130.4
*순부채,"-1,364.4",-898.2,-922.1,-884.9,-628.3,29.0
*CAPEX,25.5,25.6,25.5,16.1,14.6,-9.4
자본총계,"1,218.9","1,304.2","1,429.1","1,453.3","1,611.6",10.9
지배주주지분,"1,218.6","1,304.0","1,428.9","1,453.1","1,611.3",10.9
자본금,175.7,175.7,175.7,175.7,175.7,0.0
신종자본증권,,,,,,
자본잉여금,550.2,550.2,550.2,550.2,550.2,0.0
기타자본,-92.1,-92.1,-92.1,-92.1,-92.1,0.0
기타포괄이익누계액,-11.3,-13.7,-3.9,-24.7,-1.2,95.3
이익잉여금,596.1,683.8,798.9,843.9,978.6,16.0
*(지배)당기순이익,116.7,152.8,152.6,90.4,173.0,91.4
비지배주주지분,0.3,0.2,0.3,0.2,0.3,42.3
*(비지배)당기순이익,-0.0,-0.0,0.0,-0.0,0.1,425.6
수권주식수,"50,000","50,000","50,000","50,000","50,000",0
1주당금액,"1,000","1,000","1,000","1,000","1,000",0
발행주식수,"16,567","16,567","16,567","16,567","16,567",0
보통주,"16,567","16,567","16,567","16,567","16,567",0
우선주,,,,,,
