항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"2,550.8","2,312.7","1,658.1","1,463.2","2,385.7",63.0
유동자산,"1,026.2",784.3,959.7,957.4,"1,201.1",25.5
재고자산,4.3,4.0,3.5,0.6,3.1,386.0
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,49.3,,499.7,107.4,-78.5
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,11.1,69.0,521.6
단기금융자산,280.1,283.1,79.1,40.0,,
매출채권및기타채권,232.1,256.4,218.8,164.1,113.6,-30.8
당기법인세자산(선급법인세),0.0,0.0,0.0,0.1,0.2,262.8
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,28.7,25.7,27.2,20.9,56.8,171.2
현금및현금성자산,480.9,165.8,377.7,220.9,99.0,-55.2
매각예정비유동자산및처분자산,,,253.4,,752.1,
비유동자산,"1,524.6","1,528.5",698.4,505.8,"1,184.6",134.2
유형자산,42.6,41.9,107.3,68.0,239.0,251.6
무형자산,"1,104.0",970.4,397.7,172.0,126.3,-26.6
비유동생물자산,,,,,,
투자부동산,33.0,33.0,33.0,,38.9,
투자자산,272.5,330.9,82.6,207.8,705.0,239.3
장기매출채권및기타채권,,,,,,
이연법인세자산,42.2,60.7,54.4,33.8,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,30.3,91.4,23.3,24.2,75.4,211.9
기타금융업자산,,,,,,
*순자산1,"2,277.2","2,045.8","1,368.5","1,186.6","1,181.8",-0.4
*순자산2,"1,173.2","1,075.4",970.8,"1,014.6","1,055.5",4.0
부채총계,273.6,266.9,289.6,276.6,"1,203.9",335.3
유동부채,235.4,224.0,190.4,166.7,"1,184.6",610.5
단기사채,,,,,943.7,
단기차입금,,,,,4.3,
유동성장기부채,20.0,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,38.5,74.7,94.3
유동금융부채,,64.4,97.1,21.4,7.0,-67.5
매입채무및기타채무,157.8,73.3,41.3,21.5,27.3,26.6
유동종업원급여충당부채,,,,,,
단기충당부채,,,,28.2,30.9,9.5
당기법인세부채(미지급법인세),11.2,41.9,4.6,9.3,2.8,-70.2
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,46.5,44.5,47.4,47.8,93.9,96.4
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,38.1,42.9,99.2,109.8,19.3,-82.4
사채,,,,,,
장기차입금,,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,5.8,12.4,114.4
비유동금융부채,5.7,6.7,65.2,34.2,5.4,-84.1
장기매입채무및기타채무,,,,,,
비유동종업원급여충당부채,29.0,32.6,30.1,33.4,,
장기충당부채,3.4,3.6,3.9,34.4,,
이연법인세부채,,,,,0.3,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,2.0,1.1,-44.3
기타금융업부채,,,,,,
*이자발생부채,20.0,,81.5,99.9,"1,047.6",948.7
*순부채,-726.0,-355.1,-336.3,-671.8,772.2,214.9
*CAPEX,27.7,11.2,2.0,1.0,220.3,"22,551.8"
자본총계,"2,277.2","2,045.8","1,368.5","1,186.6","1,181.8",-0.4
지배주주지분,"2,261.3","2,027.8","1,364.0","1,182.2","1,149.1",-2.8
자본금,725.8,731.2,731.2,731.2,731.2,0.0
신종자본증권,,,,,,
자본잉여금,898.8,913.3,913.3,913.3,972.5,6.5
기타자본,-41.8,-41.8,-41.8,-41.8,-50.8,-21.3
기타포괄이익누계액,5.8,6.3,6.0,5.6,17.7,218.8
이익잉여금,672.7,418.8,-244.7,-426.0,-521.6,-22.4
*(지배)당기순이익,25.0,-101.0,-662.1,-182.4,-101.5,44.4
비지배주주지분,16.0,18.0,4.6,4.4,32.7,637.9
*(비지배)당기순이익,1.4,2.0,-0.7,-0.1,0.5,471.3
수권주식수,"400,000","400,000","400,000","400,000","600,000",50
1주당금액,500,500,500,500,500,0
발행주식수,"145,153","146,236","146,236","146,236","146,236",0
보통주,"145,153","146,236","146,236","146,236","146,236",0
우선주,,,,,,
