항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,976.9,"1,222.3","1,332.5","1,210.3","1,146.6",-5.3
유동자산,671.4,947.9,946.2,792.6,765.8,-3.4
재고자산,50.7,84.5,81.6,73.4,82.5,12.4
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,125.8,33.7,0.2,115.6,"50,260.4"
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,0.2,0.2,0.0,,
상각후원가측정금융자산,,,,,,
단기금융자산,135.0,182.2,230.0,210.0,210.0,0.0
매출채권및기타채권,392.3,247.8,409.7,233.9,199.7,-14.6
당기법인세자산(선급법인세),,,11.2,,4.4,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,7.8,2.0,14.6,12.5,29.8,138.0
현금및현금성자산,85.5,305.4,165.2,262.6,123.8,-52.9
매각예정비유동자산및처분자산,,,,,,
비유동자산,305.6,274.3,386.3,417.7,380.7,-8.8
유형자산,109.9,136.7,146.2,143.4,138.8,-3.2
무형자산,26.5,26.5,24.7,25.1,24.9,-0.9
비유동생물자산,,,,,,
투자부동산,1.0,0.9,0.9,0.9,0.9,-2.0
투자자산,149.1,100.0,171.9,198.0,159.2,-19.6
장기매출채권및기타채권,19.1,6.1,6.6,14.4,18.1,25.2
이연법인세자산,,,,5.4,14.5,170.8
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,4.0,36.0,30.5,24.4,-20.0
기타금융업자산,,,,,,
*순자산1,770.0,"1,091.2","1,069.5","1,014.3",970.9,-4.3
*순자산2,743.5,"1,064.6","1,044.8",989.2,946.1,-4.4
부채총계,206.9,131.1,263.0,196.0,175.6,-10.4
유동부채,194.0,116.5,227.8,168.5,157.8,-6.4
단기사채,,,,,,
단기차입금,,,,5.0,5.0,0.0
유동성장기부채,,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,0.1,,8.1,8.2,8.7,5.4
매입채무및기타채무,147.4,97.7,212.7,114.9,110.6,-3.7
유동종업원급여충당부채,,,,,,
단기충당부채,,0.2,1.1,22.7,32.5,43.4
당기법인세부채(미지급법인세),39.1,18.6,,9.5,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,7.5,,6.0,8.2,1.0,-88.2
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,12.9,14.6,35.2,27.5,17.8,-35.0
사채,,,,,,
장기차입금,,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,0.0,,24.3,19.3,13.6,-29.5
장기매입채무및기타채무,,,,1.7,,
비유동종업원급여충당부채,3.1,5.1,7.4,5.4,2.6,-51.5
장기충당부채,3.9,3.2,2.4,1.1,1.7,48.2
이연법인세부채,5.8,6.3,1.1,,,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,,,32.4,32.5,27.2,-16.2
*순부채,-220.5,-613.6,-396.7,-440.3,-422.1,4.1
*CAPEX,14.5,27.0,16.3,5.3,3.1,-42.5
자본총계,770.0,"1,091.2","1,069.5","1,014.3",970.9,-4.3
지배주주지분,770.0,"1,091.2","1,069.5","1,014.3",970.9,-4.3
자본금,31.1,38.1,38.1,38.1,38.1,0.0
신종자본증권,,,,,,
자본잉여금,23.5,223.1,223.1,223.1,223.1,0.0
기타자본,,,-11.6,-68.5,-68.5,0.0
기타포괄이익누계액,14.7,9.6,11.3,16.0,14.1,-11.8
이익잉여금,700.8,820.4,808.6,805.7,764.2,-5.2
*(지배)당기순이익,168.5,144.5,21.2,17.6,-32.1,-282.1
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"1,000","40,000","40,000","40,000","40,000",0
1주당금액,"5,000",500,500,500,500,0
발행주식수,622,"7,622","7,622","7,622","7,622",0
보통주,622,"7,622","7,622","7,622","7,622",0
우선주,,,,,,
