항목,"2017/12
(IFRS별도)",2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"6,458.0","6,538.5","6,971.9","7,021.2","7,424.8",5.8
유동자산,"2,124.0","2,129.4","2,107.3","2,029.9","2,326.8",14.6
재고자산,12.8,5.0,6.6,10.6,17.3,63.1
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,200.7,331.3,65.1
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,318.0,353.5,304.2,105.9,5.9,-94.4
매출채권및기타채권,"1,702.5","1,700.7","1,697.7","1,581.1","1,813.9",14.7
당기법인세자산(선급법인세),,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,7.0,4.3,4.1,3.6,6.7,84.4
현금및현금성자산,83.8,65.9,94.8,128.0,151.8,18.6
매각예정비유동자산및처분자산,,,,,,
비유동자산,"4,334.0","4,409.1","4,864.6","4,991.3","5,098.0",2.1
유형자산,"4,154.9","4,238.2","4,470.7","4,606.8","4,720.1",2.5
무형자산,23.4,19.5,15.9,12.8,10.0,-21.6
비유동생물자산,,,,,,
투자부동산,17.5,16.9,16.3,15.7,15.1,-3.8
투자자산,126.2,110.8,102.5,89.0,88.8,-0.3
장기매출채권및기타채권,,,,,,
이연법인세자산,12.0,21.6,34.3,49.5,49.1,-0.8
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,2.1,224.8,217.5,214.8,-1.2
기타금융업자산,,,,,,
*순자산1,"3,001.8","3,019.9","3,064.8","3,144.1","3,173.4",0.9
*순자산2,"2,978.4","3,000.4","3,048.8","3,131.3","3,163.4",1.0
부채총계,"3,456.2","3,518.6","3,907.2","3,877.1","4,251.4",9.7
유동부채,"2,702.5","2,173.4","2,298.9","2,775.5","2,477.0",-10.8
단기사채,,,,,,
단기차입금,200.0,200.0,250.0,400.0,276.0,-31.0
유동성장기부채,531.3,25.9,23.1,519.4,14.5,-97.2
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,16.1,15.9,17.1,8.0
매입채무및기타채무,"1,942.2","1,933.1","1,945.2","1,718.0","2,165.7",26.1
유동종업원급여충당부채,,,,,,
단기충당부채,,,26.8,80.9,,
당기법인세부채(미지급법인세),25.7,13.2,32.9,38.7,3.6,-90.6
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,3.3,1.1,4.8,2.6,,
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,753.7,"1,345.2","1,608.3","1,101.5","1,774.4",61.1
사채,,498.6,499.3,,598.4,
장기차입금,105.6,83.1,61.9,44.2,31.2,-29.4
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,209.5,206.0,204.7,-0.7
장기매입채무및기타채무,33.1,38.3,41.7,43.7,39.5,-9.7
비유동종업원급여충당부채,7.5,22.7,38.2,4.8,8.1,68.8
장기충당부채,,,,,76.1,
이연법인세부채,,,,,,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,607.5,702.4,757.7,802.8,816.5,1.7
기타금융업부채,,,,,,
*이자발생부채,836.9,807.6,"1,059.9","1,185.4","1,141.9",-3.7
*순부채,436.6,389.5,662.6,752.7,654.6,-13.0
*CAPEX,452.1,404.0,465.4,397.0,365.9,-7.8
자본총계,"3,001.8","3,019.9","3,064.8","3,144.1","3,173.4",0.9
지배주주지분,"3,001.8","3,019.9","3,064.8","3,144.1","3,173.4",0.9
자본금,275.0,275.0,275.0,275.0,275.0,0.0
신종자본증권,,,,,,
자본잉여금,"2,058.1","2,058.1","2,058.1","2,058.1","2,058.1",0.0
기타자본,,,,,-19.7,
기타포괄이익누계액,-0.0,-2.3,-6.6,-16.7,-19.5,-17.1
이익잉여금,668.8,689.1,738.3,827.7,879.7,6.3
*(지배)당기순이익,148.5,129.0,130.3,141.3,119.1,-15.7
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"80,000","80,000","80,000","80,000","80,000",0
1주당금액,"1,000","1,000","1,000","1,000","1,000",0
발행주식수,"27,500","27,500","27,500","27,500","27,500",0
보통주,"27,500","27,500","27,500","27,500","27,500",0
우선주,,,,,,
