항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"40,593.5","39,892.9","38,367.0","39,049.8","42,363.0",8.5
유동자산,"11,288.5","10,837.1","8,051.3","9,178.5","13,188.2",43.7
재고자산,"1,379.0","1,648.7","1,768.3","1,893.9","1,906.3",0.7
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,902.1,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,"1,156.8",126.5,164.7,506.8,"2,300.4",353.9
매출채권및기타채권,"5,248.9","4,615.3","3,774.8","3,464.3","3,486.7",0.7
당기법인세자산(선급법인세),3.4,0.3,2.9,5.8,4.4,-24.2
계약자산,,,,,,
반품(환불)자산,,,,12.8,14.5,13.1
배출권,,,,,,
기타유동자산,456.9,448.2,670.2,633.4,715.6,13.0
현금및현금성자산,"3,043.5","3,096.1","1,670.4","2,661.4","4,760.2",78.9
매각예정비유동자산및처분자산,,,,,,
비유동자산,"29,305.0","29,055.7","30,315.8","29,871.3","29,174.8",-2.3
유형자산,"20,660.0","20,513.2","20,532.6","20,027.9","19,588.6",-2.2
무형자산,"7,235.2","7,160.7","7,116.9","7,103.9","7,105.8",0.0
비유동생물자산,,,,,,
투자부동산,245.2,244.0,242.8,738.3,732.0,-0.9
투자자산,665.4,715.2,598.4,622.6,514.0,-17.4
장기매출채권및기타채권,465.2,396.0,333.5,131.3,102.9,-21.6
이연법인세자산,33.7,26.0,52.8,387.5,362.4,-6.5
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,0.2,0.6,"1,438.8",859.8,769.2,-10.5
기타금융업자산,,,,,,
*순자산1,"11,349.7","10,957.9","9,825.6","10,603.8","10,873.8",2.5
*순자산2,"4,114.4","3,797.1","2,708.8","3,500.0","3,768.0",7.7
부채총계,"29,243.8","28,935.0","28,541.4","28,446.0","31,489.2",10.7
유동부채,"21,612.8","21,884.6","16,587.4","18,387.0","23,548.2",28.1
단기사채,,,,,,
단기차입금,"7,819.5","7,666.6","6,137.9","5,944.0","6,704.1",12.8
유동성장기부채,"3,398.3","4,148.2","1,980.8","3,289.5","3,940.0",19.8
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,1.0,4.2,177.8,182.6,153.7,-15.8
매입채무및기타채무,"10,054.8","9,907.9","8,074.9","8,517.2","12,495.1",46.7
유동종업원급여충당부채,,,,,,
단기충당부채,,,41.8,5.9,15.4,160.9
당기법인세부채(미지급법인세),265.3,95.5,134.4,363.6,154.9,-57.4
계약부채,,,,,,
반품(환불)부채,,,,33.5,34.8,3.9
배출부채,,,,,,
기타유동부채,73.9,62.2,39.8,50.7,50.2,-1.0
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,"7,631.0","7,050.4","11,954.0","10,059.0","7,941.1",-21.1
사채,"5,568.3","4,599.0","6,713.5","5,517.5","4,717.5",-14.5
장기차입금,1.8,487.8,"1,634.2","1,058.6",96.8,-90.8
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,5.2,"1,284.9","1,208.7","1,093.5",-9.5
장기매입채무및기타채무,716.6,517.0,610.6,637.4,579.1,-9.1
비유동종업원급여충당부채,"1,038.2","1,214.8","1,523.7","1,402.1","1,253.5",-10.6
장기충당부채,,,,,,
이연법인세부채,250.1,210.8,179.1,226.6,193.3,-14.7
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,56.0,15.9,8.1,8.2,7.3,-10.8
기타금융업부채,,,,,,
*이자발생부채,"16,787.9","16,901.6","17,921.2","17,159.9","16,705.7",-2.6
*순부채,"12,589.4","12,777.5","16,129.7","14,112.2","9,800.6",-30.6
*CAPEX,931.4,"1,204.8","1,610.9","1,522.0","1,351.3",-11.2
자본총계,"11,349.7","10,957.9","9,825.6","10,603.8","10,873.8",2.5
지배주주지분,"4,972.8","4,842.0","4,356.1","4,928.9","5,139.7",4.3
자본금,"1,183.9","1,183.9","1,183.9","1,183.9","1,183.9",0.0
신종자본증권,,,,,,
자본잉여금,"5,622.9","5,623.9","5,629.4","5,627.1","5,621.3",-0.1
기타자본,"-1,003.7",-957.9,"-1,006.7","-1,014.0","-1,046.9",-3.3
기타포괄이익누계액,"-6,737.7","-6,742.4","-6,718.7","-6,724.5","-6,719.5",0.1
이익잉여금,"5,907.4","5,734.6","5,268.2","5,856.3","6,100.9",4.2
*(지배)당기순이익,-143.9,-27.1,-213.8,644.6,326.2,-49.4
비지배주주지분,"6,376.9","6,115.9","5,469.5","5,674.9","5,734.0",1.0
*(비지배)당기순이익,67.8,113.6,-187.5,432.3,347.3,-19.6
수권주식수,"100,000","100,000","100,000","100,000","100,000",0
1주당금액,"5,000","5,000","5,000","5,000","5,000",0
발행주식수,"23,678","23,678","23,678","23,678","23,678",0
보통주,"23,207","23,207","23,207","23,207","23,207",0
우선주,471,471,471,471,471,0
