항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"3,107.7","3,275.3","3,717.0","4,221.1","4,590.1",8.7
유동자산,"2,179.0","2,329.3","2,657.6","3,172.3","3,501.0",10.4
재고자산,685.4,450.3,420.8,408.6,604.6,48.0
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,77.4,465.7,506.3,856.1,69.1
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,963.1,"1,181.5","1,202.4","1,556.8","1,410.0",-9.4
매출채권및기타채권,428.7,503.3,495.8,615.7,521.4,-15.3
당기법인세자산(선급법인세),,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,7.4,6.5,3.9,2.3,1.6,-32.7
현금및현금성자산,94.4,110.2,68.9,82.5,107.3,30.0
매각예정비유동자산및처분자산,,,,,,
비유동자산,928.7,946.1,"1,059.4","1,048.8","1,089.2",3.9
유형자산,462.7,481.5,475.3,457.9,474.4,3.6
무형자산,9.5,10.3,10.2,10.1,10.2,0.5
비유동생물자산,,,,,,
투자부동산,232.5,230.2,227.3,225.0,223.3,-0.8
투자자산,219.4,219.4,338.9,345.3,372.6,7.9
장기매출채권및기타채권,,,,,,
이연법인세자산,,,,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,4.6,4.8,7.7,10.5,8.7,-17.8
기타금융업자산,,,,,,
*순자산1,"2,715.7","2,928.4","3,287.5","3,755.8","4,064.2",8.2
*순자산2,"2,706.3","2,918.1","3,277.3","3,745.7","4,054.1",8.2
부채총계,392.0,346.9,429.5,465.3,525.9,13.0
유동부채,289.3,255.1,309.1,334.1,408.4,22.3
단기사채,,,,,,
단기차입금,137.4,118.2,123.5,129.3,216.5,67.4
유동성장기부채,,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,2.1,,2.6,2.4,1.1,-54.3
매입채무및기타채무,101.6,83.7,101.0,97.4,130.5,34.0
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),45.0,52.6,80.7,98.6,54.0,-45.3
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,3.1,0.7,1.3,6.4,6.4,1.0
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,102.7,91.8,120.4,131.2,117.5,-10.4
사채,,,,,,
장기차입금,,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,3.4,1.0,,
장기매입채무및기타채무,18.7,18.6,18.4,18.4,20.0,8.7
비유동종업원급여충당부채,5.0,1.2,,,,
장기충당부채,,,,,,
이연법인세부채,79.0,72.0,98.7,111.8,97.5,-12.8
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,137.4,118.2,129.3,132.7,217.5,63.9
*순부채,-920.1,"-1,250.9","-1,607.8","-2,012.9","-2,155.9",-7.1
*CAPEX,27.8,56.5,30.0,24.5,45.4,85.3
자본총계,"2,715.7","2,928.4","3,287.5","3,755.8","4,064.2",8.2
지배주주지분,"2,715.7","2,928.4","3,287.5","3,755.8","4,064.2",8.2
자본금,150.0,150.0,150.0,150.0,150.0,0.0
신종자본증권,,,,,,
자본잉여금,437.3,437.3,437.3,437.3,437.3,0.0
기타자본,,-17.2,-75.7,-78.2,-78.2,0.0
기타포괄이익누계액,-3.0,-3.5,-2.4,-1.4,9.8,784.9
이익잉여금,"2,131.5","2,361.9","2,778.3","3,248.2","3,545.3",9.2
*(지배)당기순이익,249.3,252.9,442.0,499.1,331.4,-33.6
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"6,000","6,000","6,000","6,000","6,000",0
1주당금액,"5,000","5,000","5,000","5,000","5,000",0
발행주식수,"3,000","3,000","3,000","3,000","3,000",0
보통주,"3,000","3,000","3,000","3,000","3,000",0
우선주,,,,,,
