항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,684.8,981.9,"1,000.3","1,355.4","2,203.2",62.5
유동자산,553.2,809.5,506.2,749.0,773.8,3.3
재고자산,119.3,120.0,137.8,164.2,152.2,-7.3
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,165.3,235.3,45.3,79.6,74.1,-6.9
매출채권및기타채권,202.3,201.3,195.9,240.2,201.2,-16.2
당기법인세자산(선급법인세),0.0,0.0,1.8,0.0,0.4,"110,590.1"
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,14.4,28.8,11.4,5.9,9.3,58.2
현금및현금성자산,51.8,224.1,113.9,259.2,336.6,29.9
매각예정비유동자산및처분자산,,,,,,
비유동자산,131.6,172.4,494.2,606.4,"1,429.4",135.7
유형자산,88.4,86.2,156.0,172.1,349.0,102.8
무형자산,10.5,11.0,10.5,19.4,44.3,129.0
비유동생물자산,,,,,,
투자부동산,,,,,105.3,
투자자산,25.4,36.0,261.1,377.1,922.1,144.6
장기매출채권및기타채권,7.3,7.2,7.8,5.3,8.6,61.3
이연법인세자산,,32.0,43.0,32.5,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,,15.9,0.0,0.1,69.5
기타금융업자산,,,,,,
*순자산1,510.5,568.5,562.5,835.7,"1,269.3",51.9
*순자산2,500.1,557.4,552.0,816.3,"1,225.0",50.1
부채총계,174.3,413.5,437.9,519.7,933.9,79.7
유동부채,100.9,329.7,303.4,376.9,711.2,88.7
단기사채,,191.2,176.0,198.2,449.9,127.0
단기차입금,,,,,11.7,
유동성장기부채,,,,,7.8,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,16.0,7.5,40.0,74.4,86.3
매입채무및기타채무,81.2,84.5,104.7,118.7,152.9,28.8
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),11.0,23.3,1.0,5.4,,
계약부채,,3.7,2.8,4.2,4.0,-5.1
반품(환불)부채,7.0,5.6,9.3,9.3,9.3,0.1
배출부채,,,,,,
기타유동부채,1.7,5.4,2.1,1.1,1.3,17.3
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,73.4,83.8,134.5,142.9,222.7,55.9
사채,,,,,,
장기차입금,2.3,2.1,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,14.3,10.2,5.8,-43.2
장기매입채무및기타채무,,,,,0.3,
비유동종업원급여충당부채,63.5,80.0,119.3,131.7,138.2,4.9
장기충당부채,,,1.0,1.0,0.8,-22.4
이연법인세부채,6.3,,,,77.7,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,1.4,1.7,,,,
기타금융업부채,,,,,,
*이자발생부채,2.3,193.3,197.8,214.0,480.1,124.3
*순부채,-214.8,-266.1,38.5,-90.4,138.2,252.8
*CAPEX,15.4,8.9,61.6,43.4,307.5,608.7
자본총계,510.5,568.5,562.5,835.7,"1,269.3",51.9
지배주주지분,509.8,567.4,561.0,835.3,"1,269.4",52.0
자본금,56.4,57.9,58.4,73.6,76.2,3.5
신종자본증권,,,,,,
자본잉여금,362.3,395.3,412.4,592.3,655.0,10.6
기타자본,2.0,-8.5,-8.5,-8.5,-8.5,0.0
기타포괄이익누계액,,,-8.3,-24.9,17.0,168.1
이익잉여금,89.0,122.8,106.9,202.8,529.7,161.2
*(지배)당기순이익,43.2,44.7,3.0,92.2,324.7,252.0
비지배주주지분,0.8,1.0,1.4,0.4,-0.1,-117.3
*(비지배)당기순이익,1.1,0.3,-0.7,-1.0,-0.5,47.5
수권주식수,"150,000","150,000","150,000","150,000","300,000",100
1주당금액,500,500,500,500,500,0
발행주식수,"11,288","11,570","11,686","14,713","15,233",4
보통주,"11,288","11,570","11,686","14,713","15,233",4
우선주,,,,,,
