항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"7,257.7","7,467.7","7,686.0","8,091.3","8,459.5",4.5
유동자산,"1,813.4","2,070.1","2,443.0","2,810.2","3,182.2",13.2
재고자산,417.2,400.1,338.3,261.3,689.5,163.9
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,463.4,887.3,"1,286.7","1,261.8",-1.9
단기금융자산,200.7,200.4,295.2,150.4,149.4,-0.7
매출채권및기타채권,"1,094.7",930.8,854.4,852.8,938.6,10.1
당기법인세자산(선급법인세),,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,40.9,37.1,28.4,12.9,20.5,58.4
현금및현금성자산,59.9,38.2,39.3,246.1,122.4,-50.3
매각예정비유동자산및처분자산,,,,,,
비유동자산,"5,444.2","5,397.7","5,243.1","5,281.1","5,277.4",-0.1
유형자산,"5,295.7","5,343.5","5,176.4","5,169.6","5,079.8",-1.7
무형자산,40.7,38.8,38.8,45.6,42.1,-7.8
비유동생물자산,,,,,,
투자부동산,,,,,10.0,
투자자산,107.7,15.3,11.5,36.1,100.8,179.6
장기매출채권및기타채권,,,,,,
이연법인세자산,,,,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,0.1,0.1,16.4,29.9,44.7,49.4
기타금융업자산,,,,,,
*순자산1,"4,155.6","5,064.9","5,737.9","5,994.9","6,268.0",4.6
*순자산2,"4,114.8","5,026.1","5,699.1","5,949.3","6,225.9",4.7
부채총계,"3,102.1","2,402.9","1,948.2","2,096.4","2,191.5",4.5
유동부채,"2,185.4","1,478.4","1,037.0","1,196.3","1,124.6",-6.0
단기사채,,,,,,
단기차입금,"1,307.6",662.3,299.7,435.9,349.6,-19.8
유동성장기부채,169.4,112.0,158.7,144.2,103.2,-28.5
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,12.2,9.8,6.9,6.6,-4.6
유동금융부채,1.3,2.0,2.0,2.0,1.1,-44.3
매입채무및기타채무,642.0,425.8,414.4,506.1,559.1,10.5
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),56.9,256.1,143.3,84.6,93.5,10.6
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,4.6,1.7,-63.5
기타유동부채,8.3,8.0,9.0,12.0,9.7,-18.7
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,916.7,924.5,911.2,900.2,"1,067.0",18.5
사채,,,,,271.5,
장기차입금,358.6,398.2,351.1,333.0,233.5,-29.9
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,35.9,36.8,35.6,37.0,3.8
비유동금융부채,,,5.3,19.1,28.5,49.6
장기매입채무및기타채무,38.2,,,,,
비유동종업원급여충당부채,23.7,20.3,63.8,86.6,49.5,-42.9
장기충당부채,,,,,,
이연법인세부채,496.2,470.1,454.2,425.9,447.0,5.0
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,"1,835.5","1,220.6",861.4,974.7,"1,029.9",5.7
*순부채,"1,645.3",719.0,-65.2,-558.1,-354.4,36.5
*CAPEX,239.5,348.9,163.3,345.9,167.2,-51.7
자본총계,"4,155.6","5,064.9","5,737.9","5,994.9","6,268.0",4.6
지배주주지분,"2,752.9","3,643.5","4,184.4","4,547.4","5,020.2",10.4
자본금,201.5,201.5,201.5,201.5,201.5,0.0
신종자본증권,,,,,,
자본잉여금,67.3,187.8,210.0,283.9,461.9,62.7
기타자본,,,,-111.7,-317.9,-184.5
기타포괄이익누계액,1.0,0.0,-1.1,-3.0,-11.8,-288.2
이익잉여금,"2,483.2","3,254.2","3,774.0","4,176.9","4,686.6",12.2
*(지배)당기순이익,273.4,792.8,558.1,424.3,541.1,27.5
비지배주주지분,"1,402.7","1,421.3","1,553.5","1,447.4","1,247.8",-13.8
*(비지배)당기순이익,-1.7,191.6,164.6,32.8,63.2,92.9
수권주식수,"10,000","10,000","10,000","10,000","10,000",0
1주당금액,"5,000","5,000","5,000","5,000","5,000",0
발행주식수,"4,030","4,030","4,030","4,030","4,030",0
보통주,"4,030","4,030","4,030","4,030","4,030",0
우선주,,,,,,
