항목,2017/06,2018/06,2019/06,2020/06,2021/06,전년대비
자산총계,"2,494.2","2,520.5","2,492.7","2,497.5","2,582.4",3.4
유동자산,"1,521.8","1,613.4","1,649.4","1,531.4","1,534.8",0.2
재고자산,248.7,265.5,250.3,233.3,210.5,-9.8
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,1.6,15.8,64.4,306.9
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,627.0,627.9,666.3,581.3,374.8,-35.5
매출채권및기타채권,595.1,651.6,658.2,644.6,655.9,1.8
당기법인세자산(선급법인세),,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,5.5,9.6,12.6,3.7,4.0,9.1
현금및현금성자산,45.5,58.7,60.4,52.7,192.0,264.3
매각예정비유동자산및처분자산,,,,,33.3,
비유동자산,972.4,907.2,843.2,966.1,"1,047.6",8.4
유형자산,641.5,592.5,519.6,491.2,482.1,-1.8
무형자산,9.6,9.6,9.4,9.4,0.5,-94.7
비유동생물자산,,,,,,
투자부동산,232.2,231.5,236.9,236.2,202.1,-14.4
투자자산,77.5,67.2,70.9,218.4,354.6,62.4
장기매출채권및기타채권,11.5,6.4,6.4,6.5,6.4,-0.3
이연법인세자산,,,,1.8,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,,,2.8,1.9,-34.1
기타금융업자산,,,,,,
*순자산1,"2,287.7","2,301.2","2,303.9","2,323.0","2,330.6",0.3
*순자산2,"2,278.1","2,291.6","2,294.5","2,313.6","2,330.1",0.7
부채총계,206.5,219.3,188.8,174.5,251.8,44.3
유동부채,164.4,182.5,159.2,145.2,210.2,44.7
단기사채,,,,,,
단기차입금,7.1,11.9,8.0,1.0,1.8,76.3
유동성장기부채,,,,0.9,0.8,-5.2
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,,,,
매입채무및기타채무,153.5,164.5,147.8,139.7,187.7,34.4
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),3.4,5.4,2.8,3.2,4.0,26.0
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,0.4,0.7,0.6,0.4,15.8,"3,668.4"
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,42.1,36.8,29.6,29.3,41.6,42.0
사채,,,,,,
장기차입금,,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,,2.0,1.1,-46.2
장기매입채무및기타채무,11.4,11.4,12.8,12.7,12.8,0.5
비유동종업원급여충당부채,21.3,17.9,11.7,14.6,7.6,-47.8
장기충당부채,,,,,,
이연법인세부채,9.3,7.5,5.1,,20.2,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,7.1,11.9,8.0,3.9,3.7,-4.0
*순부채,-665.4,-674.6,-720.3,-645.9,-627.5,2.9
*CAPEX,11.9,15.8,2.7,8.1,9.8,21.6
자본총계,"2,287.7","2,301.2","2,303.9","2,323.0","2,330.6",0.3
지배주주지분,"2,287.7","2,301.2","2,303.9","2,323.0","2,330.6",0.3
자본금,41.5,41.5,41.5,41.5,41.5,0.0
신종자본증권,,,,,,
자본잉여금,"1,259.4","1,259.4","1,259.4","1,259.4","1,259.4",0.0
기타자본,-187.2,-195.9,-192.9,-173.6,-200.9,-15.7
기타포괄이익누계액,10.5,7.7,6.2,0.6,27.6,"4,886.3"
이익잉여금,"1,163.5","1,188.5","1,189.6","1,195.1","1,203.0",0.7
*(지배)당기순이익,41.8,26.7,10.7,12.7,8.7,-31.9
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"10,000","10,000","10,000","10,000","10,000",0
1주당금액,"1,000","1,000","1,000","1,000","1,000",0
발행주식수,"4,150","4,150","4,150","4,150","4,150",0
보통주,"4,150","4,150","4,150","4,150","4,150",0
우선주,,,,,,
