항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"5,624.2","5,355.8","5,394.1","5,081.2","4,946.7",-2.6
유동자산,"4,190.8","3,907.1","3,910.9","3,687.3","3,582.6",-2.8
재고자산,338.2,403.8,343.2,307.2,244.1,-20.5
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,34.4,36.3,21.7,93.0,327.9
기타포괄손익-공정가치측정금융자산,,,,9.9,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,"2,973.9","2,915.2","3,082.7","2,613.7","2,903.3",11.1
매출채권및기타채권,303.3,267.9,223.3,168.3,132.9,-21.0
당기법인세자산(선급법인세),0.4,0.5,6.3,6.1,2.3,-62.5
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,44.7,25.1,27.9,17.6,15.5,-11.8
현금및현금성자산,530.2,260.2,191.2,493.5,191.6,-61.2
매각예정비유동자산및처분자산,,,,49.3,,
비유동자산,"1,433.4","1,448.7","1,483.2","1,393.9","1,364.0",-2.1
유형자산,446.6,487.6,474.3,416.1,381.1,-8.4
무형자산,744.8,763.9,776.2,783.2,776.4,-0.9
비유동생물자산,,,,,,
투자부동산,2.7,,53.9,53.4,71.7,34.3
투자자산,73.9,155.7,110.5,72.7,110.0,51.3
장기매출채권및기타채권,116.8,,,0.0,,
이연법인세자산,48.6,41.6,54.5,51.0,1.7,-96.6
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,,13.8,17.4,23.2,33.1
기타금융업자산,,,,,,
*순자산1,"4,692.9","4,747.5","4,757.0","4,683.0","4,584.9",-2.1
*순자산2,"3,948.1","3,983.6","3,980.8","3,899.8","3,808.5",-2.3
부채총계,931.2,608.3,637.1,398.2,361.8,-9.1
유동부채,912.0,519.3,574.4,389.3,336.9,-13.5
단기사채,,,,,,
단기차입금,,225.9,291.7,94.5,105.4,11.5
유동성장기부채,0.6,,6.8,42.9,4.6,-89.3
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,400.3,,7.0,8.8,10.0,13.8
매입채무및기타채무,415.4,235.8,225.8,206.9,168.1,-18.8
유동종업원급여충당부채,,,,,,
단기충당부채,,,,4.9,2.9,-41.2
당기법인세부채(미지급법인세),71.6,33.7,26.0,22.9,31.5,37.3
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,24.0,23.9,17.2,8.3,14.4,73.9
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,19.3,89.0,62.7,8.9,24.9,180.5
사채,,,,,,
장기차입금,,64.6,41.5,1.1,0.6,-44.4
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,3.2,6.5,1.9,8.2,342.1
장기매입채무및기타채무,7.7,3.0,0.7,0.5,0.4,-10.4
비유동종업원급여충당부채,11.6,18.3,14.1,5.4,1.6,-69.9
장기충당부채,,,,,,
이연법인세부채,,,,,14.0,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,0.6,290.5,351.0,148.4,127.7,-13.9
*순부채,"-3,503.4","-2,919.2","-2,959.1","-2,990.2","-3,059.9",-2.3
*CAPEX,121.7,68.6,50.2,19.8,8.7,-56.0
자본총계,"4,692.9","4,747.5","4,757.0","4,683.0","4,584.9",-2.1
지배주주지분,"4,372.7","4,349.2","4,120.2","3,962.0","3,790.2",-4.3
자본금,109.6,109.6,109.6,109.6,109.6,0.0
신종자본증권,,,,,,
자본잉여금,"2,859.4","2,859.4","2,714.3","2,704.1","2,702.5",-0.1
기타자본,,0.9,1.2,1.2,,
기타포괄이익누계액,-10.3,-9.0,-14.5,-7.1,14.0,297.6
이익잉여금,"1,413.9","1,388.2","1,309.6","1,154.2",964.1,-16.5
*(지배)당기순이익,275.0,82.4,-47.2,-142.2,-174.4,-22.7
비지배주주지분,320.3,398.3,636.8,721.0,794.7,10.2
*(비지배)당기순이익,145.1,103.2,121.6,107.1,104.9,-2.1
수권주식수,"40,000","40,000","40,000","40,000","40,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"21,929","21,929","21,929","21,929","21,929",0
보통주,"21,929","21,929","21,929","21,929","21,929",0
우선주,,,,,,
