항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"1,316.5","1,262.3","1,345.9","1,456.3","1,397.8",-4.0
유동자산,595.4,545.6,611.4,499.4,482.0,-3.5
재고자산,171.6,141.8,166.0,216.5,165.4,-23.6
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,8.9,2.1,1.2,2.6,0.4,-85.8
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,0.7,34.2,28.1,0.3,0.1,-56.5
매출채권및기타채권,382.1,328.0,338.3,239.0,234.7,-1.8
당기법인세자산(선급법인세),0.0,0.0,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,6.7,2.9,3.2,0.8,2.7,244.3
현금및현금성자산,25.3,36.6,74.5,40.1,78.7,96.0
매각예정비유동자산및처분자산,,,,,,
비유동자산,721.1,716.8,734.6,956.9,915.9,-4.3
유형자산,606.4,612.8,643.6,848.8,800.4,-5.7
무형자산,27.9,18.7,16.8,14.9,13.3,-10.7
비유동생물자산,,,,,,
투자부동산,43.8,42.4,40.9,34.9,33.5,-3.9
투자자산,37.3,37.2,20.2,28.5,39.5,38.5
장기매출채권및기타채권,5.6,5.7,7.8,8.6,9.6,11.8
이연법인세자산,,,,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,,5.3,21.0,19.4,-8.0
기타금융업자산,,,,,,
*순자산1,677.8,687.0,609.5,705.0,685.9,-2.7
*순자산2,649.8,668.3,592.8,690.1,672.5,-2.5
부채총계,638.7,575.4,736.4,751.3,712.0,-5.2
유동부채,505.8,482.0,592.5,553.6,545.2,-1.5
단기사채,,,,,,
단기차입금,305.0,270.0,330.6,320.0,320.0,0.0
유동성장기부채,,20.0,,20.0,20.0,0.0
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,2.8,3.4,3.7,6.6
매입채무및기타채무,161.2,149.7,177.1,134.6,138.7,3.1
유동종업원급여충당부채,7.3,10.1,10.6,10.7,10.4,-2.1
단기충당부채,20.6,1.3,10.7,11.8,12.3,4.5
당기법인세부채(미지급법인세),8.4,8.9,36.8,24.9,3.0,-87.8
계약부채,,16.6,13.8,17.1,18.9,10.7
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,3.3,5.4,10.0,11.2,18.1,62.5
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,132.9,93.4,143.9,197.7,166.8,-15.6
사채,,,,,,
장기차입금,40.0,,20.0,20.0,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,2.6,17.9,16.2,-9.6
장기매입채무및기타채무,8.7,4.6,17.2,17.0,19.0,11.8
비유동종업원급여충당부채,34.4,47.0,69.0,70.8,59.1,-16.5
장기충당부채,,,,,,
이연법인세부채,49.9,41.8,35.1,72.0,72.5,0.7
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,345.0,290.0,355.9,381.4,359.9,-5.6
*순부채,310.4,221.3,255.2,338.6,280.8,-17.1
*CAPEX,26.1,30.3,58.9,116.0,18.9,-83.7
자본총계,677.8,687.0,609.5,705.0,685.9,-2.7
지배주주지분,677.4,686.7,609.3,704.8,685.7,-2.7
자본금,174.0,180.6,184.0,184.0,192.8,4.8
신종자본증권,,,,,,
자본잉여금,230.0,230.0,230.0,221.4,212.6,-4.0
기타자본,-24.2,-24.4,-24.5,-24.5,-24.9,-1.9
기타포괄이익누계액,225.1,221.8,214.8,293.4,294.3,0.3
이익잉여금,72.5,78.7,4.9,30.6,10.9,-64.2
*(지배)당기순이익,10.9,21.9,-47.6,22.0,-15.6,-170.8
비지배주주지분,0.4,0.3,0.2,0.2,0.2,20.4
*(비지배)당기순이익,-0.5,-0.1,-0.0,-0.1,0.0,139.6
수권주식수,"30,000","30,000","30,000","30,000","30,000",0
1주당금액,"1,000","1,000","1,000","1,000","1,000",0
발행주식수,"17,397","18,057","18,401","18,401","19,276",5
보통주,"17,397","18,057","18,401","18,401","19,276",5
우선주,,,,,,
