항목,"2017/11
(IFRS별도)","2018/11
(IFRS별도)","2019/11
(IFRS별도)","2020/11
(IFRS별도)","2021/11
(IFRS별도)",전년대비
자산총계,"1,428.6","1,461.1","1,464.1","1,575.0","1,638.6",4.0
유동자산,703.8,693.9,707.1,805.0,849.0,5.5
재고자산,169.3,174.5,176.5,173.4,220.2,27.0
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,,,,71.7,5.8,-91.9
매출채권및기타채권,437.9,438.3,449.2,423.6,403.4,-4.8
당기법인세자산(선급법인세),,,,2.0,0.8,-59.0
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,14.3,7.5,7.4,1.7,2.5,46.8
현금및현금성자산,82.3,73.6,74.0,132.7,216.3,63.0
매각예정비유동자산및처분자산,,,,,,
비유동자산,724.8,767.1,757.0,770.0,789.6,2.5
유형자산,330.0,320.1,305.9,289.5,284.3,-1.8
무형자산,52.5,75.3,80.6,125.4,134.7,7.4
비유동생물자산,,,,,,
투자부동산,196.1,194.8,193.5,192.2,191.1,-0.6
투자자산,111.9,123.6,111.1,100.6,109.0,8.3
장기매출채권및기타채권,,,,0.5,0.5,0.0
이연법인세자산,33.4,52.4,65.1,54.2,61.0,12.4
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,0.8,0.8,0.8,7.5,9.2,22.1
기타금융업자산,,,,,,
*순자산1,822.6,881.3,834.2,901.4,866.0,-3.9
*순자산2,770.1,805.9,753.7,776.0,731.3,-5.8
부채총계,606.1,579.8,629.9,673.6,772.6,14.7
유동부채,535.6,495.0,493.5,517.8,458.5,-11.4
단기사채,,,,,,
단기차입금,294.5,210.0,210.0,240.0,140.0,-41.7
유동성장기부채,,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,,4.2,5.2,25.1
매입채무및기타채무,215.0,255.7,241.3,231.1,265.3,14.8
유동종업원급여충당부채,,,,,,
단기충당부채,21.8,25.3,,,,
당기법인세부채(미지급법인세),4.2,4.1,4.6,,,
계약부채,,,37.5,42.5,48.0,13.0
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,21.8,,,,,
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,70.5,84.8,136.4,155.8,314.1,101.5
사채,,,,,,
장기차입금,,,,,150.0,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,,2.1,3.2,57.2
장기매입채무및기타채무,8.1,6.4,7.2,7.3,7.2,-1.1
비유동종업원급여충당부채,62.4,78.4,98.6,97.8,60.3,-38.3
장기충당부채,,,,,,
이연법인세부채,,,,,,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,30.6,48.6,93.3,91.8
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,294.5,210.0,210.0,246.2,298.4,21.2
*순부채,212.2,136.4,136.0,47.4,79.3,67.3
*CAPEX,22.7,19.9,9.3,6.1,13.2,116.4
자본총계,822.6,881.3,834.2,901.4,866.0,-3.9
지배주주지분,822.6,881.3,834.2,901.4,866.0,-3.9
자본금,140.0,160.0,160.0,160.0,160.0,0.0
신종자본증권,,,,,,
자본잉여금,248.6,353.8,353.8,377.2,377.2,0.0
기타자본,-151.5,-166.1,-183.2,-150.7,-150.7,0.0
기타포괄이익누계액,19.2,5.2,-8.5,-8.0,-4.1,49.5
이익잉여금,566.3,528.3,512.1,522.9,483.5,-7.5
*(지배)당기순이익,-16.4,-21.1,12.1,21.9,-31.7,-245.1
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"100,000","100,000","100,000","100,000","100,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"28,000","32,000","32,000","32,000","32,000",0
보통주,"28,000","32,000","32,000","32,000","32,000",0
우선주,,,,,,
