항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"11,061.9","11,173.4","11,358.4","11,811.3","12,440.1",5.3
유동자산,"3,544.2","3,447.4","3,034.2","3,148.7","3,465.8",10.1
재고자산,15.9,7.2,8.4,12.1,18.8,55.7
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,17.4,10.6,3.0,2.5,-17.1
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,735.4,627.2,509.3,571.4,738.0,29.1
매출채권및기타채권,"2,041.7","2,008.0","2,019.4","1,831.6","2,181.5",19.1
당기법인세자산(선급법인세),,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,13.4,11.2,5.1,5.1,8.7,69.6
현금및현금성자산,737.9,776.4,481.3,725.4,516.4,-28.8
매각예정비유동자산및처분자산,,,,,,
비유동자산,"7,517.7","7,725.9","8,324.2","8,662.5","8,974.3",3.6
유형자산,"4,648.5","4,768.6","5,061.8","5,241.7","5,453.4",4.0
무형자산,48.8,41.6,36.2,32.4,30.8,-4.9
비유동생물자산,,,,,,
투자부동산,19.2,18.4,17.5,16.7,16.1,-3.7
투자자산,"2,565.6","2,681.9","2,743.7","2,933.3","3,027.9",3.2
장기매출채권및기타채권,130.2,117.4,103.9,89.6,74.5,-16.9
이연법인세자산,57.2,57.0,73.4,79.0,73.2,-7.3
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,48.1,41.1,287.7,269.9,298.4,10.6
기타금융업자산,,,,,,
*순자산1,"5,211.2","5,326.1","5,398.1","5,816.6","5,969.1",2.6
*순자산2,"5,162.4","5,284.6","5,361.9","5,784.3","5,938.3",2.7
부채총계,"5,850.7","5,847.2","5,960.3","5,994.6","6,471.0",8.0
유동부채,"3,522.0","3,064.3","3,258.6","3,562.1","2,865.1",-19.6
단기사채,,,,,,
단기차입금,200.4,201.3,450.0,400.0,276.0,-31.0
유동성장기부채,"1,038.4",625.8,423.0,"1,019.3",14.5,-98.6
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,26.3,24.0,27.1,12.7
매입채무및기타채무,"2,222.1","2,218.1","2,273.5","2,018.6","2,521.0",24.9
유동종업원급여충당부채,,,,,,
단기충당부채,,,41.7,19.9,,
당기법인세부채(미지급법인세),54.2,16.9,39.4,76.0,26.3,-65.4
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,6.9,2.2,4.7,4.2,0.2,-94.6
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,"2,328.6","2,782.9","2,701.7","2,432.6","3,605.9",48.2
사채,998.3,"1,396.8",998.5,598.5,"1,696.3",183.4
장기차입금,180.5,97.0,61.9,44.2,31.2,-29.4
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,224.7,216.0,226.8,5.0
장기매입채무및기타채무,31.1,37.5,42.4,44.2,40.1,-9.2
비유동종업원급여충당부채,52.5,67.2,79.8,53.7,65.3,21.5
장기충당부채,4.2,,,106.0,118.4,11.6
이연법인세부채,339.3,351.1,360.2,360.5,375.0,4.0
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,722.8,833.4,934.1,"1,009.5","1,052.9",4.3
기타금융업부채,,,,,,
*이자발생부채,"2,417.6","2,320.9","2,184.4","2,302.0","2,271.9",-1.3
*순부채,945.8,901.2,"1,184.9","1,013.8","1,019.5",0.6
*CAPEX,530.8,485.0,555.7,520.3,551.1,5.9
자본총계,"5,211.2","5,326.1","5,398.1","5,816.6","5,969.1",2.6
지배주주지분,"4,021.1","4,128.6","4,186.4","4,574.3","4,707.2",2.9
자본금,160.9,160.9,160.9,160.9,160.9,0.0
신종자본증권,,,,,,
자본잉여금,262.4,262.4,285.2,664.9,664.9,0.0
기타자본,-76.5,-76.5,-76.5,-458.8,-448.4,2.3
기타포괄이익누계액,-180.7,-196.5,-199.7,-208.7,-206.5,1.0
이익잉여금,"3,855.0","3,978.4","4,016.5","4,416.0","4,536.4",2.7
*(지배)당기순이익,210.7,195.3,134.6,426.3,167.4,-60.7
비지배주주지분,"1,190.2","1,197.5","1,211.7","1,242.3","1,261.9",1.6
*(비지배)당기순이익,111.2,42.4,44.7,50.6,72.1,42.5
수권주식수,"100,000","100,000","100,000","100,000","100,000",0
1주당금액,"1,000","1,000","1,000","1,000","1,000",0
발행주식수,"16,089","16,089","16,089","16,089","16,089",0
보통주,"16,089","16,089","16,089","16,089","16,089",0
우선주,,,,,,
