항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"2,715.9","2,848.5","2,814.1","2,757.8","3,138.3",13.8
유동자산,"1,411.8","1,549.0","1,534.8","1,504.2","1,694.3",12.6
재고자산,291.6,311.6,276.9,237.3,335.2,41.2
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,0.1,0.5,0.0,0.1,450.4
상각후원가측정금융자산,,,,,,
단기금융자산,9.7,8.2,10.2,14.1,55.4,292.3
매출채권및기타채권,751.9,823.4,907.1,733.1,932.9,27.3
당기법인세자산(선급법인세),,,0.1,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,4.5,4.9,7.1,11.7,27.0,130.7
현금및현금성자산,354.0,400.7,332.9,507.9,343.7,-32.3
매각예정비유동자산및처분자산,,,,,,
비유동자산,"1,304.1","1,299.5","1,279.3","1,253.6","1,444.0",15.2
유형자산,"1,253.4","1,246.6","1,242.3","1,226.3","1,357.0",10.7
무형자산,2.5,6.6,5.8,3.8,2.8,-26.5
비유동생물자산,,,,,,
투자부동산,,,,,,
투자자산,6.3,7.4,8.0,5.4,65.2,"1,112.6"
장기매출채권및기타채권,15.2,17.1,16.3,16.2,17.4,7.5
이연법인세자산,,,1.1,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,26.7,21.8,5.8,1.9,1.6,-13.6
기타금융업자산,,,,,,
*순자산1,"1,768.4","1,871.0","1,934.9","1,999.0","2,090.4",4.6
*순자산2,"1,765.9","1,864.3","1,929.1","1,995.2","2,087.6",4.6
부채총계,947.5,977.5,879.2,758.8,"1,047.9",38.1
유동부채,787.9,817.3,714.9,593.0,883.7,49.0
단기사채,,,,,,
단기차입금,342.9,351.3,254.2,247.9,463.4,86.9
유동성장기부채,,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,4.6,4.6,4.6,-0.5
매입채무및기타채무,400.3,423.0,355.4,295.8,354.2,19.7
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),11.6,22.1,34.0,6.9,2.9,-58.6
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,33.1,20.9,66.7,37.7,58.6,55.6
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,159.6,160.2,164.4,165.8,164.2,-1.0
사채,,,,,,
장기차입금,,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,2.9,2.2,3.1,43.6
장기매입채무및기타채무,5.2,5.2,6.2,6.2,7.1,14.3
비유동종업원급여충당부채,,,,,,
장기충당부채,0.5,1.8,1.7,1.5,2.7,75.5
이연법인세부채,153.9,153.3,153.5,155.9,151.3,-3.0
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,342.9,351.3,261.7,254.8,471.2,85.0
*순부채,-20.7,-57.7,-81.8,-267.3,87.0,132.5
*CAPEX,133.2,47.6,46.9,32.7,24.5,-25.1
자본총계,"1,768.4","1,871.0","1,934.9","1,999.0","2,090.4",4.6
지배주주지분,"1,768.4","1,871.0","1,934.9","1,999.0","2,035.4",1.8
자본금,63.2,65.0,66.8,68.3,69.5,1.8
신종자본증권,,,,,,
자본잉여금,"1,022.9","1,022.9","1,022.9","1,023.0","1,023.0",0.0
기타자본,,,,,,
기타포괄이익누계액,0.1,,,,,
이익잉여금,682.3,783.1,845.2,907.8,942.9,3.9
*(지배)당기순이익,11.0,102.9,82.8,72.8,60.6,-16.7
비지배주주지분,,,,,55.0,
*(비지배)당기순이익,,,,,,
수권주식수,"30,000","30,000","30,000","30,000","300,000",900
1주당금액,500,500,500,500,500,0
발행주식수,"12,640","13,000","13,350","13,650","13,900",2
보통주,"12,640","13,000","13,350","13,650","13,900",2
우선주,,,,,,
